year,lat,long,name,energy
1,3,-12,debris,51.0
1,4,8,debris,30.0
1,5,1,grass,26.0
1,2,14,debris,42.0
1,-1,1,grass,102.0
1,-3,7,rabbit,161.0
1,2,-5,wolf,316.0
1,-3,-2,rabbit,144.3
1,5,0,rabbit,151.0
1,4,3,debris,44.0
1,1,5,grass,105.0
1,-2,-2,grass,114.0
1,0,-8,wolf,281.0
1,-9,-5,debris,37.0
1,2,0,wolf,294.5
1,8,-4,debris,48.0
1,-14,-13,debris,58.0
1,-13,-3,grass,74.0
1,-2,-3,rabbit,108.5
1,-7,-5,debris,22.0
1,0,-3,grass,97.0
1,-6,1,rabbit,76.5
1,-8,8,wolf,285.0
1,5,-2,debris,68.0
1,3,5,wolf,284.0
1,-32,2,debris,45.0
1,-1,2,rabbit,155.0
1,2,-1,grass,65.0
1,0,-1,grass,91.0
1,3,-10,wolf,388.5
1,-2,8,rabbit,75.0
1,-3,-1,rabbit,71.0
1,0,-4,debris,37.0
1,-5,1,rabbit,153.5
1,-7,1,debris,31.0
1,10,-6,wolf,326.0
1,-1,6,grass,112.0
1,-4,-8,grass,100.0
1,6,-16,debris,25.0
1,2,1,grass,70.0
1,-3,-8,debris,16.0
1,-8,-1,rabbit,135.2
1,-1,-1,debris,59.0
1,-6,0,grass,118.0
1,-12,-3,grass,121.0
1,0,-2,grass,71.0
1,-2,0,grass,92.0
1,-4,6,grass,63.0
1,3,-6,grass,110.0
1,-1,-2,rabbit,79.5
1,2,-3,grass,108.0
1,3,1,wolf,381.5
1,1,0,wolf,216.8
1,-1,5,grass,83.0
1,-4,-1,rabbit,76.2
1,3,11,grass,122.0
1,-5,-1,rabbit,105.9
1,1,1,rabbit,102.5
1,3,3,grass,104.0
1,4,-3,debris,79.0
1,-1,-6,grass,127.0
1,1,10,debris,29.0
1,9,0,grass,58.5
1,-5,5,rabbit,139.5
1,-9,1,rabbit,91.9
1,11,-3,debris,81.0
1,-6,-2,debris,63.0
1,-1,-10,debris,32.0
1,-14,-2,debris,58.0
1,-1,-4,wolf,291.0
1,6,-6,grass,91.0
1,5,7,grass,91.0
1,-3,0,debris,55.0
1,4,10,debris,51.0
1,-5,4,rabbit,71.0
1,-10,0,rabbit,72.0
1,-8,-2,rabbit,68.0
1,8,3,grass,98.0
1,2,-2,grass,57.0
1,12,-12,rabbit,104.0
1,1,-3,grass,78.0
1,-3,-6,grass,89.0
1,-11,0,grass,110.0
1,0,2,rabbit,76.2
1,-4,0,wolf,339.0
1,9,-1,grass,115.6
2,3,-5,wolf,311.0
2,3,-12,debris,61.0
2,-9,-3,rabbit,61.0
2,-2,7,rabbit,69.0
2,4,8,debris,40.0
2,5,1,grass,36.0
2,2,14,debris,52.0
2,-1,1,rabbit,173.0
2,-3,7,rabbit,80.5
2,1,-8,wolf,276.0
2,-3,-2,rabbit,146.8
2,5,0,rabbit,75.5
2,4,3,debris,54.0
2,1,5,grass,115.0
2,-2,-2,rabbit,100.7
2,-9,-5,debris,47.0
2,1,-1,wolf,211.8
2,8,-4,debris,58.0
2,-14,-13,debris,68.0
2,-13,-3,grass,84.0
2,-7,-5,debris,32.0
2,0,-3,grass,107.0
2,-11,-1,rabbit,122.0
2,-9,0,rabbit,129.1
2,5,-2,debris,78.0
2,4,4,wolf,279.0
2,-32,2,debris,55.0
2,-6,-1,rabbit,156.2
2,-1,2,wolf,422.7
2,2,-1,grass,75.0
2,0,-1,grass,101.0
2,9,-7,wolf,321.0
2,-4,2,rabbit,148.2
2,0,-4,debris,47.0
2,-7,1,debris,41.0
2,-4,-2,rabbit,71.2
2,-1,-5,wolf,286.0
2,-1,6,grass,122.0
2,-4,-8,grass,110.0
2,6,-16,debris,35.0
2,2,1,grass,80.0
2,-3,-4,rabbit,100.8
2,-3,-8,debris,26.0
2,-12,-4,grass,110.6
2,4,0,wolf,376.5
2,-1,-1,debris,69.0
2,-6,0,rabbit,67.8
