tests,years,firstExt,firstExtSTD,deadWorld,deadWorldSTD,id,wolfEn,wolfRe,wolfFa,rabbitEn,rabbitRe,rabbitFa,wolfNum,rabbitNum,grassNum,debrisNum
1, 500, 500.0, 0.0, 500.0, 0.0, '2NIS4M', 290, 420, 5, 25, 28.0, 5, 13, 14, 51, 50
1, 500, 351.0, 0.0, 351.0, 0.0, '4MAYJ2', 295, 425, 5, 25, 28.0, 5, 14, 13, 50, 51
1, 500, 500.0, 0.0, 500.0, 0.0, 'JYS0NE', 300, 420, 5, 25, 28.0, 5, 13, 12, 49, 52
1, 500, 141.0, 0.0, 141.0, 0.0, 'WIX723', 305, 425, 5, 25, 28.0, 5, 12, 11, 48, 53
1, 500, 218.0, 0.0, 218.0, 0.0, 'VNVSWR', 300, 420, 5, 25, 28.0, 5, 11, 12, 49, 54
1, 500, 500.0, 0.0, 500.0, 0.0, 'JPPVNO', 295, 415, 5, 25, 28.0, 5, 10, 13, 50, 55
1, 500, 219.0, 0.0, 219.0, 0.0, 'HN2T1W', 290, 410, 5, 25, 28.0, 5, 9, 14, 51, 56
1, 500, 206.0, 0.0, 206.0, 0.0, 'ACK0KF', 285, 405, 5, 25, 28.0, 5, 8, 15, 52, 55
1, 500, 156.0, 0.0, 156.0, 0.0, 'R7MD6I', 290, 400, 5, 25, 28.0, 5, 9, 16, 53, 54
1, 500, 500.0, 0.0, 500.0, 0.0, 'NHEINL', 295, 395, 5, 25, 28.0, 5, 10, 17, 52, 53
1, 500, 495.0, 0.0, 495.0, 0.0, 'KXGMI1', 300, 390, 5, 25, 28.0, 5, 11, 18, 51, 52
