grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
17,79.2,129.4,0.0,6,284.3,359.7,5.2,36,81.9,88.7,7.1
10,90.3,131.4,0.0,6,303.0,359.7,5.2,44,75.3,95.3,7.0
6,96.7,132.7,0.0,7,272.5,361.0,5.2,48,68.1,94.9,7.0
7,104.6,133.7,0.0,8,267.0,359.8,5.1,45,60.6,94.5,7.1
9,98.6,131.5,0.6,8,280.3,359.8,5.1,41,55.9,95.2,6.7
15,86.8,130.9,1.0,8,280.2,359.8,5.1,39,52.1,95.2,6.4
21,92.3,130.5,0.7,8,283.7,359.8,5.1,35,52.7,95.5,6.2
24,95.8,130.8,0.6,8,282.6,359.8,5.1,37,50.3,95.0,6.1
33,87.9,130.4,0.8,9,256.5,361.0,5.3,38,49.4,94.4,6.0
41,90.8,131.1,0.7,9,271.9,361.0,5.3,34,50.5,94.2,6.2
39,95.6,130.0,0.9,10,258.1,362.2,5.2,37,60.1,94.6,6.1
42,96.5,130.1,1.2,11,254.7,362.7,5.2,37,58.5,94.7,6.3
54,94.7,129.0,1.3,11,270.3,362.7,5.2,31,56.0,94.4,6.2
55,98.5,128.8,1.4,12,251.2,363.3,5.3,34,61.5,95.6,6.3
60,102.1,128.6,1.4,12,262.6,363.3,5.3,31,64.6,95.7,6.5
74,101.8,128.5,1.5,13,253.6,363.8,5.4,32,60.3,96.1,6.2
85,100.7,128.7,1.8,13,256.8,363.8,5.4,31,65.1,95.4,6.5
88,101.4,128.8,2.0,13,259.0,363.8,5.4,37,63.5,95.5,6.4
96,103.3,129.0,2.1,13,266.2,363.8,5.4,37,61.2,95.2,6.6
104,104.6,129.0,2.2,15,238.7,364.7,5.4,41,61.2,95.2,6.8
114,102.5,129.2,2.5,16,237.9,365.0,5.4,39,60.1,96.1,6.6
125,104.9,129.2,2.5,16,238.6,365.0,5.4,40,59.6,96.5,6.7
132,107.3,128.9,2.6,16,246.0,365.0,5.4,41,61.2,96.2,6.5
142,105.5,128.4,2.7,17,244.2,365.2,5.4,41,63.3,97.4,6.4
149,104.2,128.3,2.9,17,243.8,365.2,5.4,45,69.6,96.9,6.6
148,107.2,128.1,3.0,19,235.2,365.5,5.4,48,73.2,97.3,6.7
149,106.8,128.0,3.1,19,253.8,365.5,5.4,47,81.6,96.3,6.7
159,104.4,128.3,3.3,20,269.8,365.6,5.4,54,69.7,96.1,7.1
158,106.3,127.8,3.2,22,263.3,366.1,5.4,64,71.7,95.1,7.1
143,110.6,127.9,3.3,26,244.4,366.7,5.5,71,75.8,93.2,7.1
150,109.5,127.9,3.3,28,249.9,366.7,5.5,73,67.5,91.7,7.1
147,108.9,127.9,3.4,30,244.7,366.9,5.6,82,64.8,90.7,7.2
143,112.5,127.9,3.5,33,238.3,367.1,5.6,85,63.7,89.9,7.1
147,113.4,127.7,3.4,34,245.5,367.2,5.5,89,57.6,90.1,7.3
149,113.2,127.1,3.4,36,244.8,367.3,5.6,87,58.1,89.6,7.4
151,111.9,126.9,3.2,38,241.7,367.4,5.6,85,61.8,89.1,7.4
155,116.8,126.7,3.2,40,243.7,367.5,5.6,75,55.2,89.4,7.2
160,119.1,126.8,3.3,42,243.4,367.6,5.6,64,54.7,88.6,7.3
175,120.6,126.9,3.3,42,248.8,367.6,5.6,54,46.4,88.4,7.4
194,120.2,126.9,3.3,45,239.2,367.7,5.6,46,43.8,88.8,7.5
205,124.8,127.1,3.3,46,237.4,367.8,5.6,40,38.2,89.3,7.3
222,126.1,126.9,3.4,46,235.1,367.8,5.6,31,43.3,90.6,6.5
237,128.9,127.1,3.4,46,233.6,367.8,5.6,26,41.5,91.6,6.2
249,133.3,126.9,3.5,47,228.0,367.8,5.6,24,38.1,91.8,5.9
267,135.2,126.8,3.6,47,227.6,367.8,5.6,14,29.5,90.1,5.4
282,139.0,126.8,3.6,47,226.1,367.8,5.6,10,18.9,90.7,5.4
306,139.7,126.9,3.7,47,221.4,367.8,5.6,8,17.3,89.8,5.5
320,144.3,126.9,3.7,47,216.8,367.8,5.6,5,20.8,96.8,5.1
339,147.2,126.9,3.8,47,212.3,367.8,5.6,4,19.4,102.1,5.1
361,149.0,126.7,3.8,46,212.3,368.2,5.7,3,19.3,103.1,5.0
376,153.8,126.7,3.9,46,207.7,368.2,5.7,2,21.6,116.8,5.0
400,155.3,126.8,3.9,46,203.2,368.2,5.7,2,16.6,116.8,5.0
419,159.3,126.8,4.0,46,198.6,368.2,5.7,2,11.6,116.8,5.0
428,165.9,126.8,4.0,45,198.4,368.6,5.7,2,29.9,116.8,5.0
450,168.5,126.7,4.1,45,193.8,368.6,5.7,1,53.4,117.6,5.0
473,170.9,126.8,4.1,45,189.3,368.6,5.7,1,48.4,117.6,5.0
493,174.5,126.9,4.2,45,185.3,368.6,5.7,0,,,
