year,lat,long,name,energy
1,5,2,grass,80.0
1,2,-6,debris,59.0
1,3,1,grass,122.0
1,0,-9,debris,66.0
1,-1,-9,grass,47.0
1,1,-1,grass,109.0
1,-5,-5,debris,69.0
1,-4,1,debris,50.0
1,4,1,grass,96.0
1,-1,-1,debris,74.0
1,-5,12,grass,118.0
1,1,0,debris,53.0
1,2,-3,debris,38.0
1,-4,-5,grass,86.0
1,-5,5,debris,51.0
1,8,-5,rabbit,6.0
1,9,5,grass,110.0
1,-3,-1,rabbit,79.5
1,5,0,debris,47.0
1,2,7,wolf,292.0
1,11,1,grass,99.0
1,-3,-6,wolf,273.0
1,-5,-7,debris,50.0
1,5,5,debris,90.0
1,1,5,grass,101.0
1,5,6,grass,62.5
1,11,-14,debris,38.0
1,-3,-3,grass,87.0
1,-4,-11,debris,16.0
1,0,1,debris,15.0
1,-2,13,debris,56.0
1,2,5,grass,102.0
1,3,-5,debris,46.0
1,1,6,rabbit,30.0
1,1,-4,rabbit,69.8
1,-8,-1,debris,33.0
1,-3,4,grass,104.0
1,-2,-1,grass,84.0
1,7,0,debris,83.0
1,0,0,grass,77.0
1,-11,-3,grass,92.0
1,0,-4,rabbit,35.0
1,8,-2,debris,30.0
1,4,5,grass,86.0
1,3,-3,grass,106.0
1,3,-4,debris,43.0
1,2,-1,grass,96.0
1,-1,7,debris,34.0
1,-5,4,wolf,269.0
1,-2,1,debris,36.0
1,6,-2,grass,66.0
1,-5,2,debris,35.0
1,0,-10,grass,91.0
1,-2,-5,grass,94.0
1,3,-2,grass,82.0
1,-3,8,grass,113.0
1,-6,6,debris,35.0
1,-4,2,debris,68.0
1,-9,6,debris,32.0
1,5,-3,debris,32.0
1,0,-5,grass,83.0
1,4,6,grass,126.4
1,1,2,debris,31.0
1,1,4,grass,115.0
1,-10,6,grass,83.0
1,0,9,debris,38.0
1,2,8,debris,49.0
1,-5,-3,debris,65.0
1,2,2,debris,-15.0
1,-7,6,grass,89.0
1,0,2,grass,62.0
1,-2,-4,grass,108.0
1,2,-5,debris,51.0
1,-1,-7,debris,56.0
1,7,5,debris,50.0
1,-4,-3,grass,114.0
1,3,-8,grass,89.0
1,2,1,grass,102.0
1,0,-1,debris,-11.0
1,-1,2,grass,117.0
2,5,2,grass,90.0
2,2,-6,debris,69.0
2,3,1,grass,132.0
2,0,-9,debris,76.0
2,-1,-9,grass,57.0
2,1,-1,grass,119.0
2,-5,-5,debris,79.0
2,-4,1,debris,60.0
2,4,1,grass,106.0
2,-1,-1,debris,84.0
2,-5,12,grass,128.0
2,1,0,debris,63.0
2,2,-3,debris,48.0
2,1,7,wolf,275.0
2,-4,-5,grass,96.0
2,-5,5,debris,61.0
2,9,5,grass,120.0
2,-3,-1,rabbit,39.8
2,5,0,debris,57.0
2,11,1,grass,109.0
2,-3,-5,wolf,240.0
2,-5,-7,debris,60.0
2,1,-3,rabbit,24.0
2,5,5,debris,100.0
2,1,5,grass,111.0
2,5,6,grass,72.5
2,11,-14,debris,48.0
2,-3,-3,grass,97.0
2,-4,-11,debris,26.0
2,0,1,debris,25.0
2,-2,13,debris,66.0
2,2,5,grass,112.0
2,3,-5,debris,56.0
2,-8,-1,debris,43.0
2,-3,4,grass,114.0
2,-2,-1,grass,94.0
2,7,0,debris,93.0
2,0,0,grass,87.0
2,-11,-3,grass,102.0
2,1,-6,rabbit,71.3
2,-3,0,rabbit,-3.1
2,8,-2,debris,40.0
2,4,5,grass,96.0
2,3,-3,grass,116.0
2,3,-4,debris,53.0
2,2,-1,grass,106.0
2,-1,7,debris,44.0
2,-2,1,debris,46.0
2,6,-2,grass,76.0
2,-5,2,debris,45.0
2,0,-10,grass,101.0
2,-2,-5,grass,104.0
2,3,-2,grass,92.0
2,-3,8,grass,123.0
2,-6,6,debris,45.0
2,-4,2,debris,78.0
2,-9,6,debris,42.0
2,5,-3,debris,42.0
2,0,-5,rabbit,55.7
2,4,6,grass,136.4
2,1,2,debris,41.0
2,1,4,grass,125.0
2,-10,6,grass,93.0
2,0,9,debris,48.0
2,2,8,debris,59.0
2,-5,-3,debris,75.0
2,2,2,debris,-5.0
2,-7,6,grass,99.0
2,0,2,grass,72.0
2,-2,-4,grass,118.0
2,2,-5,debris,61.0
2,-1,-7,debris,66.0
2,7,5,debris,60.0
2,-4,-3,grass,124.0
2,-6,5,wolf,245.0
2,3,-8,grass,99.0
2,2,1,grass,112.0
2,0,-1,debris,-1.0
2,-1,2,grass,127.0
3,5,2,grass,100.0
3,2,-6,debris,79.0
3,1,-7,rabbit,60.3
3,3,1,grass,142.0
3,0,-9,debris,86.0
3,-1,-9,grass,67.0
3,1,-1,grass,59.5
3,-5,-5,debris,89.0
3,-4,1,debris,70.0
