grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
43,78.2,127.6,0.0,9,279.4,299.4,20.4,40,28.4,29.0,7.3
35,87.5,127.3,0.0,12,249.6,304.9,21.3,52,31.5,36.6,7.9
23,100.2,128.2,0.0,15,220.9,307.8,21.2,61,36.3,40.9,7.4
18,100.9,126.7,0.6,15,219.4,307.8,21.2,62,33.1,43.1,7.0
19,97.9,127.2,1.3,16,213.8,309.7,21.4,55,31.8,45.0,7.0
22,99.2,125.0,1.6,16,212.2,309.7,21.4,46,30.9,49.2,7.4
26,94.3,127.2,1.5,16,210.6,309.7,21.4,32,35.3,49.3,6.8
28,105.3,127.3,1.2,16,200.4,309.7,21.4,27,27.8,50.9,7.1
37,96.0,126.1,1.2,15,194.9,312.0,20.9,26,34.3,47.5,6.8
41,93.7,126.4,1.2,14,197.4,312.5,21.0,27,33.6,46.7,6.8
52,92.6,126.4,1.3,14,189.3,312.5,21.0,24,24.0,45.8,5.6
62,94.1,126.4,1.4,15,169.8,312.2,21.1,20,30.5,46.4,5.7
72,95.3,126.7,1.4,15,149.1,312.2,21.1,21,28.9,46.4,5.6
85,95.4,126.3,1.6,14,137.6,312.9,21.1,23,28.8,47.3,5.6
96,97.1,126.1,1.7,13,136.4,312.7,21.0,18,35.4,50.4,5.7
112,95.9,126.0,1.9,12,129.1,312.3,20.3,20,30.4,48.5,5.7
122,97.1,125.6,2.1,12,110.7,312.3,20.3,22,39.1,48.2,5.6
134,98.7,125.5,2.2,11,104.9,312.0,20.1,24,38.6,47.3,5.6
143,98.8,125.1,2.4,10,106.3,313.4,19.8,30,42.0,47.3,5.5
153,99.5,125.0,2.6,9,122.1,310.6,19.3,30,44.0,47.0,5.6
161,99.9,125.0,2.8,8,140.6,310.9,19.7,32,46.6,45.7,5.5
167,101.7,124.5,3.1,8,138.3,310.9,19.7,40,46.7,45.5,5.5
180,100.8,123.8,3.1,8,152.6,310.9,19.7,45,42.3,45.8,5.6
196,102.9,124.1,3.2,7,196.0,302.3,17.7,48,40.3,45.9,5.5
201,108.1,123.5,3.2,8,195.8,301.0,17.3,56,37.2,45.8,5.5
205,110.3,123.6,3.3,9,201.1,300.5,16.7,62,38.5,45.7,5.5
210,113.4,124.0,3.4,9,212.0,300.5,16.7,67,39.6,45.6,5.5
215,114.7,123.7,3.5,10,220.7,302.5,17.4,72,37.2,45.7,5.5
228,114.0,124.8,3.5,12,217.4,302.1,17.4,78,36.0,45.6,5.6
233,115.6,125.0,3.5,14,214.1,303.1,18.3,82,36.4,45.7,5.7
238,119.3,124.9,3.5,14,198.0,303.1,18.3,94,35.6,45.8,5.8
237,121.5,125.2,3.7,14,184.3,303.1,18.3,110,38.0,46.0,5.8
238,125.0,124.8,3.9,14,191.4,303.1,18.3,115,36.4,45.8,5.8
250,126.4,125.3,3.9,16,175.1,303.4,18.2,123,34.7,45.9,5.9
254,128.2,125.1,4.0,18,168.0,302.2,17.6,125,32.5,46.0,6.0
251,131.1,124.8,4.0,18,165.7,302.2,17.6,124,36.8,46.4,6.0
256,126.8,124.5,4.1,18,166.3,302.2,17.6,121,42.4,46.6,6.1
245,125.1,124.6,4.2,19,158.4,303.2,17.9,125,48.7,46.7,6.2
240,124.6,125.0,4.2,18,170.1,303.0,17.6,126,48.7,47.0,6.3
228,122.4,124.9,4.2,20,160.4,303.3,17.7,130,55.0,47.2,6.3
229,116.9,124.9,4.2,20,169.4,303.3,17.7,139,53.4,47.2,6.3
216,111.4,124.9,4.2,20,170.5,303.3,17.7,154,55.8,47.4,6.4
202,109.5,125.5,4.2,22,169.3,304.2,18.2,175,50.2,47.6,6.4
194,102.7,125.6,4.1,20,206.3,305.4,18.7,188,45.4,47.7,6.5
172,104.2,125.9,4.0,24,196.7,306.3,19.5,198,41.8,47.7,6.5
157,103.4,125.8,3.8,25,193.7,306.3,19.7,213,39.4,47.7,6.5
156,101.6,126.1,3.6,24,205.2,307.3,20.3,222,36.7,47.8,6.5
165,99.9,127.0,3.4,25,205.4,307.7,20.4,216,32.5,47.9,6.5
156,105.8,127.7,3.2,27,192.0,307.8,20.6,211,31.8,48.1,6.6
159,110.6,127.5,3.1,27,187.2,307.8,20.6,200,26.7,48.3,6.6
171,112.6,127.7,3.1,27,176.8,307.8,20.6,179,23.2,48.4,6.5
181,114.9,127.8,3.1,29,159.4,308.6,20.8,160,21.4,48.8,6.4
197,117.3,127.7,3.1,29,146.8,309.2,21.2,131,19.3,48.8,6.3
215,118.5,127.6,3.2,29,137.4,309.2,21.2,101,15.4,48.9,6.2
235,119.0,127.6,3.2,29,137.1,309.3,21.3,65,13.7,49.5,6.2
248,123.3,127.9,3.3,28,129.5,309.9,21.5,42,10.1,49.6,6.0
267,125.4,128.1,3.3,27,120.2,310.5,21.9,23,11.5,49.7,5.6
283,129.4,127.9,3.4,26,108.8,310.5,21.9,16,5.5,49.6,5.5
306,130.6,127.8,3.5,23,105.8,311.1,22.2,2,9.7,54.2,5.6
325,133.9,127.7,3.6,21,98.9,310.9,22.1,1,7.7,53.7,5.4
345,137.2,127.6,3.6,20,88.2,310.4,22.0,1,2.3,53.7,5.4
363,141.2,127.7,3.7,18,82.5,310.2,21.9,0,,,
