grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
17,79.7,129.1,0.0,8,293.5,332.2,16.4,23,28.7,27.3,7.8
15,90.7,129.9,0.0,8,298.8,332.2,16.4,24,26.8,30.9,8.5
10,103.4,130.9,0.0,9,274.9,332.3,16.5,23,34.9,35.4,7.3
6,112.0,128.5,0.0,10,248.4,332.4,16.1,29,30.7,35.0,7.5
5,121.0,126.4,0.0,10,232.2,332.4,16.1,35,25.8,34.7,7.6
8,109.3,128.3,0.6,10,220.2,332.4,16.1,29,25.7,37.8,6.9
14,79.1,129.0,0.4,10,210.3,332.4,16.1,26,29.2,42.7,6.4
21,77.8,126.4,0.7,10,198.7,332.4,16.1,23,29.9,47.9,5.9
24,87.6,127.3,0.6,10,182.9,332.4,16.1,21,34.1,51.0,5.6
26,93.9,127.2,0.6,10,166.7,332.4,16.1,23,33.1,51.7,5.6
28,98.9,127.5,0.5,10,153.0,332.4,16.1,22,36.3,52.6,5.5
32,103.1,125.5,0.6,10,136.9,332.4,16.1,24,40.3,52.8,5.5
37,102.5,127.7,0.9,8,153.1,331.2,14.9,30,36.6,53.3,5.5
39,98.7,127.2,1.2,8,138.2,331.2,14.9,36,39.7,54.2,5.6
47,85.4,125.9,1.9,8,143.2,331.2,14.9,35,37.5,54.0,5.6
49,89.9,127.1,1.8,8,143.2,331.2,14.9,35,37.1,54.6,5.6
54,94.1,126.3,2.0,8,138.4,331.2,14.9,36,38.0,55.1,5.7
55,99.0,126.2,2.1,8,133.1,331.2,14.9,38,37.2,55.0,5.7
56,101.1,126.3,2.2,8,135.9,331.2,14.9,38,37.9,55.3,5.7
60,97.7,127.3,2.3,7,165.6,330.9,14.5,36,44.9,55.3,5.7
66,96.1,127.5,2.5,7,154.2,330.9,14.5,43,41.9,55.4,5.8
72,95.0,128.0,2.4,7,169.8,329.3,14.6,45,45.5,55.3,5.8
67,99.8,128.2,2.6,6,189.4,330.1,14.7,59,41.1,55.5,6.0
52,100.3,128.5,2.6,6,187.3,330.1,14.7,68,49.7,55.6,5.9
50,102.4,127.5,2.6,6,206.1,330.1,14.7,81,44.8,55.5,5.9
44,97.3,129.0,2.4,6,223.7,330.1,14.7,92,41.9,55.5,6.0
44,87.9,129.0,2.6,7,221.2,330.7,14.8,99,41.1,55.5,6.1
33,93.7,128.9,2.6,8,223.4,331.3,14.8,108,38.8,55.3,6.1
27,95.0,130.8,2.8,8,241.6,331.3,14.8,110,34.9,54.9,6.0
22,92.4,133.2,2.7,8,240.1,331.3,14.8,114,32.9,55.0,6.0
21,92.0,132.3,2.4,8,245.1,331.3,14.8,113,30.5,55.1,6.0
21,95.6,130.5,2.0,8,244.9,331.3,14.8,113,29.0,55.3,6.1
18,102.6,132.4,2.3,8,239.5,331.3,14.8,107,28.5,55.1,6.0
18,101.4,132.5,2.9,8,249.8,331.3,14.8,92,28.5,55.0,6.0
23,89.8,132.9,3.0,8,259.4,331.3,14.8,80,24.3,55.1,5.9
31,89.0,131.4,2.7,8,255.0,331.3,14.8,67,21.5,55.1,6.0
42,92.3,131.3,2.4,10,224.2,331.5,15.0,58,21.5,55.3,6.0
38,100.6,130.6,2.5,10,219.8,331.5,15.0,50,29.5,55.8,6.0
40,98.3,132.0,2.8,10,212.0,331.5,15.0,47,32.8,56.3,6.0
39,99.9,131.9,2.9,10,209.0,331.5,15.0,43,33.0,56.7,5.9
43,103.1,131.1,2.6,10,213.1,331.5,15.0,35,32.1,58.1,6.0
51,95.8,132.1,2.5,10,203.4,331.5,15.0,34,39.3,58.4,6.0
53,94.9,130.5,2.6,11,188.0,331.2,14.7,40,39.3,58.8,6.0
53,91.5,131.6,3.0,12,185.9,331.1,14.5,39,40.5,59.4,6.0
55,95.9,132.0,3.0,12,174.8,331.1,14.5,43,37.7,59.8,5.9
55,97.9,132.6,2.9,12,167.7,331.1,14.5,42,41.4,60.0,5.9
58,102.8,131.6,2.6,13,157.3,330.9,14.3,44,42.4,60.2,5.8
56,107.7,133.0,2.7,13,160.2,330.9,14.3,50,39.3,60.2,5.8
53,107.3,132.5,2.8,15,151.1,331.2,14.0,53,41.2,60.6,5.7
44,116.2,133.6,3.0,15,143.2,331.2,14.0,59,42.3,60.6,5.6
43,106.2,132.3,3.0,14,144.9,331.2,13.9,61,44.0,61.3,5.5
44,102.8,134.3,2.7,14,145.9,331.2,13.9,62,46.4,61.4,5.5
