year,lat,long,name,energy
1,0,-3,rabbit,90.0
1,3,1,rabbit,45.0
1,3,-7,debris,44.0
1,-3,2,rabbit,94.0
1,12,0,rabbit,33.0
1,2,9,rabbit,52.0
1,-3,6,debris,61.0
1,-6,-1,wolf,278.0
1,-6,-3,grass,94.0
1,-1,3,wolf,352.5
1,-13,2,wolf,337.0
1,0,-5,grass,55.0
1,-10,0,debris,55.0
1,-2,-10,grass,130.0
1,-2,-7,rabbit,121.0
1,-4,-5,grass,97.0
1,-1,1,wolf,322.5
1,-6,4,grass,65.0
1,3,-5,debris,50.0
1,1,-2,debris,36.0
1,6,3,grass,104.0
1,-4,-4,debris,20.0
1,5,0,grass,87.0
1,4,-1,debris,62.0
1,3,6,rabbit,95.5
1,8,0,debris,53.0
1,-2,-3,debris,24.0
1,11,-13,grass,79.0
1,-4,-1,debris,8.0
1,-3,4,rabbit,96.0
1,8,-6,grass,90.0
1,6,1,rabbit,80.0
1,11,-1,debris,29.0
1,0,-2,grass,65.0
1,-1,-8,debris,75.0
1,6,-4,grass,73.0
1,-4,5,debris,41.0
1,3,0,debris,41.0
1,9,4,rabbit,71.0
1,-8,2,debris,52.0
1,-9,5,grass,113.0
1,5,-1,debris,29.0
1,0,3,grass,81.0
1,0,-1,debris,63.0
1,-4,1,rabbit,25.0
2,1,10,rabbit,47.0
2,3,-7,debris,54.0
2,1,-1,rabbit,37.9
2,9,3,rabbit,66.0
2,-3,6,debris,71.0
2,-6,-3,grass,104.0
2,12,1,rabbit,28.0
2,0,-5,grass,65.0
2,-10,0,debris,65.0
2,-2,-10,grass,65.0
2,-4,-5,grass,107.0
2,4,2,rabbit,40.0
2,-3,5,rabbit,91.0
2,-6,4,grass,75.0
2,3,-5,debris,60.0
2,-13,1,wolf,323.0
2,1,-2,debris,46.0
2,6,3,grass,114.0
2,-4,-4,debris,30.0
2,5,0,rabbit,128.5
2,4,-1,debris,72.0
2,-2,2,wolf,395.0
2,8,0,debris,63.0
2,-2,-3,debris,34.0
2,11,-13,grass,89.0
2,-4,-1,debris,18.0
2,8,-6,grass,100.0
2,0,1,wolf,310.5
2,11,-1,debris,39.0
2,0,-2,rabbit,61.2
2,-1,-8,debris,85.0
2,6,-4,grass,83.0
2,-4,5,debris,51.0
2,3,0,debris,51.0
2,-1,-11,grass,115.2
2,-3,2,rabbit,12.0
2,-8,2,debris,62.0
2,-9,5,grass,123.0
2,5,-1,debris,39.0
2,-5,-1,wolf,263.0
2,2,5,rabbit,90.5
2,-3,-8,rabbit,115.0
2,0,3,grass,91.0
2,0,-1,debris,73.0
3,-3,1,wolf,322.6
3,-2,4,rabbit,86.0
3,3,-7,debris,64.0
3,10,2,rabbit,61.0
3,-3,6,debris,81.0
3,-6,-3,grass,114.0
3,-3,-7,rabbit,109.0
3,5,1,rabbit,84.6
3,0,-5,grass,75.0
3,-10,0,debris,75.0
3,-2,-10,grass,75.0
3,-4,-5,grass,117.0
3,-6,4,grass,85.0
3,3,-5,debris,70.0
3,2,10,rabbit,42.0
3,1,-2,debris,56.0
3,2,6,rabbit,85.5
3,6,3,grass,124.0
3,-4,-4,debris,40.0
3,5,0,rabbit,64.2
3,4,-1,debris,82.0
3,12,0,rabbit,23.0
3,-2,2,wolf,197.5
3,8,0,debris,73.0
