grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
49,78.5,130.2,0.0,7,286.3,330.3,18.4,27,29.0,33.6,6.5
40,88.3,128.5,0.0,7,292.3,330.3,18.4,39,30.2,39.3,7.0
35,95.9,128.5,0.1,8,276.8,331.2,19.3,38,29.2,40.3,7.1
29,105.0,129.4,0.3,9,255.7,331.0,18.7,37,34.5,43.8,7.1
31,105.4,129.7,0.6,10,232.2,330.6,18.3,37,33.7,46.3,6.6
36,105.4,129.4,0.8,10,227.0,330.6,18.3,36,31.0,47.7,6.4
48,92.4,130.4,1.3,10,217.0,330.6,18.3,33,40.4,50.8,6.3
54,92.6,130.0,1.3,10,205.1,330.6,18.3,43,39.3,52.6,6.2
60,94.6,128.5,1.2,10,199.3,330.6,18.3,51,38.3,51.9,6.4
61,97.8,128.6,1.2,10,189.7,330.6,18.3,58,40.1,52.3,6.6
60,102.1,128.6,1.2,10,185.1,330.6,18.3,62,39.3,52.8,6.7
71,101.0,128.2,1.3,10,179.4,330.6,18.3,68,33.6,51.8,6.8
88,98.7,129.2,1.5,10,170.7,330.6,18.3,67,33.3,52.0,6.8
95,103.9,128.7,1.5,9,179.9,329.6,17.8,69,30.2,52.6,7.1
112,104.0,128.9,1.6,9,167.8,329.6,17.8,68,27.6,52.3,7.0
126,102.4,129.0,1.8,9,169.3,331.2,16.8,66,27.9,51.0,6.7
131,103.1,128.9,2.0,9,161.8,331.2,16.8,62,30.7,50.5,6.7
141,103.2,128.7,2.2,9,169.3,331.2,16.8,61,28.5,46.5,6.2
157,104.7,128.9,2.2,8,191.1,332.1,16.4,64,27.9,45.4,5.8
161,105.2,128.8,2.5,9,181.4,331.9,16.1,63,32.9,44.3,5.7
160,110.4,128.0,2.4,9,178.0,331.9,16.1,67,36.2,43.9,5.4
160,109.6,128.4,2.6,9,202.1,331.5,16.0,68,42.6,41.0,5.2
163,111.8,128.7,2.7,9,213.5,331.5,16.0,78,37.0,40.4,5.2
158,114.9,128.0,2.8,11,196.1,331.1,15.8,91,35.6,39.6,5.3
159,112.9,127.8,3.0,11,213.9,330.4,14.8,103,37.0,39.7,5.3
