grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
78,81.1,127.8,0.0,9,288.9,343.3,18.7,22,22.7,27.1,9.5
67,89.7,128.3,0.0,9,291.8,343.3,18.7,26,31.4,28.7,9.1
59,98.9,128.1,0.1,11,264.6,341.9,19.3,31,31.9,30.5,9.0
52,101.7,128.2,0.5,11,260.0,341.9,19.3,41,30.3,30.8,9.6
45,110.6,127.8,0.4,12,251.7,341.8,19.2,38,28.4,32.9,8.7
49,100.6,127.0,1.0,13,239.9,342.0,19.5,29,35.9,38.2,7.1
61,94.2,127.0,1.2,13,230.0,342.0,19.5,33,30.0,38.5,7.1
67,89.7,127.4,1.5,14,217.2,342.2,18.8,34,27.8,36.8,6.6
77,92.2,127.7,1.6,14,202.2,342.2,18.8,43,26.5,35.6,6.5
76,97.9,126.6,1.8,14,202.1,342.2,18.8,45,27.0,33.4,6.4
78,93.4,126.5,2.3,14,198.4,342.2,18.8,51,27.4,31.9,6.4
81,99.8,127.5,2.2,14,196.9,342.2,18.8,50,24.0,32.2,6.5
89,102.0,127.2,2.3,14,198.5,342.2,18.8,48,23.4,32.4,6.5
98,98.5,127.3,2.3,13,219.1,342.0,18.5,38,30.4,32.9,6.3
106,99.3,127.3,2.4,14,209.6,342.1,17.8,39,29.3,35.2,6.4
119,97.0,126.8,2.7,14,197.0,342.1,17.8,39,32.5,38.7,6.5
119,102.4,126.2,2.8,14,193.0,342.1,17.8,42,29.5,39.6,6.5
131,100.1,125.2,2.9,14,191.1,342.1,17.8,44,32.8,41.0,6.6
137,103.0,125.6,3.0,14,189.1,342.1,17.8,46,30.1,38.6,6.3
149,104.8,125.4,3.1,14,186.2,342.1,17.8,39,28.9,39.4,6.3
162,105.6,125.2,3.2,15,168.7,342.7,17.5,37,33.6,39.0,6.2
181,104.8,125.3,3.2,15,154.0,342.7,17.5,42,32.1,39.8,6.0
192,105.7,124.9,3.3,15,140.5,342.7,17.5,48,36.5,40.0,6.0
201,106.7,124.8,3.4,14,135.5,342.5,17.0,59,35.0,40.1,6.2
208,107.7,124.4,3.5,14,121.2,342.5,17.0,74,39.3,40.9,6.1
208,106.9,123.9,3.7,14,115.4,342.5,17.0,93,38.6,40.1,6.1
194,107.3,123.0,3.6,11,156.4,344.6,16.1,111,40.3,39.2,5.9
198,102.9,123.4,3.7,11,168.4,344.6,16.1,135,39.0,39.5,5.9
173,101.9,123.1,3.8,12,182.8,345.2,15.8,155,42.1,39.3,5.9
155,101.2,123.1,3.9,12,205.3,345.1,14.1,188,36.1,38.4,5.9
136,97.4,122.2,3.8,12,220.5,345.1,14.1,221,33.9,38.2,5.8
107,101.4,121.3,3.8,13,217.2,345.6,14.0,253,32.2,38.0,5.8
84,100.1,120.3,4.1,14,213.6,345.9,14.0,278,28.5,37.9,5.8
73,98.0,119.9,3.8,15,223.5,346.4,13.8,285,24.8,37.5,5.8
68,98.7,118.9,4.1,16,239.1,346.7,13.7,262,20.9,37.6,5.8
59,98.7,119.0,4.1,18,237.9,347.2,13.6,225,20.8,38.0,5.9
44,93.8,120.3,4.2,20,233.2,346.8,14.3,194,22.9,38.9,6.0
40,91.3,120.8,3.6,20,240.0,346.8,14.3,151,24.1,40.4,6.2
33,91.7,124.5,2.9,21,241.0,346.6,14.7,128,24.0,41.6,6.3
34,86.5,125.5,1.7,21,244.2,346.6,14.7,103,27.4,44.0,6.4
27,95.2,126.1,0.8,22,233.4,346.8,14.6,97,26.4,44.5,6.6
24,95.1,128.7,0.2,23,225.6,346.6,15.0,93,25.8,43.8,6.6
32,93.6,128.1,0.6,23,219.4,346.6,15.0,79,24.7,43.7,6.6
33,99.5,127.5,0.6,23,215.5,346.6,15.0,67,20.0,43.5,6.6
35,97.2,129.7,0.9,23,204.8,346.6,15.0,62,21.9,42.6,6.5
37,98.3,130.9,0.8,23,194.4,346.6,15.0,54,25.0,42.2,6.5
43,95.5,128.7,1.2,23,184.2,346.6,15.0,51,24.1,40.6,6.2
52,92.6,129.6,1.4,23,175.1,346.6,15.0,44,25.8,39.3,6.0
52,101.2,130.3,1.5,23,167.2,346.6,15.0,42,25.8,40.0,6.0
59,100.9,130.4,1.5,22,168.0,346.8,14.8,38,22.5,39.4,6.1
62,103.5,129.2,1.7,20,175.6,346.5,14.8,31,24.6,40.6,5.9
77,98.1,128.8,2.0,19,175.1,346.6,14.3,24,26.7,41.2,5.7
86,99.4,129.3,1.9,19,168.2,346.6,14.3,21,29.7,40.6,5.7
97,100.0,129.4,2.0,19,158.6,346.6,14.3,22,33.6,41.1,5.7
114,97.9,129.1,2.2,19,145.4,346.6,14.3,26,30.1,41.1,5.8
117,102.2,129.7,2.2,17,152.1,346.9,13.2,33,31.8,41.0,6.0
123,104.4,129.6,2.4,17,145.1,346.9,13.2,32,37.0,41.7,6.2
138,101.3,129.5,2.5,17,134.1,346.9,13.2,44,34.8,41.7,6.6
138,103.4,130.0,2.7,17,127.2,346.9,13.2,55,35.4,42.4,6.6
146,101.7,129.9,2.7,16,132.0,347.1,12.6,58,37.7,42.6,6.6
164,102.6,130.2,2.6,16,130.2,347.1,12.6,63,29.1,42.6,6.8
168,104.1,129.8,2.8,16,129.8,347.1,12.6,62,31.4,42.8,6.7
176,107.8,129.9,2.8,15,137.6,346.8,12.7,61,30.3,43.2,6.7
186,111.0,129.8,2.8,14,146.4,346.6,12.7,58,31.5,43.5,6.7
188,112.5,130.2,3.0,13,157.4,346.4,12.6,61,35.8,43.8,6.7
191,117.5,130.1,3.1,12,179.0,346.0,12.6,66,30.6,43.9,6.9
203,116.6,130.2,3.1,12,180.4,346.0,12.6,66,34.3,44.2,7.2
206,118.7,130.3,3.2,12,198.9,345.9,12.6,64,37.0,44.0,7.9
208,119.2,130.1,3.3,11,222.0,346.2,12.1,73,40.9,44.0,7.9
201,120.7,130.0,3.3,12,227.5,346.9,12.0,86,44.3,44.0,7.8
191,121.4,129.6,3.6,13,222.0,347.3,12.1,97,47.1,43.6,7.9
175,128.3,129.0,3.7,14,233.2,346.8,12.5,109,41.7,43.7,7.8
169,126.8,129.2,3.8,14,248.9,346.8,12.5,121,41.0,43.6,7.9
160,128.7,129.5,3.9,16,241.2,347.0,12.3,139,38.2,43.6,7.9
144,130.6,129.4,4.0,18,238.7,347.5,12.2,160,35.7,43.6,8.0
118,133.1,129.0,4.1,20,232.4,347.3,12.4,176,37.1,43.6,8.1
104,131.0,128.8,4.2,21,247.3,347.2,12.3,178,34.0,43.2,8.2
91,129.1,128.8,4.1,25,226.7,347.3,12.4,178,37.1,43.2,8.5
