stat,value,year
KDFrabbitRe,352.4,242
KDFrabbitFa,6.8,242
008wolfNum,191.0,242
008wolfEn,459.2,242
008wolfRe,1046.7,242
008wolfFa,5.5,242
2UDrabbitNum,270.0,242
2UDrabbitEn,79.8,242
2UDrabbitRe,65.9,242
2UDrabbitFa,14.9,242
2UDwolfNum,81.0,242
2UDwolfEn,1431.1,242
2UDwolfRe,2252.2,242
2UDwolfFa,5.4,242
grassNum,6843.0,243
grassEn,213.1,243
grassRe,124.8,243
grassFa,6.0,243
KDFwolfNum,56.0,243
KDFwolfEn,189.4,243
KDFwolfRe,544.3,243
KDFwolfFa,5.3,243
008rabbitNum,228.0,243
008rabbitEn,61.0,243
008rabbitRe,59.6,243
008rabbitFa,8.5,243
KDFrabbitNum,12.0,243
KDFrabbitEn,309.9,243
KDFrabbitRe,352.6,243
KDFrabbitFa,6.5,243
008wolfNum,191.0,243
008wolfEn,454.3,243
008wolfRe,1046.7,243
008wolfFa,5.5,243
2UDrabbitNum,286.0,243
2UDrabbitEn,75.0,243
2UDrabbitRe,65.9,243
2UDrabbitFa,15.0,243
2UDwolfNum,81.0,243
2UDwolfEn,1428.0,243
2UDwolfRe,2252.2,243
2UDwolfFa,5.4,243
grassNum,6904.0,244
grassEn,213.1,244
grassRe,124.7,244
grassFa,6.0,244
KDFwolfNum,54.0,244
KDFwolfEn,197.5,244
KDFwolfRe,544.0,244
KDFwolfFa,5.3,244
008rabbitNum,234.0,244
008rabbitEn,61.4,244
008rabbitRe,59.7,244
008rabbitFa,8.5,244
KDFrabbitNum,11.0,244
KDFrabbitEn,357.0,244
KDFrabbitRe,352.4,244
KDFrabbitFa,6.7,244
008wolfNum,191.0,244
008wolfEn,449.7,244
008wolfRe,1046.7,244
008wolfFa,5.5,244
2UDrabbitNum,287.0,244
2UDrabbitEn,74.4,244
2UDrabbitRe,65.9,244
2UDrabbitFa,15.0,244
2UDwolfNum,81.0,244
2UDwolfEn,1423.7,244
2UDwolfRe,2252.2,244
2UDwolfFa,5.4,244
grassNum,6935.0,245
grassEn,213.8,245
grassRe,124.7,245
grassFa,6.0,245
KDFwolfNum,50.0,245
KDFwolfEn,212.7,245
KDFwolfRe,544.1,245
KDFwolfFa,5.3,245
008rabbitNum,228.0,245
008rabbitEn,64.7,245
008rabbitRe,59.7,245
008rabbitFa,8.5,245
KDFrabbitNum,11.0,245
KDFrabbitEn,381.6,245
KDFrabbitRe,352.4,245
KDFrabbitFa,6.7,245
008wolfNum,189.0,245
008wolfEn,449.2,245
008wolfRe,1046.7,245
008wolfFa,5.5,245
2UDrabbitNum,299.0,245
2UDrabbitEn,70.9,245
2UDrabbitRe,65.9,245
2UDrabbitFa,15.2,245
2UDwolfNum,81.0,245
2UDwolfEn,1420.1,245
2UDwolfRe,2252.2,245
2UDwolfFa,5.4,245
grassNum,6980.0,246
grassEn,214.1,246
grassRe,124.7,246
grassFa,6.0,246
KDFwolfNum,49.0,246
KDFwolfEn,214.4,246
KDFwolfRe,544.1,246
KDFwolfFa,5.3,246
008rabbitNum,238.0,246
008rabbitEn,58.1,246
008rabbitRe,59.8,246
008rabbitFa,8.5,246
KDFrabbitNum,10.0,246
KDFrabbitEn,445.2,246
KDFrabbitRe,352.0,246
KDFrabbitFa,6.7,246
008wolfNum,189.0,246
008wolfEn,443.8,246
008wolfRe,1046.7,246
008wolfFa,5.5,246
2UDrabbitNum,321.0,246
2UDrabbitEn,67.7,246
2UDrabbitRe,66.0,246
2UDrabbitFa,15.2,246
2UDwolfNum,81.0,246
2UDwolfEn,1416.7,246
2UDwolfRe,2252.2,246
2UDwolfFa,5.4,246
grassNum,7028.0,247
grassEn,214.0,247
grassRe,124.7,247
grassFa,6.0,247
KDFwolfNum,48.0,247
KDFwolfEn,215.0,247
KDFwolfRe,544.2,247
KDFwolfFa,5.3,247
008rabbitNum,236.0,247
008rabbitEn,60.6,247
008rabbitRe,60.1,247
008rabbitFa,8.4,247
KDFrabbitNum,11.0,247
KDFrabbitEn,412.7,247
KDFrabbitRe,352.7,247
KDFrabbitFa,6.6,247
008wolfNum,189.0,247
008wolfEn,438.6,247
008wolfRe,1046.7,247
008wolfFa,5.5,247
2UDrabbitNum,349.0,247
2UDrabbitEn,68.4,247
2UDrabbitRe,66.3,247
2UDrabbitFa,15.3,247
2UDwolfNum,81.0,247
2UDwolfEn,1411.3,247
2UDwolfRe,2252.2,247
2UDwolfFa,5.4,247
grassNum,7057.0,248
grassEn,214.1,248
grassRe,124.6,248
grassFa,6.0,248
KDFwolfNum,48.0,248
KDFwolfEn,210.5,248
KDFwolfRe,544.2,248
KDFwolfFa,5.3,248
008rabbitNum,239.0,248
008rabbitEn,59.9,248
008rabbitRe,60.2,248
008rabbitFa,8.3,248
KDFrabbitNum,12.0,248
KDFrabbitEn,372.6,248
KDFrabbitRe,351.2,248
KDFrabbitFa,6.5,248
008wolfNum,189.0,248
008wolfEn,434.0,248
008wolfRe,1046.7,248
008wolfFa,5.5,248
2UDrabbitNum,363.0,248
2UDrabbitEn,73.5,248
2UDrabbitRe,66.5,248
2UDrabbitFa,15.2,248
2UDwolfNum,81.0,248
2UDwolfEn,1405.9,248
2UDwolfRe,2252.2,248
2UDwolfFa,5.4,248
grassNum,7086.0,249
grassEn,214.6,249
grassRe,124.6,249
grassFa,6.0,249
KDFwolfNum,47.0,249
KDFwolfEn,210.5,249
KDFwolfRe,544.2,249
KDFwolfFa,5.3,249
008rabbitNum,240.0,249
008rabbitEn,62.8,249
008rabbitRe,60.2,249
008rabbitFa,8.3,249
KDFrabbitNum,13.0,249
KDFrabbitEn,336.7,249
KDFrabbitRe,351.3,249
KDFrabbitFa,6.8,249
008wolfNum,189.0,249
008wolfEn,429.2,249
008wolfRe,1046.7,249
008wolfFa,5.5,249
2UDrabbitNum,390.0,249
2UDrabbitEn,71.8,249
2UDrabbitRe,66.6,249
2UDrabbitFa,15.2,249
2UDwolfNum,81.0,249
2UDwolfEn,1400.5,249
2UDwolfRe,2252.2,249
2UDwolfFa,5.4,249
grassNum,7118.0,250
grassEn,215.1,250
grassRe,124.5,250
grassFa,6.0,250
KDFwolfNum,46.0,250
KDFwolfEn,210.9,250
KDFwolfRe,544.3,250
KDFwolfFa,5.3,250
008rabbitNum,243.0,250
008rabbitEn,62.0,250
008rabbitRe,60.3,250
008rabbitFa,8.3,250
KDFrabbitNum,13.0,250
KDFrabbitEn,334.2,250
KDFrabbitRe,351.5,250
KDFrabbitFa,6.4,250
008wolfNum,189.0,250
008wolfEn,426.7,250
008wolfRe,1046.7,250
008wolfFa,5.5,250
2UDrabbitNum,403.0,250
2UDrabbitEn,70.3,250
2UDrabbitRe,66.6,250
2UDrabbitFa,15.1,250
2UDwolfNum,81.0,250
2UDwolfEn,1395.1,250
2UDwolfRe,2252.2,250
2UDwolfFa,5.4,250
grassNum,7156.0,251
grassEn,215.2,251
grassRe,124.5,251
grassFa,6.0,251
KDFwolfNum,46.0,251
KDFwolfEn,206.5,251
KDFwolfRe,544.6,251
KDFwolfFa,5.3,251
008rabbitNum,239.0,251
008rabbitEn,59.6,251
008rabbitRe,60.2,251
008rabbitFa,8.4,251
KDFrabbitNum,12.0,251
KDFrabbitEn,372.7,251
KDFrabbitRe,352.8,251
KDFrabbitFa,6.5,251
008wolfNum,188.0,251
008wolfEn,425.4,251
008wolfRe,1046.7,251
008wolfFa,5.5,251
2UDrabbitNum,405.0,251
2UDrabbitEn,74.1,251
2UDrabbitRe,66.6,251
2UDrabbitFa,15.1,251
2UDwolfNum,81.0,251
2UDwolfEn,1389.7,251
2UDwolfRe,2252.2,251
2UDwolfFa,5.4,251
grassNum,7170.0,252
grassEn,215.5,252
grassRe,124.5,252
grassFa,6.0,252
KDFwolfNum,46.0,252
KDFwolfEn,202.7,252
KDFwolfRe,544.6,252
KDFwolfFa,5.3,252
008rabbitNum,245.0,252
008rabbitEn,60.7,252
008rabbitRe,60.3,252
008rabbitFa,8.4,252
KDFrabbitNum,13.0,252
KDFrabbitEn,279.2,252
KDFrabbitRe,352.7,252
KDFrabbitFa,6.3,252
008wolfNum,188.0,252
008wolfEn,421.6,252
008wolfRe,1046.7,252
008wolfFa,5.5,252
2UDrabbitNum,413.0,252
2UDrabbitEn,77.2,252
2UDrabbitRe,66.7,252
2UDrabbitFa,15.0,252
2UDwolfNum,81.0,252
2UDwolfEn,1384.3,252
2UDwolfRe,2252.2,252
2UDwolfFa,5.4,252
grassNum,7198.0,253
grassEn,215.9,253
grassRe,124.4,253
grassFa,6.0,253
KDFwolfNum,45.0,253
KDFwolfEn,202.9,253
KDFwolfRe,544.6,253
KDFwolfFa,5.3,253
008rabbitNum,257.0,253
008rabbitEn,60.1,253
008rabbitRe,60.4,253
008rabbitFa,8.5,253
KDFrabbitNum,14.0,253
KDFrabbitEn,259.7,253
KDFrabbitRe,351.4,253
KDFrabbitFa,6.3,253
008wolfNum,187.0,253
008wolfEn,419.8,253
008wolfRe,1046.7,253
008wolfFa,5.5,253
2UDrabbitNum,433.0,253
2UDrabbitEn,72.4,253
2UDrabbitRe,66.9,253
2UDrabbitFa,15.0,253
2UDwolfNum,81.0,253
2UDwolfEn,1378.9,253
2UDwolfRe,2252.2,253
2UDwolfFa,5.4,253
grassNum,7229.0,254
grassEn,216.0,254
grassRe,124.4,254
grassFa,6.0,254
KDFwolfNum,45.0,254
KDFwolfEn,198.5,254
KDFwolfRe,544.6,254
KDFwolfFa,5.3,254
008rabbitNum,259.0,254
008rabbitEn,58.8,254
008rabbitRe,60.4,254
008rabbitFa,8.5,254
KDFrabbitNum,15.0,254
KDFrabbitEn,231.1,254
KDFrabbitRe,351.4,254
KDFrabbitFa,6.5,254
008wolfNum,188.0,254
008wolfEn,415.6,254
008wolfRe,1046.8,254
008wolfFa,5.5,254
2UDrabbitNum,432.0,254
2UDrabbitEn,73.6,254
2UDrabbitRe,67.0,254
2UDrabbitFa,15.0,254
2UDwolfNum,81.0,254
2UDwolfEn,1373.5,254
2UDwolfRe,2252.2,254
2UDwolfFa,5.4,254
grassNum,7255.0,255
grassEn,216.3,255
grassRe,124.4,255
grassFa,6.0,255
KDFwolfNum,45.0,255
KDFwolfEn,193.7,255
KDFwolfRe,544.6,255
KDFwolfFa,5.3,255
008rabbitNum,265.0,255
008rabbitEn,57.1,255
008rabbitRe,60.5,255
008rabbitFa,8.6,255
KDFrabbitNum,14.0,255
KDFrabbitEn,243.9,255
KDFrabbitRe,351.4,255
KDFrabbitFa,6.3,255
008wolfNum,188.0,255
008wolfEn,413.2,255
008wolfRe,1046.8,255
008wolfFa,5.5,255
2UDrabbitNum,429.0,255
2UDrabbitEn,70.9,255
2UDrabbitRe,67.0,255
2UDrabbitFa,14.9,255
2UDwolfNum,81.0,255
2UDwolfEn,1368.2,255
2UDwolfRe,2252.2,255
2UDwolfFa,5.4,255
grassNum,7282.0,256
grassEn,216.4,256
grassRe,124.3,256
grassFa,6.0,256
KDFwolfNum,45.0,256
KDFwolfEn,190.1,256
KDFwolfRe,544.6,256
KDFwolfFa,5.3,256
008rabbitNum,263.0,256
008rabbitEn,60.6,256
008rabbitRe,60.4,256
008rabbitFa,8.5,256
KDFrabbitNum,13.0,256
KDFrabbitEn,266.5,256
KDFrabbitRe,352.7,256
KDFrabbitFa,6.3,256
008wolfNum,189.0,256
008wolfEn,409.0,256
008wolfRe,1046.8,256
008wolfFa,5.5,256
2UDrabbitNum,445.0,256
2UDrabbitEn,71.5,256
2UDrabbitRe,66.9,256
2UDrabbitFa,14.9,256
2UDwolfNum,81.0,256
2UDwolfEn,1362.8,256
2UDwolfRe,2252.2,256
2UDwolfFa,5.4,256
grassNum,7311.0,257
grassEn,216.1,257
grassRe,124.3,257
grassFa,6.0,257
KDFwolfNum,45.0,257
KDFwolfEn,193.0,257
KDFwolfRe,544.6,257
KDFwolfFa,5.3,257
008rabbitNum,255.0,257
008rabbitEn,64.7,257
008rabbitRe,60.3,257
008rabbitFa,8.5,257
KDFrabbitNum,13.0,257
KDFrabbitEn,271.0,257
KDFrabbitRe,352.7,257
KDFrabbitFa,6.3,257
008wolfNum,189.0,257
008wolfEn,405.3,257
008wolfRe,1046.8,257
008wolfFa,5.5,257
2UDrabbitNum,434.0,257
2UDrabbitEn,77.6,257
2UDrabbitRe,66.6,257
2UDrabbitFa,15.0,257
2UDwolfNum,81.0,257
2UDwolfEn,1357.4,257
2UDwolfRe,2252.2,257
2UDwolfFa,5.4,257
grassNum,7351.0,258
grassEn,216.1,258
grassRe,124.3,258
grassFa,6.0,258
KDFwolfNum,43.0,258
KDFwolfEn,198.7,258
KDFwolfRe,544.7,258
KDFwolfFa,5.2,258
008rabbitNum,245.0,258
008rabbitEn,58.5,258
008rabbitRe,60.3,258
008rabbitFa,8.6,258
KDFrabbitNum,12.0,258
KDFrabbitEn,303.3,258
KDFrabbitRe,352.5,258
KDFrabbitFa,6.4,258
008wolfNum,189.0,258
008wolfEn,404.5,258
008wolfRe,1046.8,258
008wolfFa,5.5,258
2UDrabbitNum,458.0,258
2UDrabbitEn,72.6,258
2UDrabbitRe,66.4,258
2UDrabbitFa,15.0,258
2UDwolfNum,81.0,258
2UDwolfEn,1352.0,258
2UDwolfRe,2252.2,258
2UDwolfFa,5.4,258
grassNum,7376.0,259
grassEn,216.3,259
grassRe,124.2,259
grassFa,6.0,259
KDFwolfNum,43.0,259
KDFwolfEn,194.5,259
KDFwolfRe,544.7,259
KDFwolfFa,5.2,259
008rabbitNum,246.0,259
008rabbitEn,52.4,259
008rabbitRe,60.2,259
008rabbitFa,8.6,259
KDFrabbitNum,13.0,259
KDFrabbitEn,282.1,259
KDFrabbitRe,351.0,259
KDFrabbitFa,6.3,259
008wolfNum,189.0,259
008wolfEn,402.2,259
008wolfRe,1046.8,259
008wolfFa,5.5,259
2UDrabbitNum,466.0,259
2UDrabbitEn,72.4,259
2UDrabbitRe,66.1,259
2UDrabbitFa,15.1,259
2UDwolfNum,81.0,259
2UDwolfEn,1346.6,259
2UDwolfRe,2252.2,259
2UDwolfFa,5.4,259
grassNum,7395.0,260
grassEn,216.5,260
grassRe,124.3,260
grassFa,6.0,260
KDFwolfNum,43.0,260
KDFwolfEn,190.8,260
KDFwolfRe,544.7,260
KDFwolfFa,5.2,260
008rabbitNum,242.0,260
008rabbitEn,53.5,260
008rabbitRe,60.2,260
008rabbitFa,8.5,260
KDFrabbitNum,13.0,260
KDFrabbitEn,284.5,260
KDFrabbitRe,351.0,260
KDFrabbitFa,6.3,260
008wolfNum,189.0,260
008wolfEn,398.7,260
008wolfRe,1046.8,260
008wolfFa,5.5,260
2UDrabbitNum,472.0,260
2UDrabbitEn,72.0,260
2UDrabbitRe,65.9,260
2UDrabbitFa,15.1,260
2UDwolfNum,81.0,260
2UDwolfEn,1341.2,260
2UDwolfRe,2252.2,260
2UDwolfFa,5.4,260
grassNum,7447.0,261
grassEn,216.2,261
grassRe,124.3,261
grassFa,6.0,261
KDFwolfNum,43.0,261
KDFwolfEn,187.5,261
KDFwolfRe,544.7,261
KDFwolfFa,5.2,261
008rabbitNum,229.0,261
008rabbitEn,55.2,261
008rabbitRe,60.1,261
008rabbitFa,8.7,261
KDFrabbitNum,13.0,261
KDFrabbitEn,286.3,261
KDFrabbitRe,351.0,261
KDFrabbitFa,6.3,261
008wolfNum,189.0,261
008wolfEn,393.7,261
008wolfRe,1046.8,261
008wolfFa,5.5,261
2UDrabbitNum,455.0,261
2UDrabbitEn,73.6,261
2UDrabbitRe,65.8,261
2UDrabbitFa,15.1,261
2UDwolfNum,81.0,261
2UDwolfEn,1335.8,261
2UDwolfRe,2252.2,261
2UDwolfFa,5.4,261
grassNum,7477.0,262
grassEn,216.1,262
grassRe,124.2,262
grassFa,6.0,262
KDFwolfNum,43.0,262
KDFwolfEn,185.1,262
KDFwolfRe,544.7,262
KDFwolfFa,5.2,262
008rabbitNum,233.0,262
008rabbitEn,58.5,262
008rabbitRe,60.0,262
008rabbitFa,8.7,262
KDFrabbitNum,12.0,262
KDFrabbitEn,323.5,262
KDFrabbitRe,352.5,262
KDFrabbitFa,6.4,262
008wolfNum,189.0,262
008wolfEn,390.7,262
008wolfRe,1046.8,262
008wolfFa,5.5,262
2UDrabbitNum,480.0,262
2UDrabbitEn,66.8,262
2UDrabbitRe,65.9,262
2UDrabbitFa,15.1,262
2UDwolfNum,81.0,262
2UDwolfEn,1330.4,262
2UDwolfRe,2252.2,262
2UDwolfFa,5.4,262
grassNum,7497.0,263
grassEn,216.3,263
grassRe,124.2,263
grassFa,6.0,263
KDFwolfNum,42.0,263
KDFwolfEn,186.6,263
KDFwolfRe,544.7,263
KDFwolfFa,5.3,263
008rabbitNum,225.0,263
008rabbitEn,61.0,263
008rabbitRe,60.1,263
008rabbitFa,8.7,263
KDFrabbitNum,11.0,263
KDFrabbitEn,364.1,263
KDFrabbitRe,352.7,263
KDFrabbitFa,6.6,263
008wolfNum,189.0,263
008wolfEn,385.3,263
008wolfRe,1046.8,263
008wolfFa,5.5,263
2UDrabbitNum,501.0,263
2UDrabbitEn,68.6,263
2UDrabbitRe,66.1,263
2UDrabbitFa,15.1,263
2UDwolfNum,81.0,263
2UDwolfEn,1325.0,263
2UDwolfRe,2252.2,263
2UDwolfFa,5.4,263
grassNum,7507.0,264
grassEn,216.5,264
grassRe,124.1,264
grassFa,6.0,264
KDFwolfNum,42.0,264
KDFwolfEn,186.6,264
KDFwolfRe,544.7,264
KDFwolfFa,5.3,264
008rabbitNum,225.0,264
008rabbitEn,57.7,264
008rabbitRe,60.2,264
008rabbitFa,8.8,264
KDFrabbitNum,11.0,264
KDFrabbitEn,391.8,264
KDFrabbitRe,352.7,264
KDFrabbitFa,6.6,264
008wolfNum,189.0,264
008wolfEn,382.6,264
008wolfRe,1046.8,264
008wolfFa,5.5,264
2UDrabbitNum,507.0,264
2UDrabbitEn,69.1,264
2UDrabbitRe,65.9,264
2UDrabbitFa,15.0,264
2UDwolfNum,81.0,264
2UDwolfEn,1321.6,264
2UDwolfRe,2252.2,264
2UDwolfFa,5.4,264
grassNum,7571.0,265
grassEn,215.5,265
grassRe,124.1,265
grassFa,6.0,265
KDFwolfNum,42.0,265
KDFwolfEn,186.1,265
KDFwolfRe,544.7,265
KDFwolfFa,5.3,265
008rabbitNum,217.0,265
008rabbitEn,56.3,265
008rabbitRe,60.4,265
008rabbitFa,8.8,265
KDFrabbitNum,13.0,265
KDFrabbitEn,304.3,265
KDFrabbitRe,353.0,265
KDFrabbitFa,6.8,265
008wolfNum,188.0,265
008wolfEn,379.8,265
008wolfRe,1046.8,265
008wolfFa,5.5,265
2UDrabbitNum,500.0,265
2UDrabbitEn,70.0,265
2UDrabbitRe,65.9,265
2UDrabbitFa,15.0,265
2UDwolfNum,81.0,265
2UDwolfEn,1319.9,265
2UDwolfRe,2252.2,265
2UDwolfFa,5.4,265
grassNum,7602.0,266
grassEn,215.3,266
grassRe,124.1,266
grassFa,6.0,266
KDFwolfNum,40.0,266
KDFwolfEn,192.7,266
KDFwolfRe,544.8,266
KDFwolfFa,5.3,266
008rabbitNum,207.0,266
008rabbitEn,61.7,266
008rabbitRe,60.4,266
008rabbitFa,8.8,266
KDFrabbitNum,12.0,266
KDFrabbitEn,335.9,266
KDFrabbitRe,353.2,266
KDFrabbitFa,6.5,266
008wolfNum,189.0,266
008wolfEn,374.6,266
008wolfRe,1046.8,266
008wolfFa,5.5,266
2UDrabbitNum,500.0,266
2UDrabbitEn,72.3,266
2UDrabbitRe,66.1,266
2UDrabbitFa,15.0,266
2UDwolfNum,81.0,266
2UDwolfEn,1316.1,266
2UDwolfRe,2252.2,266
2UDwolfFa,5.4,266
grassNum,7608.0,267
grassEn,215.7,267
grassRe,124.1,267
grassFa,6.0,267
KDFwolfNum,39.0,267
KDFwolfEn,202.3,267
KDFwolfRe,544.8,267
KDFwolfFa,5.3,267
008rabbitNum,212.0,267
008rabbitEn,63.3,267
008rabbitRe,60.5,267
008rabbitFa,9.0,267
KDFrabbitNum,12.0,267
KDFrabbitEn,352.0,267
KDFrabbitRe,353.2,267
KDFrabbitFa,6.5,267
008wolfNum,189.0,267
008wolfEn,369.4,267
008wolfRe,1046.8,267
008wolfFa,5.5,267
2UDrabbitNum,505.0,267
2UDrabbitEn,73.8,267
2UDrabbitRe,66.1,267
2UDrabbitFa,15.0,267
2UDwolfNum,81.0,267
2UDwolfEn,1310.7,267
2UDwolfRe,2252.2,267
2UDwolfFa,5.4,267
grassNum,7651.0,268
grassEn,215.3,268
grassRe,124.0,268
grassFa,6.0,268
KDFwolfNum,41.0,268
KDFwolfEn,188.4,268
KDFwolfRe,545.1,268
KDFwolfFa,5.3,268
008rabbitNum,207.0,268
008rabbitEn,56.6,268
008rabbitRe,60.7,268
008rabbitFa,9.0,268
KDFrabbitNum,12.0,268
KDFrabbitEn,359.5,268
KDFrabbitRe,353.2,268
KDFrabbitFa,6.5,268
008wolfNum,188.0,268
008wolfEn,366.1,268
008wolfRe,1046.8,268
008wolfFa,5.5,268
2UDrabbitNum,541.0,268
2UDrabbitEn,73.6,268
2UDrabbitRe,66.2,268
2UDrabbitFa,15.0,268
2UDwolfNum,81.0,268
2UDwolfEn,1306.2,268
2UDwolfRe,2252.2,268
2UDwolfFa,5.4,268
grassNum,7678.0,269
grassEn,215.2,269
grassRe,124.1,269
grassFa,6.0,269
KDFwolfNum,40.0,269
KDFwolfEn,189.8,269
KDFwolfRe,545.2,269
KDFwolfFa,5.3,269
008rabbitNum,194.0,269
008rabbitEn,54.7,269
008rabbitRe,60.8,269
008rabbitFa,9.0,269
KDFrabbitNum,12.0,269
KDFrabbitEn,371.2,269
KDFrabbitRe,353.2,269
KDFrabbitFa,6.5,269
008wolfNum,187.0,269
008wolfEn,362.8,269
008wolfRe,1046.8,269
008wolfFa,5.5,269
2UDrabbitNum,570.0,269
2UDrabbitEn,71.3,269
2UDrabbitRe,66.3,269
2UDrabbitFa,15.1,269
2UDwolfNum,81.0,269
2UDwolfEn,1303.3,269
2UDwolfRe,2252.2,269
2UDwolfFa,5.4,269
grassNum,7680.0,270
grassEn,215.7,270
grassRe,124.0,270
grassFa,5.9,270
KDFwolfNum,40.0,270
KDFwolfEn,188.6,270
KDFwolfRe,545.2,270
KDFwolfFa,5.3,270
008rabbitNum,174.0,270
008rabbitEn,62.2,270
008rabbitRe,61.0,270
008rabbitFa,9.0,270
KDFrabbitNum,13.0,270
KDFrabbitEn,335.9,270
KDFrabbitRe,351.7,270
KDFrabbitFa,6.4,270
008wolfNum,187.0,270
008wolfEn,358.0,270
008wolfRe,1046.8,270
008wolfFa,5.5,270
2UDrabbitNum,577.0,270
2UDrabbitEn,68.9,270
2UDrabbitRe,66.2,270
2UDrabbitFa,15.1,270
2UDwolfNum,81.0,270
2UDwolfEn,1298.2,270
2UDwolfRe,2252.2,270
2UDwolfFa,5.4,270
grassNum,7727.0,271
grassEn,215.4,271
grassRe,124.0,271
grassFa,5.9,271
KDFwolfNum,40.0,271
KDFwolfEn,191.6,271
KDFwolfRe,545.2,271
KDFwolfFa,5.3,271
008rabbitNum,175.0,271
008rabbitEn,58.5,271
008rabbitRe,61.3,271
008rabbitFa,9.1,271
KDFrabbitNum,14.0,271
KDFrabbitEn,305.1,271
KDFrabbitRe,351.5,271
KDFrabbitFa,6.7,271
008wolfNum,185.0,271
008wolfEn,356.7,271
008wolfRe,1046.8,271
008wolfFa,5.5,271
2UDrabbitNum,573.0,271
2UDrabbitEn,66.5,271
2UDrabbitRe,66.3,271
2UDrabbitFa,15.0,271
2UDwolfNum,81.0,271
2UDwolfEn,1292.8,271
2UDwolfRe,2252.2,271
2UDwolfFa,5.4,271
grassNum,7741.0,272
grassEn,215.8,272
grassRe,124.0,272
grassFa,5.9,272
KDFwolfNum,40.0,272
KDFwolfEn,191.8,272
KDFwolfRe,545.2,272
KDFwolfFa,5.3,272
008rabbitNum,168.0,272
008rabbitEn,58.0,272
008rabbitRe,61.5,272
008rabbitFa,9.0,272
KDFrabbitNum,13.0,272
KDFrabbitEn,330.7,272
KDFrabbitRe,351.7,272
KDFrabbitFa,6.4,272
008wolfNum,185.0,272
008wolfEn,351.5,272
008wolfRe,1046.8,272
008wolfFa,5.5,272
2UDrabbitNum,577.0,272
2UDrabbitEn,67.6,272
2UDrabbitRe,66.1,272
2UDrabbitFa,15.1,272
2UDwolfNum,81.0,272
2UDwolfEn,1287.8,272
2UDwolfRe,2252.2,272
2UDwolfFa,5.4,272
grassNum,7750.0,273
grassEn,216.4,273
grassRe,124.1,273
grassFa,5.9,273
KDFwolfNum,39.0,273
KDFwolfEn,197.6,273
KDFwolfRe,545.2,273
KDFwolfFa,5.3,273
008rabbitNum,165.0,273
008rabbitEn,55.9,273
008rabbitRe,61.7,273
008rabbitFa,9.0,273
KDFrabbitNum,10.0,273
KDFrabbitEn,452.0,273
KDFrabbitRe,352.3,273
KDFrabbitFa,6.7,273
008wolfNum,182.0,273
008wolfEn,352.5,273
008wolfRe,1046.8,273
008wolfFa,5.5,273
2UDrabbitNum,578.0,273
2UDrabbitEn,67.3,273
2UDrabbitRe,66.1,273
2UDrabbitFa,15.1,273
2UDwolfNum,81.0,273
2UDwolfEn,1282.7,273
2UDwolfRe,2252.2,273
2UDwolfFa,5.4,273
grassNum,7802.0,274
grassEn,215.9,274
grassRe,124.0,274
grassFa,5.9,274
KDFwolfNum,39.0,274
KDFwolfEn,199.8,274
KDFwolfRe,545.2,274
KDFwolfFa,5.3,274
008rabbitNum,161.0,274
008rabbitEn,63.0,274
008rabbitRe,61.9,274
008rabbitFa,9.0,274
KDFrabbitNum,12.0,274
KDFrabbitEn,316.8,274
KDFrabbitRe,350.5,274
KDFrabbitFa,6.5,274
008wolfNum,181.0,274
008wolfEn,349.1,274
008wolfRe,1046.8,274
008wolfFa,5.5,274
2UDrabbitNum,576.0,274
2UDrabbitEn,66.5,274
2UDrabbitRe,66.0,274
2UDrabbitFa,15.0,274
2UDwolfNum,81.0,274
2UDwolfEn,1277.4,274
2UDwolfRe,2252.2,274
2UDwolfFa,5.4,274
grassNum,7809.0,275
grassEn,216.6,275
grassRe,124.0,275
grassFa,5.9,275
KDFwolfNum,39.0,275
KDFwolfEn,205.3,275
KDFwolfRe,545.3,275
KDFwolfFa,5.3,275
008rabbitNum,168.0,275
008rabbitEn,60.6,275
008rabbitRe,62.1,275
008rabbitFa,8.9,275
KDFrabbitNum,13.0,275
KDFrabbitEn,281.9,275
KDFrabbitRe,350.9,275
KDFrabbitFa,6.4,275
008wolfNum,179.0,275
008wolfEn,348.0,275
008wolfRe,1046.8,275
008wolfFa,5.5,275
2UDrabbitNum,582.0,275
2UDrabbitEn,66.9,275
2UDrabbitRe,65.9,275
2UDrabbitFa,15.0,275
2UDwolfNum,81.0,275
2UDwolfEn,1272.1,275
2UDwolfRe,2252.2,275
2UDwolfFa,5.4,275
grassNum,7832.0,276
grassEn,216.6,276
grassRe,124.0,276
grassFa,5.9,276
KDFwolfNum,40.0,276
KDFwolfEn,203.6,276
KDFwolfRe,545.3,276
KDFwolfFa,5.3,276
008rabbitNum,167.0,276
008rabbitEn,62.9,276
008rabbitRe,62.2,276
008rabbitFa,8.8,276
KDFrabbitNum,13.0,276
KDFrabbitEn,280.1,276
KDFrabbitRe,350.9,276
KDFrabbitFa,6.4,276
008wolfNum,176.0,276
008wolfEn,351.2,276
008wolfRe,1046.9,276
008wolfFa,5.5,276
2UDrabbitNum,571.0,276
2UDrabbitEn,68.6,276
2UDrabbitRe,65.9,276
2UDrabbitFa,15.0,276
2UDwolfNum,81.0,276
2UDwolfEn,1267.3,276
2UDwolfRe,2252.2,276
2UDwolfFa,5.4,276
grassNum,7862.0,277
grassEn,216.7,277
grassRe,124.1,277
grassFa,5.9,277
