name,alcohol,sugar,acid,oz,style,glass,melt,ingredients,all_text,x,y,features
The Bitter Handshake,0.176923076923077,0.20512820512820498,0.00307692307692308,3.9,stirred,old-fashioned,0.3,Fernet Branca|blood orange juice reduction|rye whiskey simple syrup|orange spiral,The|Bitter|Handshake|stirred|old-fashioned|Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral,-0.6515794781564372,-0.421403008830908,The|Bitter|Handshake|stirred|old-fashioned
Daiquiri,0.178571428571429,0.10563616071428598,0.0100446428571429,4.48,,,0.28,white rum|lime juice|simple syrup,Daiquiri|nan|nan|white|rum|lime|juice|simple|syrup,-0.40904794846364967,0.716052493308335,Daiquiri|nan|nan
20th Century Cocktail,0.17925925925925895,0.074962962962963,0.00977777777777778,5.0625,shaken,coupe,0.35,gin|lemon juice|creme de cacao|Lillet Blanc,20th|Century|Cocktail|shaken|coupe|gin|lemon|juice|creme|de|cacao|Lillet|Blanc,0.6029286795084595,-0.11646416921341841,20th|Century|Cocktail|shaken|coupe
Abbey Cocktail,0.17962962962963,0.0405555555555556,0.00259259259259259,4.05,shaken,coupe,0.35,gin|Lillet Blanc|orange juice|orange bitters|cherry,Abbey|Cocktail|shaken|coupe|gin|Lillet|Blanc|orange|juice|orange|bitters|cherry,0.7573321347699674,0.056664925377358386,Abbey|Cocktail|shaken|coupe
Corpse Reviver #2,0.17962962962963,0.0668518518518519,0.0122222222222222,4.05,shaken,coupe,0.35,gin|lemon juice|Cointreau|Lillet Blanc|absinthe|orange twist,Corpse|Reviver|#2|shaken|coupe|gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist,0.6884649366988269,-0.21005341567753172,Corpse|Reviver|#2|shaken|coupe
Brandy Alexander,0.18233618233618198,0.0418803418803419,0.0015954415954416,4.3875,shaken,coupe,0.35,cognac|heavy cream|simple syrup|grated nutmeg,Brandy|Alexander|shaken|coupe|cognac|heavy|cream|simple|syrup|grated|nutmeg,0.7097149301935419,0.22050977128502108,Brandy|Alexander|shaken|coupe
Mai Tai,0.185185185185185,0.0937037037037037,0.0111111111111111,5.4,shaken,Collins,0.35,dark rum|aged rum|lime juice|orange curacao|orgeat|mint spring,Mai|Tai|shaken|Collins|dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring,0.3868580159407308,0.6169493342010625,Mai|Tai|shaken|Collins
Penicillin,0.186153846153846,0.0970769230769231,0.00923076923076923,4.875,stirred,coupe,0.3,blended scotch whiskey|lemon juice|honey syrup|fresh ginger|Islay scotch whiskey,Penicillin|stirred|coupe|blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey,0.2484756985632024,-0.7214250491829266,Penicillin|stirred|coupe
Hemingway Daiquiri,0.18962962962963,0.0472098765432099,0.0112592592592593,5.0625,shaken,coupe,0.35,white rum|lime juice|grapefruit juice|Luxardo Maraschino|salt|lime wheel,Hemingway|Daiquiri|shaken|coupe|white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel,0.6371110927856878,0.06353144533434059,Hemingway|Daiquiri|shaken|coupe
Cosmopolitan,0.190476190476191,0.0624867724867725,0.0120634920634921,4.725,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,0.7316653729440603,-0.07731719093908307,Cosmopolitan|shaken|coupe
Sawyer,0.19753086419753102,0.0779012345679012,0.007407407407407409,4.05,shaken,old-fashioned,0.35,gin|lime juice|simple syrup|Angostura bitters|Peychaud's bitters|orange bitters,Sawyer|shaken|old-fashioned|gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters,-0.8293025349734843,0.09477582834549322,Sawyer|shaken|old-fashioned
Harvard Cocktail,0.201041641536462,0.0557407763657363,0.00555555513888894,3.60000045,shaken,coupe,0.35,cognac|sweet vermouth|lemon juice|grenadine|Angostura bitters|lemon twist,Harvard|Cocktail|shaken|coupe|cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist,0.7573167947623755,0.056640774701033667,Harvard|Cocktail|shaken|coupe
La Rosa,0.209486166007905,0.0758102766798419,0.00711462450592885,6.325,bubbly,,0.1,strawberry|simple syrup|tequila blanco|amaro|lemon juice|pink champagne,La|Rosa|bubbly|nan|strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne,-0.2760262490526997,0.7161000764425343,La|Rosa|bubbly|nan
Alabazam,0.218855218855219,0.0761616161616162,0.0040404040404040395,3.7125,shaken,coupe,0.35,cognac|Cointreau|Angostura bitters|lemon juice|simple syrup,Alabazam|shaken|coupe|cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup,0.7734503209717298,-0.030188816063815967,Alabazam|shaken|coupe
Hanky Panky,0.22165992727466396,0.0615384615384615,0.00218623458768381,4.1166671,stirred,coupe,0.3,gin|sweet vermouth|Fernet Branca|orange twist,Hanky|Panky|stirred|coupe|gin|sweet|vermouth|Fernet|Branca|orange|twist,0.05190993042871724,-0.6382578007615644,Hanky|Panky|stirred|coupe
Original Cosmopolitan,0.222222222222222,0.0546759259259259,0.01,5.4,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Original|Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,0.5924125134661969,0.0039041844724432367,Original|Cosmopolitan|shaken|coupe
Negroni,0.223611111111111,0.111111111111111,0.00166666666666667,3.6,built,old-fashioned,0.2,gin|sweet vermouth|Campari|orange twist,Negroni|built|old-fashioned|gin|sweet|vermouth|Campari|orange|twist,-0.8928331326568346,-0.034976900627136806,Negroni|built|old-fashioned
Champs Elysees,0.225374325972871,0.0746887406884287,0.00851063757356276,5.28750045,shaken,coupe,0.35,cognac|Cointreau|Green Chartreuse|lemon juice|simple syrup|Angostura bitters,Champs|Elysees|shaken|coupe|cognac|Cointreau|Green|Chartreuse|lemon|juice|simple|syrup|Angostura|bitters,0.6159969364391392,0.21148550264761531,Champs|Elysees|shaken|coupe
Boulevardier,0.229120879120879,0.0879120879120879,0.00131868131868132,4.55,stirred,coupe,0.3,rye whiskey|sweet vermouth|Campari|orange twist,Boulevardier|stirred|coupe|rye|whiskey|sweet|vermouth|Campari|orange|twist,0.2484756985638806,-0.721425049182662,Boulevardier|stirred|coupe
Blackthorn,0.23365384615384602,0.0692307692307692,0.00115384615384615,3.9,stirred,coupe,0.3,gin|sweet vermouth|sloe gin|orange bitters|orange twist,Blackthorn|stirred|coupe|gin|sweet|vermouth|sloe|gin|orange|bitters|orange|twist,0.24847569857015653,-0.7214250491802123,Blackthorn|stirred|coupe
Seelbach Cocktail,0.23376623376623398,0.0324675324675325,0.0,3.85,bubbly,coupe,0.1,bourbon whiskey|Cointreau|Angostura bitters|Peychaud's bitters|champagne|orange twist,Seelbach|Cocktail|bubbly|coupe|bourbon|whiskey|Cointreau|Angostura|bitters|Peychaud's|bitters|champagne|orange|twist,0.30670081755263995,0.06292693945666566,Seelbach|Cocktail|bubbly|coupe
Last Word,0.235185185185185,0.11407407407407401,0.0111111111111111,4.05,shaken,coupe,0.35,gin|Green Chartreuse|Luxardo Maraschino|lime juice|salt,Last|Word|shaken|coupe|gin|Green|Chartreuse|Luxardo|Maraschino|lime|juice|salt,0.5628329762144264,0.13545528791310327,Last|Word|shaken|coupe
Martinez,0.23605769356971104,0.06298079501201599,0.0017307690144231,3.4666671,stirred,coupe,0.3,gin|sweet vermouth|Luxardo Maraschino|Angostura bitters,Martinez|stirred|coupe|gin|sweet|vermouth|Luxardo|Maraschino|Angostura|bitters,0.24847569861791866,-0.721425049161572,Martinez|stirred|coupe
Baker Street Swizzle,0.23626373626373603,0.0841758241758242,0.007417582417582421,4.55,swizzle,Collins,0.4,absinthe|falernum|Angostura bitters|lemon juice|mint leaves|mint sprig,Baker|Street|Swizzle|swizzle|Collins|absinthe|falernum|Angostura|bitters|lemon|juice|mint|leaves|mint|sprig,-0.371951548823148,0.18879068036762672,Baker|Street|Swizzle|swizzle|Collins
Sidecar,0.237037037037037,0.0517530864197531,0.00888888888888889,5.0625,shaken,coupe,0.35,cognac|Cointreau|lemon juice,Sidecar|shaken|coupe|cognac|Cointreau|lemon|juice,0.7734503221047243,-0.030188785056964432,Sidecar|shaken|coupe
