name,alcohol,sugar,acid,oz,style,glass,melt,ingredients,all_text,x,y,features
Pegu Club,0.250712250712251,0.0325925925925926,0.00683760683760684,4.3875,shaken,coupe,0.35,gin|lime juice|orange curacao|Angostura bitters|orange bitters,Pegu|Club|shaken|coupe|gin|lime|juice|orange|curacao|Angostura|bitters|orange|bitters,-9.715302230324944,-12.334895858983755,Pegu|Club|shaken|coupe|gin|lime|juice|orange|curacao|Angostura|bitters|orange|bitters
Old Pal,0.25521978021978,0.0445054945054945,0.000989010989010989,4.55,stirred,coupe,0.3,rye whiskey|dry vermouth|Campari,Old|Pal|stirred|coupe|rye|whiskey|dry|vermouth|Campari,-31.95357541584995,10.022690121929868,Old|Pal|stirred|coupe|rye|whiskey|dry|vermouth|Campari
Black Feather,0.258241758241758,0.0340659340659341,0.00131868131868132,4.55,stirred,coupe,0.3,cognac|dry vermouth|Cointreau|Angostura bitters,Black|Feather|stirred|coupe|cognac|dry|vermouth|Cointreau|Angostura|bitters,43.74955421016977,15.87402343571391,Black|Feather|stirred|coupe|cognac|dry|vermouth|Cointreau|Angostura|bitters
Brooklyn,0.25857988165680496,0.0479289940828402,0.000710059171597633,4.225,stirred,coupe,0.3,rye whiskey|Amer Picon|dry vermouth|Luxardo Maraschino|Angostura bitters|cherry,Brooklyn|stirred|coupe|rye|whiskey|Amer|Picon|dry|vermouth|Luxardo|Maraschino|Angostura|bitters|cherry,-24.643018680137626,-13.100664205263884,Brooklyn|stirred|coupe|rye|whiskey|Amer|Picon|dry|vermouth|Luxardo|Maraschino|Angostura|bitters|cherry
Bobby Burns,0.2625,0.046474358974359,0.00115384615384615,3.9,stirred,coupe,0.3,blended scotch whiskey|sweet vermouth|Benedictine|lemon twist,Bobby|Burns|stirred|coupe|blended|scotch|whiskey|sweet|vermouth|Benedictine|lemon|twist,87.16807747638669,-10.079211140449072,Bobby|Burns|stirred|coupe|blended|scotch|whiskey|sweet|vermouth|Benedictine|lemon|twist
Rob Roy,0.265976331360947,0.0284023668639053,0.00106508875739645,4.225,stirred,coupe,0.3,blended scotch whiskey|sweet vermouth|Angostura bitters|lemon twist,Rob|Roy|stirred|coupe|blended|scotch|whiskey|sweet|vermouth|Angostura|bitters|lemon|twist,-34.52652179241127,-4.886798439947211,Rob|Roy|stirred|coupe|blended|scotch|whiskey|sweet|vermouth|Angostura|bitters|lemon|twist
Zim Zala Bim,0.266666601025667,0.0717949866666207,0.0,3.2500013,stirred,coupe,0.3,reposado tequila|orange bitters|St Germain|sugar|lemon twist,Zim|Zala|Bim|stirred|coupe|reposado|tequila|orange|bitters|St|Germain|sugar|lemon|twist,-35.96302232011182,-37.740135810623215,Zim|Zala|Bim|stirred|coupe|reposado|tequila|orange|bitters|St|Germain|sugar|lemon|twist
Vieux Carre,0.268910256410256,0.046474358974359,0.00115384615384615,3.9,stirred,old-fashioned,0.3,rye whiskey|cognac|sweet vermouth|Benedictine|Angostura bitters|Peychaud's bitters,Vieux|Carre|stirred|old-fashioned|rye|whiskey|cognac|sweet|vermouth|Benedictine|Angostura|bitters|Peychaud's|bitters,-41.575824720584805,-17.68685900681061,Vieux|Carre|stirred|old-fashioned|rye|whiskey|cognac|sweet|vermouth|Benedictine|Angostura|bitters|Peychaud's|bitters
Manhattan,0.272377622377622,0.0335664335664336,0.00125874125874126,3.575,stirred,coupe,0.3,rye whiskey|sweet vermouth|Angostura bitters|orange twist,Manhattan|stirred|coupe|rye|whiskey|sweet|vermouth|Angostura|bitters|orange|twist,-20.503094922135464,-1.7533231706235166,Manhattan|stirred|coupe|rye|whiskey|sweet|vermouth|Angostura|bitters|orange|twist
Corn 'n' Oil,0.272727272727273,0.07696969696969701,0.0053030303030303,3.3,built,old-fashioned,0.2,blackstrap rum|falernum|lime juice|Angostura bitters|lime wedge,Corn|'n'|Oil|built|old-fashioned|blackstrap|rum|falernum|lime|juice|Angostura|bitters|lime|wedge,-84.58603702610269,38.26792579149064,Corn|'n'|Oil|built|old-fashioned|blackstrap|rum|falernum|lime|juice|Angostura|bitters|lime|wedge
100 Year-Old Cigar,0.27948717948717894,0.0442307692307692,0.0,3.9,stirred,coupe,0.3,aged rum|Cynar|Benedictine|Islay scotch whiskey|Angostura bitters|absinthe,100|Year-Old|Cigar|stirred|coupe|aged|rum|Cynar|Benedictine|Islay|scotch|whiskey|Angostura|bitters|absinthe,-72.31455400313817,-29.439738708252616,100|Year-Old|Cigar|stirred|coupe|aged|rum|Cynar|Benedictine|Islay|scotch|whiskey|Angostura|bitters|absinthe
Bijou,0.28589743589743605,0.105128205128205,0.00153846153846154,3.9,stirred,coupe,0.3,gin|sweet vermouth|Green Chartreuse|orange bitters|cherry|lemon twist,Bijou|stirred|coupe|gin|sweet|vermouth|Green|Chartreuse|orange|bitters|cherry|lemon|twist,27.981124243877673,-72.22170515239063,Bijou|stirred|coupe|gin|sweet|vermouth|Green|Chartreuse|orange|bitters|cherry|lemon|twist
