name,alcohol,sugar,acid,oz,style,glass,melt,ingredients,all_text,x,y,features
Cuba Kola,0.15674074074074099,0.0731555555555556,0.0151607411604239,8.4375,shaken,old-fashioned,0.35,lime juice|overproof rum|orange juice|dark rum|honey syrup|Angostura bitters|absinthe|pineapple wedge|cherry,Cuba|Kola|shaken|old-fashioned|lime|juice|overproof|rum|orange|juice|dark|rum|honey|syrup|Angostura|bitters|absinthe|pineapple|wedge|cherry,0.6583515537724839,-0.3274620024065747,Cuba|Kola|shaken|old-fashioned|lime|juice|overproof|rum|orange|juice|dark|rum|honey|syrup|Angostura|bitters|absinthe|pineapple|wedge|cherry
Gargoyle and Spire,0.15909090909090898,0.0349431818181818,0.0,4.4,bubbly,highball,0.1,gin|Strega|simple syrup|orange bitters|champagne|orange twist,Gargoyle|and|Spire|bubbly|highball|gin|Strega|simple|syrup|orange|bitters|champagne|orange|twist,0.5048816107334667,0.1737256592785447,Gargoyle|and|Spire|bubbly|highball|gin|Strega|simple|syrup|orange|bitters|champagne|orange|twist
Bitter French,0.159808612440191,0.07186602870813401,0.0057416267942583706,5.225,bubbly,,0.1,gin|Campari|lemon juice|simple syrup|champagne,Bitter|French|bubbly|nan|gin|Campari|lemon|juice|simple|syrup|champagne,-0.44946618066657995,-0.5923842297814584,Bitter|French|bubbly|nan|gin|Campari|lemon|juice|simple|syrup|champagne
Classic Daiquiri,0.163473818646232,0.0971136653895275,0.010727969348659001,4.89375,shaken,coupe,0.35,white rum|lime juice|simple syrup,Classic|Daiquiri|shaken|coupe|white|rum|lime|juice|simple|syrup,0.2500330188231764,-0.754068641148863,Classic|Daiquiri|shaken|coupe|white|rum|lime|juice|simple|syrup
Bee's Knees,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lemon juice|honey syrup|lemon wheel,Bee's|Knees|shaken|coupe|gin|lemon|juice|honey|syrup|lemon|wheel,0.18280205134378896,-0.2892244963715135,Bee's|Knees|shaken|coupe|gin|lemon|juice|honey|syrup|lemon|wheel
Brown Derby,0.169312169312169,0.0870899470899471,0.005079365079365079,4.725,shaken,coupe,0.35,bourbon whiskey|grapefruit juice|honey syrup|grapefruit twist,Brown|Derby|shaken|coupe|bourbon|whiskey|grapefruit|juice|honey|syrup|grapefruit|twist,0.15410547705529887,-0.0578238859391108,Brown|Derby|shaken|coupe|bourbon|whiskey|grapefruit|juice|honey|syrup|grapefruit|twist
Gimlet,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lime juice|simple syrup|lime wheel,Gimlet|shaken|coupe|gin|lime|juice|simple|syrup|lime|wheel,0.33745050171417507,-0.710480355009447,Gimlet|shaken|coupe|gin|lime|juice|simple|syrup|lime|wheel
Gold Rush,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,old-fashioned,0.35,bourbon whiskey|lemon juice|honey syrup,Gold|Rush|shaken|old-fashioned|bourbon|whiskey|lemon|juice|honey|syrup,-0.6222295209543219,-0.18752119546526574,Gold|Rush|shaken|old-fashioned|bourbon|whiskey|lemon|juice|honey|syrup
Honeysuckle,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,white rum|lime juice|honey syrup|lime wheel,Honeysuckle|shaken|coupe|white|rum|lime|juice|honey|syrup|lime|wheel,0.413872748315301,-0.6926914601984784,Honeysuckle|shaken|coupe|white|rum|lime|juice|honey|syrup|lime|wheel
Ode To Viceroy,0.17283950617284,0.13962962962963,0.00802469135802469,4.05,shaken,old-fashioned,0.35,blended scotch whiskey|falernum|lime juice|ginger syrup|lime wheel,Ode|To|Viceroy|shaken|old-fashioned|blended|scotch|whiskey|falernum|lime|juice|ginger|syrup|lime|wheel,0.2902715076694006,-0.6320770669998492,Ode|To|Viceroy|shaken|old-fashioned|blended|scotch|whiskey|falernum|lime|juice|ginger|syrup|lime|wheel
Summer Negroni,0.174479166666667,0.0963541666666667,0.0015625,3.84,,,0.28,gin|aperol|bianco vermouth,Summer|Negroni|nan|nan|gin|aperol|bianco|vermouth,-0.2430334439767948,-0.43965511318161216,Summer|Negroni|nan|nan|gin|aperol|bianco|vermouth
Chartreuse Swizzle,0.176190476190476,0.141142857142857,0.0136190476190476,5.25,swizzle,Collins,0.4,Green Chartreuse|pineapple juice|lime juice|falernum|nutmeg|mint sprig,Chartreuse|Swizzle|swizzle|Collins|Green|Chartreuse|pineapple|juice|lime|juice|falernum|nutmeg|mint|sprig,0.5181811894007122,-0.41960787726682114,Chartreuse|Swizzle|swizzle|Collins|Green|Chartreuse|pineapple|juice|lime|juice|falernum|nutmeg|mint|sprig
The Bitter Handshake,0.176923076923077,0.20512820512820498,0.00307692307692308,3.9,stirred,old-fashioned,0.3,Fernet Branca|blood orange juice reduction|rye whiskey simple syrup|orange spiral,The|Bitter|Handshake|stirred|old-fashioned|Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral,-0.5471212477442845,0.2907914581673093,The|Bitter|Handshake|stirred|old-fashioned|Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral
Daiquiri,0.178571428571429,0.10563616071428598,0.0100446428571429,4.48,,,0.28,white rum|lime juice|simple syrup,Daiquiri|nan|nan|white|rum|lime|juice|simple|syrup,-0.24097620684606638,-0.7932568206367296,Daiquiri|nan|nan|white|rum|lime|juice|simple|syrup
20th Century Cocktail,0.17925925925925895,0.074962962962963,0.00977777777777778,5.0625,shaken,coupe,0.35,gin|lemon juice|creme de cacao|Lillet Blanc,20th|Century|Cocktail|shaken|coupe|gin|lemon|juice|creme|de|cacao|Lillet|Blanc,0.5585496505243778,-0.004133993076299759,20th|Century|Cocktail|shaken|coupe|gin|lemon|juice|creme|de|cacao|Lillet|Blanc
Abbey Cocktail,0.17962962962963,0.0405555555555556,0.00259259259259259,4.05,shaken,coupe,0.35,gin|Lillet Blanc|orange juice|orange bitters|cherry,Abbey|Cocktail|shaken|coupe|gin|Lillet|Blanc|orange|juice|orange|bitters|cherry,0.7241196425505668,0.26163069758940005,Abbey|Cocktail|shaken|coupe|gin|Lillet|Blanc|orange|juice|orange|bitters|cherry
Corpse Reviver #2,0.17962962962963,0.0668518518518519,0.0122222222222222,4.05,shaken,coupe,0.35,gin|lemon juice|Cointreau|Lillet Blanc|absinthe|orange twist,Corpse|Reviver|#2|shaken|coupe|gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist,0.6917077625610651,0.1365106760177915,Corpse|Reviver|#2|shaken|coupe|gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist
Brandy Alexander,0.18233618233618198,0.0418803418803419,0.0015954415954416,4.3875,shaken,coupe,0.35,cognac|heavy cream|simple syrup|grated nutmeg,Brandy|Alexander|shaken|coupe|cognac|heavy|cream|simple|syrup|grated|nutmeg,0.005646349034055576,-0.4046158551990306,Brandy|Alexander|shaken|coupe|cognac|heavy|cream|simple|syrup|grated|nutmeg
Mai Tai,0.185185185185185,0.0937037037037037,0.0111111111111111,5.4,shaken,Collins,0.35,dark rum|aged rum|lime juice|orange curacao|orgeat|mint spring,Mai|Tai|shaken|Collins|dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring,0.7083395026818121,-0.38084004451465814,Mai|Tai|shaken|Collins|dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring
Penicillin,0.186153846153846,0.0970769230769231,0.00923076923076923,4.875,stirred,coupe,0.3,blended scotch whiskey|lemon juice|honey syrup|fresh ginger|Islay scotch whiskey,Penicillin|stirred|coupe|blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey,-0.43786372062658735,0.30743392144686654,Penicillin|stirred|coupe|blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey
Hemingway Daiquiri,0.18962962962963,0.0472098765432099,0.0112592592592593,5.0625,shaken,coupe,0.35,white rum|lime juice|grapefruit juice|Luxardo Maraschino|salt|lime wheel,Hemingway|Daiquiri|shaken|coupe|white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel,0.49998527247850993,-0.605035815229805,Hemingway|Daiquiri|shaken|coupe|white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel
Cosmopolitan,0.190476190476191,0.0624867724867725,0.0120634920634921,4.725,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,0.7631029922063145,-0.011217319910437938,Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist
Sawyer,0.19753086419753102,0.0779012345679012,0.007407407407407409,4.05,shaken,old-fashioned,0.35,gin|lime juice|simple syrup|Angostura bitters|Peychaud's bitters|orange bitters,Sawyer|shaken|old-fashioned|gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters,-0.35376208825866073,0.18633502214827855,Sawyer|shaken|old-fashioned|gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters
Harvard Cocktail,0.201041641536462,0.0557407763657363,0.00555555513888894,3.60000045,shaken,coupe,0.35,cognac|sweet vermouth|lemon juice|grenadine|Angostura bitters|lemon twist,Harvard|Cocktail|shaken|coupe|cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist,0.2782900661890158,0.42023991596031285,Harvard|Cocktail|shaken|coupe|cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist
La Rosa,0.209486166007905,0.0758102766798419,0.00711462450592885,6.325,bubbly,,0.1,strawberry|simple syrup|tequila blanco|amaro|lemon juice|pink champagne,La|Rosa|bubbly|nan|strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne,-0.558693527137984,-0.5032308282418537,La|Rosa|bubbly|nan|strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne
Alabazam,0.218855218855219,0.0761616161616162,0.0040404040404040395,3.7125,shaken,coupe,0.35,cognac|Cointreau|Angostura bitters|lemon juice|simple syrup,Alabazam|shaken|coupe|cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup,-0.10065347733663044,-0.092684347612978,Alabazam|shaken|coupe|cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup
Hanky Panky,0.22165992727466396,0.0615384615384615,0.00218623458768381,4.1166671,stirred,coupe,0.3,gin|sweet vermouth|Fernet Branca|orange twist,Hanky|Panky|stirred|coupe|gin|sweet|vermouth|Fernet|Branca|orange|twist,0.5078702621475191,0.609084519968503,Hanky|Panky|stirred|coupe|gin|sweet|vermouth|Fernet|Branca|orange|twist
Original Cosmopolitan,0.222222222222222,0.0546759259259259,0.01,5.4,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Original|Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,0.7604706032984642,-0.011574316365718852,Original|Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist
Negroni,0.223611111111111,0.111111111111111,0.00166666666666667,3.6,built,old-fashioned,0.2,gin|sweet vermouth|Campari|orange twist,Negroni|built|old-fashioned|gin|sweet|vermouth|Campari|orange|twist,0.5820714388312123,0.49950364294036076,Negroni|built|old-fashioned|gin|sweet|vermouth|Campari|orange|twist
Champs Elysees,0.225374325972871,0.0746887406884287,0.00851063757356276,5.28750045,shaken,coupe,0.35,cognac|Cointreau|Green Chartreuse|lemon juice|simple syrup|Angostura bitters,Champs|Elysees|shaken|coupe|cognac|Cointreau|Green|Chartreuse|lemon|juice|simple|syrup|Angostura|bitters,-0.04199139735928653,-0.07161215080962784,Champs|Elysees|shaken|coupe|cognac|Cointreau|Green|Chartreuse|lemon|juice|simple|syrup|Angostura|bitters
Boulevardier,0.229120879120879,0.0879120879120879,0.00131868131868132,4.55,stirred,coupe,0.3,rye whiskey|sweet vermouth|Campari|orange twist,Boulevardier|stirred|coupe|rye|whiskey|sweet|vermouth|Campari|orange|twist,0.33063159181982066,0.7386753593666187,Boulevardier|stirred|coupe|rye|whiskey|sweet|vermouth|Campari|orange|twist
Blackthorn,0.23365384615384602,0.0692307692307692,0.00115384615384615,3.9,stirred,coupe,0.3,gin|sweet vermouth|sloe gin|orange bitters|orange twist,Blackthorn|stirred|coupe|gin|sweet|vermouth|sloe|gin|orange|bitters|orange|twist,0.5495018555731475,0.6044510346135857,Blackthorn|stirred|coupe|gin|sweet|vermouth|sloe|gin|orange|bitters|orange|twist
Seelbach Cocktail,0.23376623376623398,0.0324675324675325,0.0,3.85,bubbly,coupe,0.1,bourbon whiskey|Cointreau|Angostura bitters|Peychaud's bitters|champagne|orange twist,Seelbach|Cocktail|bubbly|coupe|bourbon|whiskey|Cointreau|Angostura|bitters|Peychaud's|bitters|champagne|orange|twist,-0.09869063394995069,0.6213786425465938,Seelbach|Cocktail|bubbly|coupe|bourbon|whiskey|Cointreau|Angostura|bitters|Peychaud's|bitters|champagne|orange|twist
Last Word,0.235185185185185,0.11407407407407401,0.0111111111111111,4.05,shaken,coupe,0.35,gin|Green Chartreuse|Luxardo Maraschino|lime juice|salt,Last|Word|shaken|coupe|gin|Green|Chartreuse|Luxardo|Maraschino|lime|juice|salt,0.6235039160977826,-0.19510979302540032,Last|Word|shaken|coupe|gin|Green|Chartreuse|Luxardo|Maraschino|lime|juice|salt
Martinez,0.23605769356971104,0.06298079501201599,0.0017307690144231,3.4666671,stirred,coupe,0.3,gin|sweet vermouth|Luxardo Maraschino|Angostura bitters,Martinez|stirred|coupe|gin|sweet|vermouth|Luxardo|Maraschino|Angostura|bitters,0.21856673599027993,0.709811029338185,Martinez|stirred|coupe|gin|sweet|vermouth|Luxardo|Maraschino|Angostura|bitters
Baker Street Swizzle,0.23626373626373603,0.0841758241758242,0.007417582417582421,4.55,swizzle,Collins,0.4,absinthe|falernum|Angostura bitters|lemon juice|mint leaves|mint sprig,Baker|Street|Swizzle|swizzle|Collins|absinthe|falernum|Angostura|bitters|lemon|juice|mint|leaves|mint|sprig,0.3177081973834728,-0.1808771936136114,Baker|Street|Swizzle|swizzle|Collins|absinthe|falernum|Angostura|bitters|lemon|juice|mint|leaves|mint|sprig
Sidecar,0.237037037037037,0.0517530864197531,0.00888888888888889,5.0625,shaken,coupe,0.35,cognac|Cointreau|lemon juice,Sidecar|shaken|coupe|cognac|Cointreau|lemon|juice,0.40417818340152467,-0.062303774255317156,Sidecar|shaken|coupe|cognac|Cointreau|lemon|juice
Brandy Crusta,0.246153846153846,0.0422792022792023,0.00683760683760684,4.3875,shaken,coupe,0.35,cognac|lemon juice|orange curacao|Luxardo Maraschino|lemon spiral|sugar,Brandy|Crusta|shaken|coupe|cognac|lemon|juice|orange|curacao|Luxardo|Maraschino|lemon|spiral|sugar,0.4589849688634649,0.043066831009083234,Brandy|Crusta|shaken|coupe|cognac|lemon|juice|orange|curacao|Luxardo|Maraschino|lemon|spiral|sugar
Japanese Cocktail,0.246153846153846,0.123076923076923,0.0,3.25,stirred,coupe,0.3,cognac|orgeat|Angostura bitters|lemon twist,Japanese|Cocktail|stirred|coupe|cognac|orgeat|Angostura|bitters|lemon|twist,0.11807839890124927,0.565229390228639,Japanese|Cocktail|stirred|coupe|cognac|orgeat|Angostura|bitters|lemon|twist
