name,alcohol,sugar,acid,oz,style,glass,melt,ingredients,all_text,features,x,y
Jersey Julep,0.25,0.13671875,0.0,3.2,,,0.28,mint leaves|maple syrup|apple brandy,Jersey|Julep|nan|nan|mint|leaves|maple|syrup|apple|brandy,mint|leaves|maple|syrup|apple|brandy,0.18224464375712945,-0.46518287166092703
Montegomatica,0.250661378921013,0.0946031678458055,0.0103174595804989,6.30000045,shaken,hurricane,0.35,overproof rum|Fernet Branca|falernum|lime juice|mint sprig|blackstrap rum,Montegomatica|shaken|hurricane|overproof|rum|Fernet|Branca|falernum|lime|juice|mint|sprig|blackstrap|rum,overproof|rum|Fernet|Branca|falernum|lime|juice|mint|sprig|blackstrap|rum,-0.3432572067401369,-0.690885363702749
Pegu Club,0.250712250712251,0.0325925925925926,0.00683760683760684,4.3875,shaken,coupe,0.35,gin|lime juice|orange curacao|Angostura bitters|orange bitters,Pegu|Club|shaken|coupe|gin|lime|juice|orange|curacao|Angostura|bitters|orange|bitters,gin|lime|juice|orange|curacao|Angostura|bitters|orange|bitters,-0.5736140100223642,0.5541115307386598
Old Pal,0.25521978021978,0.0445054945054945,0.000989010989010989,4.55,stirred,coupe,0.3,rye whiskey|dry vermouth|Campari,Old|Pal|stirred|coupe|rye|whiskey|dry|vermouth|Campari,rye|whiskey|dry|vermouth|Campari,-0.30534474125540345,0.15647192214149305
Black Feather,0.258241758241758,0.0340659340659341,0.00131868131868132,4.55,stirred,coupe,0.3,cognac|dry vermouth|Cointreau|Angostura bitters,Black|Feather|stirred|coupe|cognac|dry|vermouth|Cointreau|Angostura|bitters,cognac|dry|vermouth|Cointreau|Angostura|bitters,-0.06149103464949495,0.6801173400966963
Brooklyn,0.25857988165680496,0.0479289940828402,0.000710059171597633,4.225,stirred,coupe,0.3,rye whiskey|Amer Picon|dry vermouth|Luxardo Maraschino|Angostura bitters|cherry,Brooklyn|stirred|coupe|rye|whiskey|Amer|Picon|dry|vermouth|Luxardo|Maraschino|Angostura|bitters|cherry,rye|whiskey|Amer|Picon|dry|vermouth|Luxardo|Maraschino|Angostura|bitters|cherry,0.019721133768491435,0.7512134783037291
Bobby Burns,0.2625,0.046474358974359,0.00115384615384615,3.9,stirred,coupe,0.3,blended scotch whiskey|sweet vermouth|Benedictine|lemon twist,Bobby|Burns|stirred|coupe|blended|scotch|whiskey|sweet|vermouth|Benedictine|lemon|twist,blended|scotch|whiskey|sweet|vermouth|Benedictine|lemon|twist,-0.40941561844449653,0.2983843870669428
Rob Roy,0.265976331360947,0.0284023668639053,0.00106508875739645,4.225,stirred,coupe,0.3,blended scotch whiskey|sweet vermouth|Angostura bitters|lemon twist,Rob|Roy|stirred|coupe|blended|scotch|whiskey|sweet|vermouth|Angostura|bitters|lemon|twist,blended|scotch|whiskey|sweet|vermouth|Angostura|bitters|lemon|twist,-0.27953837533307385,0.6890731165955392
Zim Zala Bim,0.266666601025667,0.0717949866666207,0.0,3.2500013,stirred,coupe,0.3,reposado tequila|orange bitters|St Germain|sugar|lemon twist,Zim|Zala|Bim|stirred|coupe|reposado|tequila|orange|bitters|St|Germain|sugar|lemon|twist,reposado|tequila|orange|bitters|St|Germain|sugar|lemon|twist,-0.4750399598541466,0.3456009486829793
Vieux Carre,0.268910256410256,0.046474358974359,0.00115384615384615,3.9,stirred,old-fashioned,0.3,rye whiskey|cognac|sweet vermouth|Benedictine|Angostura bitters|Peychaud's bitters,Vieux|Carre|stirred|old-fashioned|rye|whiskey|cognac|sweet|vermouth|Benedictine|Angostura|bitters|Peychaud's|bitters,rye|whiskey|cognac|sweet|vermouth|Benedictine|Angostura|bitters|Peychaud's|bitters,0.031597794429138494,0.8293441708750972
Manhattan,0.272377622377622,0.0335664335664336,0.00125874125874126,3.575,stirred,coupe,0.3,rye whiskey|sweet vermouth|Angostura bitters|orange twist,Manhattan|stirred|coupe|rye|whiskey|sweet|vermouth|Angostura|bitters|orange|twist,rye|whiskey|sweet|vermouth|Angostura|bitters|orange|twist,-0.4473556793826901,0.7163446378950776
Corn 'n' Oil,0.272727272727273,0.07696969696969701,0.0053030303030303,3.3,built,old-fashioned,0.2,blackstrap rum|falernum|lime juice|Angostura bitters|lime wedge,Corn|'n'|Oil|built|old-fashioned|blackstrap|rum|falernum|lime|juice|Angostura|bitters|lime|wedge,blackstrap|rum|falernum|lime|juice|Angostura|bitters|lime|wedge,-0.3279220569784447,-0.576173576974253
100 Year-Old Cigar,0.27948717948717894,0.0442307692307692,0.0,3.9,stirred,coupe,0.3,aged rum|Cynar|Benedictine|Islay scotch whiskey|Angostura bitters|absinthe,100|Year-Old|Cigar|stirred|coupe|aged|rum|Cynar|Benedictine|Islay|scotch|whiskey|Angostura|bitters|absinthe,aged|rum|Cynar|Benedictine|Islay|scotch|whiskey|Angostura|bitters|absinthe,0.3086595077334429,0.6034419431678181
Bijou,0.28589743589743605,0.105128205128205,0.00153846153846154,3.9,stirred,coupe,0.3,gin|sweet vermouth|Green Chartreuse|orange bitters|cherry|lemon twist,Bijou|stirred|coupe|gin|sweet|vermouth|Green|Chartreuse|orange|bitters|cherry|lemon|twist,gin|sweet|vermouth|Green|Chartreuse|orange|bitters|cherry|lemon|twist,-0.6617472462407099,0.4389788656375138
Improved Whiskey Cocktail,0.28615384615384604,0.0742307692307692,0.0,3.25,stirred,old-fashioned,0.3,rye whiskey|simple syrup|Luxardo Maraschino|Angostura bitters|absinthe|lemon twist,Improved|Whiskey|Cocktail|stirred|old-fashioned|rye|whiskey|simple|syrup|Luxardo|Maraschino|Angostura|bitters|absinthe|lemon|twist,rye|whiskey|simple|syrup|Luxardo|Maraschino|Angostura|bitters|absinthe|lemon|twist,0.5834088971271901,0.4705283801996798
De La Louisiane,0.29038461538461496,0.0519230769230769,0.000769230769230769,3.9,stirred,coupe,0.3,rye whiskey|Benedictine|sweet vermouth|Peychaud's bitters|Angostura bitters|absinthe|cherry,De|La|Louisiane|stirred|coupe|rye|whiskey|Benedictine|sweet|vermouth|Peychaud's|bitters|Angostura|bitters|absinthe|cherry,rye|whiskey|Benedictine|sweet|vermouth|Peychaud's|bitters|Angostura|bitters|absinthe|cherry,0.0042117926000110545,0.8341686788887328
Sazerac,0.290598290598291,0.0525641025641026,0.0,2.925,stirred,old-fashioned,0.3,rye whiskey|simple syrup|Peychaud's bitters|absinthe|lemon peel,Sazerac|stirred|old-fashioned|rye|whiskey|simple|syrup|Peychaud's|bitters|absinthe|lemon|peel,rye|whiskey|simple|syrup|Peychaud's|bitters|absinthe|lemon|peel,0.6311628092718048,0.10945477871411509
Toronto,0.29153846153846197,0.0534615384615385,0.0,3.25,stirred,coupe,0.3,rye whiskey|Fernet Branca|simple syrup|Angostura bitters|orange twist,Toronto|stirred|coupe|rye|whiskey|Fernet|Branca|simple|syrup|Angostura|bitters|orange|twist,rye|whiskey|Fernet|Branca|simple|syrup|Angostura|bitters|orange|twist,0.4756055213525311,0.6134983718689135
Agave Old Fashioned,0.307692260355037,0.0320513412228706,0.0,2.6000004,built,old-fashioned,0.2,tequila reposado|agave nectar|Angostura bitters,Agave|Old|Fashioned|built|old-fashioned|tequila|reposado|agave|nectar|Angostura|bitters,tequila|reposado|agave|nectar|Angostura|bitters,0.2107506663634971,0.4751815531164275
Applejack Old Fashioned,0.307692260355037,0.109935992702155,0.0,2.6000004,built,old-fashioned,0.2,applejack|maple syrup|Angostura bitters,Applejack|Old|Fashioned|built|old-fashioned|applejack|maple|syrup|Angostura|bitters,applejack|maple|syrup|Angostura|bitters,0.4821317229339322,0.4223086055420203
Rum Old Fashioned,0.307692260355037,0.0394231497041308,0.0,2.6000004,built,old-fashioned,0.2,aged rum|simple syrup|Angostura bitters,Rum|Old|Fashioned|built|old-fashioned|aged|rum|simple|syrup|Angostura|bitters,aged|rum|simple|syrup|Angostura|bitters,0.7773960441443949,0.1746128115806768
Scotch Old Fashioned,0.307692260355037,0.0576924142011671,0.0,2.6000004,built,old-fashioned,0.2,blended scotch whiskey|honey|Angostura bitters,Scotch|Old|Fashioned|built|old-fashioned|blended|scotch|whiskey|honey|Angostura|bitters,blended|scotch|whiskey|honey|Angostura|bitters,0.24209384031608885,0.6855907888490991
Pink Gin,0.307692307692308,0.0,0.0,2.6,stirred,coupe,0.3,gin|Angostura bitters,Pink|Gin|stirred|coupe|gin|Angostura|bitters,gin|Angostura|bitters,0.13572463413851382,0.6692662671317252
Rusty Nail,0.307692307692308,0.0461538461538461,0.0,3.25,stirred,old-fashioned,0.3,blended scotch whiskey|Drambuie|lemon peel,Rusty|Nail|stirred|old-fashioned|blended|scotch|whiskey|Drambuie|lemon|peel,blended|scotch|whiskey|Drambuie|lemon|peel,-0.00806594414144368,0.000891567943172868
Widow's Kiss,0.307692307692308,0.0428461538461538,0.0,3.25,stirred,coupe,0.3,apple brandy|Benedictine|Yellow Chartreuse|Angostura bitters,Widow's|Kiss|stirred|coupe|apple|brandy|Benedictine|Yellow|Chartreuse|Angostura|bitters,apple|brandy|Benedictine|Yellow|Chartreuse|Angostura|bitters,0.1996909987863148,0.5557509387229022
Alaska Cocktail,0.307692307692308,0.08,0.0,2.925,stirred,coupe,0.3,gin|Yellow Chartreuse|orange bitters|lemon twist,Alaska|Cocktail|stirred|coupe|gin|Yellow|Chartreuse|orange|bitters|lemon|twist,gin|Yellow|Chartreuse|orange|bitters|lemon|twist,-0.6091928357528812,0.36563918052131567
Old Fashioned,0.326923026627227,0.0394231497041308,0.0,2.6000004,built,old-fashioned,0.2,rye whiskey|simple syrup|Angostura bitters|orange peel,Old|Fashioned|built|old-fashioned|rye|whiskey|simple|syrup|Angostura|bitters|orange|peel,rye|whiskey|simple|syrup|Angostura|bitters|orange|peel,0.575023157179075,0.5447819565321765
