name,alcohol,sugar,acid,oz,style,glass,melt,ingredients,all_text,features,x,y
Southland Sipper,0.10974702380952402,0.0795386904761905,0.00669642857142857,6.72,,,0.28,strawberry|simple syrup|rye whiskey|Benedictine|lemon juice|Angostura bitters|club soda,Southland|Sipper|nan|nan|strawberry|simple|syrup|rye|whiskey|Benedictine|lemon|juice|Angostura|bitters|club|soda,strawberry|simple|syrup|rye|whiskey|Benedictine|lemon|juice|Angostura|bitters|club|soda,-47.83914188030892,15.79256538684067
Ramos Gin Fizz,0.11278195488721801,0.0805451127819549,0.012593984962406,5.32,fizz,collins,0.33,Old Tom gin|egg white|heavy cream|orange flower water|simple syrup|lemon juice|lime juice|soda water|orange wheel,Ramos|Gin|Fizz|fizz|collins|Old|Tom|gin|egg|white|heavy|cream|orange|flower|water|simple|syrup|lemon|juice|lime|juice|soda|water|orange|wheel,Old|Tom|gin|egg|white|heavy|cream|orange|flower|water|simple|syrup|lemon|juice|lime|juice|soda|water|orange|wheel,-68.04619508256145,-69.55957671613008
Bitter Guiseppe,0.11715976331360901,0.0861538461538462,0.0049704142011834295,4.225,stirred,coupe,0.3,Cynar|sweet vermouth|lemon juice|orange bitter,Bitter|Guiseppe|stirred|coupe|Cynar|sweet|vermouth|lemon|juice|orange|bitter,Cynar|sweet|vermouth|lemon|juice|orange|bitter,-12.540782554820948,7.434021770967306
Planter's Punch,0.118518518518519,0.0647407407407407,0.0114567901234568,5.0625,shaken,old-fashioned,0.35,dark rum|pineapple juice|lime juice|orange juice|simple syrup|pineapple wedge|orange wheel|mint sprig,Planter's|Punch|shaken|old-fashioned|dark|rum|pineapple|juice|lime|juice|orange|juice|simple|syrup|pineapple|wedge|orange|wheel|mint|sprig,dark|rum|pineapple|juice|lime|juice|orange|juice|simple|syrup|pineapple|wedge|orange|wheel|mint|sprig,21.748696708019093,94.73856805456079
Apple Toddy,0.120967734131114,0.0432208074434157,0.0,6.61333376,hot,mug,0.28,applejack|maple syrup|Angostura bitters|cinnamon tea,Apple|Toddy|hot|mug|applejack|maple|syrup|Angostura|bitters|cinnamon|tea,applejack|maple|syrup|Angostura|bitters|cinnamon|tea,-45.61049253393792,30.272266019582542
Bourbon Toddy,0.120967734131114,0.0154990219335308,0.0,6.61333376,hot,mug,0.28,bourbon whiskey|simple syrup|Angostura bitters|boiling water,Bourbon|Toddy|hot|mug|bourbon|whiskey|simple|syrup|Angostura|bitters|boiling|water,bourbon|whiskey|simple|syrup|Angostura|bitters|boiling|water,-11.456330375818629,24.811337226147735
Rum Toddy,0.120967734131114,0.0154990219335308,0.0,6.61333376,hot,mug,0.28,aged rum|simple syrup|Angostura bitters|boiling water,Rum|Toddy|hot|mug|aged|rum|simple|syrup|Angostura|bitters|boiling|water,aged|rum|simple|syrup|Angostura|bitters|boiling|water,-59.83717966576066,4.180871105034046
Moscow Mule,0.12121212121212101,0.0717045454545455,0.0068181818181818205,6.6,built,,0.2,vodka|ginger syrup|lime juice|club soda,Moscow|Mule|built|nan|vodka|ginger|syrup|lime|juice|club|soda,vodka|ginger|syrup|lime|juice|club|soda,63.650013881697106,45.61445074907715
Jungle Bird,0.12163742690058502,0.10159844054580901,0.0102923976608187,6.4125,shaken,old-fashioned,0.35,blackstrap rum|pineapple juice|Campari|lime juice|simple syrup|pineapple wedge,Jungle|Bird|shaken|old-fashioned|blackstrap|rum|pineapple|juice|Campari|lime|juice|simple|syrup|pineapple|wedge,blackstrap|rum|pineapple|juice|Campari|lime|juice|simple|syrup|pineapple|wedge,32.562865246420365,-19.995246061021437
Esplanade Swizzle,0.125714285714286,0.11228571428571402,0.00904761904761905,5.25,swizzle,Collins,0.4,mezcal|sherry|lime juice|falernum|ginger syrup|mint sprig,Esplanade|Swizzle|swizzle|Collins|mezcal|sherry|lime|juice|falernum|ginger|syrup|mint|sprig,mezcal|sherry|lime|juice|falernum|ginger|syrup|mint|sprig,26.117920219542615,-53.71180462046958
Southside Fizz,0.126482213438735,0.0991304347826087,0.00711462450592885,6.325,bubbly,,0.1,mint leaves|cucumber wheel|simple syrup|gin|lime juice|club soda,Southside|Fizz|bubbly|nan|mint|leaves|cucumber|wheel|simple|syrup|gin|lime|juice|club|soda,mint|leaves|cucumber|wheel|simple|syrup|gin|lime|juice|club|soda,-59.499975926141886,96.86039404453007
Hot Toddy,0.128528217514309,0.0154990219335308,0.0,6.61333376,hot,mug,0.28,rye whiskey|simple syrup|Angostura bitters|boiling water,Hot|Toddy|hot|mug|rye|whiskey|simple|syrup|Angostura|bitters|boiling|water,rye|whiskey|simple|syrup|Angostura|bitters|boiling|water,-22.573466989457437,20.883799277863016
Blood and Sand,0.129320987654321,0.0449382716049383,0.00209876543209877,4.05,shaken,coupe,0.35,blended scotch whiskey|sweet vermouth|Cheery Heering|orange juice|orange twist,Blood|and|Sand|shaken|coupe|blended|scotch|whiskey|sweet|vermouth|Cheery|Heering|orange|juice|orange|twist,blended|scotch|whiskey|sweet|vermouth|Cheery|Heering|orange|juice|orange|twist,-93.60217814433226,11.781060582361468
The Bamboo,0.130859375,0.01953125,0.00234375,3.84,,,0.28,sherry|dry vermouth|orange bitters|Angostura bitters,The|Bamboo|nan|nan|sherry|dry|vermouth|orange|bitters|Angostura|bitters,sherry|dry|vermouth|orange|bitters|Angostura|bitters,6.565263622544283,107.06265475585724
Champagne Cocktail,0.133037694013304,0.0221729490022173,0.0,5.6375,bubbly,flute,0.1,champagne|sugar|Angostura bitters|lemon twist,Champagne|Cocktail|bubbly|flute|champagne|sugar|Angostura|bitters|lemon|twist,champagne|sugar|Angostura|bitters|lemon|twist,44.36350212467762,86.8980770273815
Pisco Sour,0.133667502088555,0.0790726817042606,0.0075187969924812,5.985,fizz,coupe,0.33,pisco|egg white|simple syrup|lime juice|Angostura bitters,Pisco|Sour|fizz|coupe|pisco|egg|white|simple|syrup|lime|juice|Angostura|bitters,pisco|egg|white|simple|syrup|lime|juice|Angostura|bitters,66.38142359934007,-59.883101047934396
Old Hickory,0.141666666666667,0.0791666666666667,0.005,3.6,built,old-fashioned,0.2,sweet vermouth|dry vermouth|Peychaud's bitters|orange bitters|lemon twist,Old|Hickory|built|old-fashioned|sweet|vermouth|dry|vermouth|Peychaud's|bitters|orange|bitters|lemon|twist,sweet|vermouth|dry|vermouth|Peychaud's|bitters|orange|bitters|lemon|twist,-57.81327592887218,62.52448377533613
Margarita,0.14251739936348098,0.109299478893435,0.0146889098730458,7.14825,shaken,coupe,0.35,tequila|triple sec|lime juice|lemon juice|simple syrup|salt,Margarita|shaken|coupe|tequila|triple|sec|lime|juice|lemon|juice|simple|syrup|salt,tequila|triple|sec|lime|juice|lemon|juice|simple|syrup|salt,44.539119473699124,18.767373856012128
Goslings Swizzle,0.14285714285714302,0.0758730158730159,0.00547619047619048,6.3,swizzle,Collins,0.4,aged rum|dark rum|orange juice|pineapple juice|falernum|Angostura bitters|mint sprig|orange peel,Goslings|Swizzle|swizzle|Collins|aged|rum|dark|rum|orange|juice|pineapple|juice|falernum|Angostura|bitters|mint|sprig|orange|peel,aged|rum|dark|rum|orange|juice|pineapple|juice|falernum|Angostura|bitters|mint|sprig|orange|peel,84.17489477731618,22.667721045142162
Whiskey Sour,0.146079484425349,0.0809881847475833,0.00644468313641246,5.81875,fizz,coupe,0.33,rye whiskey|egg white|simple syrup|lemon juice|salt,Whiskey|Sour|fizz|coupe|rye|whiskey|egg|white|simple|syrup|lemon|juice|salt,rye|whiskey|egg|white|simple|syrup|lemon|juice|salt,21.423442557944757,40.46495452883345
Scofflaw Cocktail,0.150462962962963,0.0716666666666667,0.009861111111111109,5.4,shaken,coupe,0.35,rye whiskey|dry vermouth|lemon juice|grenadine|orange bitter|orange twist,Scofflaw|Cocktail|shaken|coupe|rye|whiskey|dry|vermouth|lemon|juice|grenadine|orange|bitter|orange|twist,rye|whiskey|dry|vermouth|lemon|juice|grenadine|orange|bitter|orange|twist,-21.897116762995548,0.7171486989034592
Brandy 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,cognac|lemon juice|simple syrup|champagne,Brandy|75|bubbly|nan|cognac|lemon|juice|simple|syrup|champagne,cognac|lemon|juice|simple|syrup|champagne,20.512535058546124,-12.432760221587342
French 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,gin|lemon juice|simple syrup|champagne,French|75|bubbly|nan|gin|lemon|juice|simple|syrup|champagne,gin|lemon|juice|simple|syrup|champagne,41.672092468285896,-28.931240632668512
Pisco 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,strawberry|simple syrup|pisco|lemon juice|champagne,Pisco|75|bubbly|nan|strawberry|simple|syrup|pisco|lemon|juice|champagne,strawberry|simple|syrup|pisco|lemon|juice|champagne,11.715109813054548,-42.818015854191806
Rum 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,aged rum|lemon juice|simple syrup|champagne,Rum|75|bubbly|nan|aged|rum|lemon|juice|simple|syrup|champagne,aged|rum|lemon|juice|simple|syrup|champagne,-58.45383887356862,-40.610779177489974
Tequila 75,0.156565656565657,0.0521212121212121,0.00606060606060606,4.95,bubbly,,0.1,tequila blanco|lemon juice|agave nectar|champagne,Tequila|75|bubbly|nan|tequila|blanco|lemon|juice|agave|nectar|champagne,tequila|blanco|lemon|juice|agave|nectar|champagne,1.3435688251475315,-33.6197408424574
Cuba Kola,0.15674074074074099,0.0731555555555556,0.0151607411604239,8.4375,shaken,old-fashioned,0.35,lime juice|overproof rum|orange juice|dark rum|honey syrup|Angostura bitters|absinthe|pineapple wedge|cherry,Cuba|Kola|shaken|old-fashioned|lime|juice|overproof|rum|orange|juice|dark|rum|honey|syrup|Angostura|bitters|absinthe|pineapple|wedge|cherry,lime|juice|overproof|rum|orange|juice|dark|rum|honey|syrup|Angostura|bitters|absinthe|pineapple|wedge|cherry,26.177294758465603,-91.91766640941375
Gargoyle and Spire,0.15909090909090898,0.0349431818181818,0.0,4.4,bubbly,highball,0.1,gin|Strega|simple syrup|orange bitters|champagne|orange twist,Gargoyle|and|Spire|bubbly|highball|gin|Strega|simple|syrup|orange|bitters|champagne|orange|twist,gin|Strega|simple|syrup|orange|bitters|champagne|orange|twist,-63.90226902887199,-19.53434748643545
Bitter French,0.159808612440191,0.07186602870813401,0.0057416267942583706,5.225,bubbly,,0.1,gin|Campari|lemon juice|simple syrup|champagne,Bitter|French|bubbly|nan|gin|Campari|lemon|juice|simple|syrup|champagne,gin|Campari|lemon|juice|simple|syrup|champagne,22.92508392532814,-31.013030034453735
Classic Daiquiri,0.163473818646232,0.0971136653895275,0.010727969348659001,4.89375,shaken,coupe,0.35,white rum|lime juice|simple syrup,Classic|Daiquiri|shaken|coupe|white|rum|lime|juice|simple|syrup,white|rum|lime|juice|simple|syrup,39.129322187341096,-9.677595875597287
Bee's Knees,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lemon juice|honey syrup|lemon wheel,Bee's|Knees|shaken|coupe|gin|lemon|juice|honey|syrup|lemon|wheel,gin|lemon|juice|honey|syrup|lemon|wheel,4.8097778783675995,59.021932800367026
Brown Derby,0.169312169312169,0.0870899470899471,0.005079365079365079,4.725,shaken,coupe,0.35,bourbon whiskey|grapefruit juice|honey syrup|grapefruit twist,Brown|Derby|shaken|coupe|bourbon|whiskey|grapefruit|juice|honey|syrup|grapefruit|twist,bourbon|whiskey|grapefruit|juice|honey|syrup|grapefruit|twist,24.707696856194982,21.75558946511982
Gimlet,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lime juice|simple syrup|lime wheel,Gimlet|shaken|coupe|gin|lime|juice|simple|syrup|lime|wheel,gin|lime|juice|simple|syrup|lime|wheel,58.344357692277114,10.627370256881886
Gold Rush,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,old-fashioned,0.35,bourbon whiskey|lemon juice|honey syrup,Gold|Rush|shaken|old-fashioned|bourbon|whiskey|lemon|juice|honey|syrup,bourbon|whiskey|lemon|juice|honey|syrup,-77.46014153955109,-7.036397896132228
Honeysuckle,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,white rum|lime juice|honey syrup|lime wheel,Honeysuckle|shaken|coupe|white|rum|lime|juice|honey|syrup|lime|wheel,white|rum|lime|juice|honey|syrup|lime|wheel,53.04648803259408,-4.924219542463435
Ode To Viceroy,0.17283950617284,0.13962962962963,0.00802469135802469,4.05,shaken,old-fashioned,0.35,blended scotch whiskey|falernum|lime juice|ginger syrup|lime wheel,Ode|To|Viceroy|shaken|old-fashioned|blended|scotch|whiskey|falernum|lime|juice|ginger|syrup|lime|wheel,blended|scotch|whiskey|falernum|lime|juice|ginger|syrup|lime|wheel,-30.697320801963432,-40.881546622498064
Summer Negroni,0.174479166666667,0.0963541666666667,0.0015625,3.84,,,0.28,gin|aperol|bianco vermouth,Summer|Negroni|nan|nan|gin|aperol|bianco|vermouth,gin|aperol|bianco|vermouth,-7.195977439832736,47.39110946389395
Chartreuse Swizzle,0.176190476190476,0.141142857142857,0.0136190476190476,5.25,swizzle,Collins,0.4,Green Chartreuse|pineapple juice|lime juice|falernum|nutmeg|mint sprig,Chartreuse|Swizzle|swizzle|Collins|Green|Chartreuse|pineapple|juice|lime|juice|falernum|nutmeg|mint|sprig,Green|Chartreuse|pineapple|juice|lime|juice|falernum|nutmeg|mint|sprig,38.25959589876405,-55.92678638018915
The Bitter Handshake,0.176923076923077,0.20512820512820498,0.00307692307692308,3.9,stirred,old-fashioned,0.3,Fernet Branca|blood orange juice reduction|rye whiskey simple syrup|orange spiral,The|Bitter|Handshake|stirred|old-fashioned|Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral,Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral,33.336646886100446,75.81288766939532
Daiquiri,0.178571428571429,0.10563616071428598,0.0100446428571429,4.48,,,0.28,white rum|lime juice|simple syrup,Daiquiri|nan|nan|white|rum|lime|juice|simple|syrup,white|rum|lime|juice|simple|syrup,43.009116931852354,1.869776751790993
20th Century Cocktail,0.17925925925925895,0.074962962962963,0.00977777777777778,5.0625,shaken,coupe,0.35,gin|lemon juice|creme de cacao|Lillet Blanc,20th|Century|Cocktail|shaken|coupe|gin|lemon|juice|creme|de|cacao|Lillet|Blanc,gin|lemon|juice|creme|de|cacao|Lillet|Blanc,88.4082506925248,48.02180931257788
Abbey Cocktail,0.17962962962963,0.0405555555555556,0.00259259259259259,4.05,shaken,coupe,0.35,gin|Lillet Blanc|orange juice|orange bitters|cherry,Abbey|Cocktail|shaken|coupe|gin|Lillet|Blanc|orange|juice|orange|bitters|cherry,gin|Lillet|Blanc|orange|juice|orange|bitters|cherry,-20.654977350996326,35.46388530246722
Corpse Reviver #2,0.17962962962963,0.0668518518518519,0.0122222222222222,4.05,shaken,coupe,0.35,gin|lemon juice|Cointreau|Lillet Blanc|absinthe|orange twist,Corpse|Reviver|#2|shaken|coupe|gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist,gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist,-46.813834657385776,-27.361116445988173
Brandy Alexander,0.18233618233618198,0.0418803418803419,0.0015954415954416,4.3875,shaken,coupe,0.35,cognac|heavy cream|simple syrup|grated nutmeg,Brandy|Alexander|shaken|coupe|cognac|heavy|cream|simple|syrup|grated|nutmeg,cognac|heavy|cream|simple|syrup|grated|nutmeg,14.559849557667984,-2.0886191257496143
Mai Tai,0.185185185185185,0.0937037037037037,0.0111111111111111,5.4,shaken,Collins,0.35,dark rum|aged rum|lime juice|orange curacao|orgeat|mint spring,Mai|Tai|shaken|Collins|dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring,dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring,5.569565316537513,-89.78466604069065
Penicillin,0.186153846153846,0.0970769230769231,0.00923076923076923,4.875,stirred,coupe,0.3,blended scotch whiskey|lemon juice|honey syrup|fresh ginger|Islay scotch whiskey,Penicillin|stirred|coupe|blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey,blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey,-72.49001317673009,15.995095304968746
Hemingway Daiquiri,0.18962962962963,0.0472098765432099,0.0112592592592593,5.0625,shaken,coupe,0.35,white rum|lime juice|grapefruit juice|Luxardo Maraschino|salt|lime wheel,Hemingway|Daiquiri|shaken|coupe|white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel,white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel,51.317940366481295,-17.520079826066553
Cosmopolitan,0.190476190476191,0.0624867724867725,0.0120634920634921,4.725,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,-28.468660151318392,-93.65631725421181
Sawyer,0.19753086419753102,0.0779012345679012,0.007407407407407409,4.05,shaken,old-fashioned,0.35,gin|lime juice|simple syrup|Angostura bitters|Peychaud's bitters|orange bitters,Sawyer|shaken|old-fashioned|gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters,gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters,8.825860568871214,23.80993680092177
Harvard Cocktail,0.201041641536462,0.0557407763657363,0.00555555513888894,3.60000045,shaken,coupe,0.35,cognac|sweet vermouth|lemon juice|grenadine|Angostura bitters|lemon twist,Harvard|Cocktail|shaken|coupe|cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist,cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist,-7.0152376760142845,79.14772196177579
La Rosa,0.209486166007905,0.0758102766798419,0.00711462450592885,6.325,bubbly,,0.1,strawberry|simple syrup|tequila blanco|amaro|lemon juice|pink champagne,La|Rosa|bubbly|nan|strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne,strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne,57.42666493121145,29.91103881906967
Alabazam,0.218855218855219,0.0761616161616162,0.0040404040404040395,3.7125,shaken,coupe,0.35,cognac|Cointreau|Angostura bitters|lemon juice|simple syrup,Alabazam|shaken|coupe|cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup,cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup,-18.09574438296167,63.54176803509822
Hanky Panky,0.22165992727466396,0.0615384615384615,0.00218623458768381,4.1166671,stirred,coupe,0.3,gin|sweet vermouth|Fernet Branca|orange twist,Hanky|Panky|stirred|coupe|gin|sweet|vermouth|Fernet|Branca|orange|twist,gin|sweet|vermouth|Fernet|Branca|orange|twist,-32.36027589672935,-21.281519072649246
Original Cosmopolitan,0.222222222222222,0.0546759259259259,0.01,5.4,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Original|Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,76.23841735106537,-44.23856795090291
Negroni,0.223611111111111,0.111111111111111,0.00166666666666667,3.6,built,old-fashioned,0.2,gin|sweet vermouth|Campari|orange twist,Negroni|built|old-fashioned|gin|sweet|vermouth|Campari|orange|twist,gin|sweet|vermouth|Campari|orange|twist,-28.788490145599244,-11.587462367842406
Champs Elysees,0.225374325972871,0.0746887406884287,0.00851063757356276,5.28750045,shaken,coupe,0.35,cognac|Cointreau|Green Chartreuse|lemon juice|simple syrup|Angostura bitters,Champs|Elysees|shaken|coupe|cognac|Cointreau|Green|Chartreuse|lemon|juice|simple|syrup|Angostura|bitters,cognac|Cointreau|Green|Chartreuse|lemon|juice|simple|syrup|Angostura|bitters,-13.936934838136741,-40.21505942061711
Boulevardier,0.229120879120879,0.0879120879120879,0.00131868131868132,4.55,stirred,coupe,0.3,rye whiskey|sweet vermouth|Campari|orange twist,Boulevardier|stirred|coupe|rye|whiskey|sweet|vermouth|Campari|orange|twist,rye|whiskey|sweet|vermouth|Campari|orange|twist,-16.998833357780537,-11.876497093327016
Blackthorn,0.23365384615384602,0.0692307692307692,0.00115384615384615,3.9,stirred,coupe,0.3,gin|sweet vermouth|sloe gin|orange bitters|orange twist,Blackthorn|stirred|coupe|gin|sweet|vermouth|sloe|gin|orange|bitters|orange|twist,gin|sweet|vermouth|sloe|gin|orange|bitters|orange|twist,305.8735250171165,-69.38079750877291
Seelbach Cocktail,0.23376623376623398,0.0324675324675325,0.0,3.85,bubbly,coupe,0.1,bourbon whiskey|Cointreau|Angostura bitters|Peychaud's bitters|champagne|orange twist,Seelbach|Cocktail|bubbly|coupe|bourbon|whiskey|Cointreau|Angostura|bitters|Peychaud's|bitters|champagne|orange|twist,bourbon|whiskey|Cointreau|Angostura|bitters|Peychaud's|bitters|champagne|orange|twist,-49.81381571837859,-8.158777287502856
Last Word,0.235185185185185,0.11407407407407401,0.0111111111111111,4.05,shaken,coupe,0.35,gin|Green Chartreuse|Luxardo Maraschino|lime juice|salt,Last|Word|shaken|coupe|gin|Green|Chartreuse|Luxardo|Maraschino|lime|juice|salt,gin|Green|Chartreuse|Luxardo|Maraschino|lime|juice|salt,38.94877137971463,-41.47258952427183
Martinez,0.23605769356971104,0.06298079501201599,0.0017307690144231,3.4666671,stirred,coupe,0.3,gin|sweet vermouth|Luxardo Maraschino|Angostura bitters,Martinez|stirred|coupe|gin|sweet|vermouth|Luxardo|Maraschino|Angostura|bitters,gin|sweet|vermouth|Luxardo|Maraschino|Angostura|bitters,-79.57719004486181,35.09887092773451
Baker Street Swizzle,0.23626373626373603,0.0841758241758242,0.007417582417582421,4.55,swizzle,Collins,0.4,absinthe|falernum|Angostura bitters|lemon juice|mint leaves|mint sprig,Baker|Street|Swizzle|swizzle|Collins|absinthe|falernum|Angostura|bitters|lemon|juice|mint|leaves|mint|sprig,absinthe|falernum|Angostura|bitters|lemon|juice|mint|leaves|mint|sprig,85.00272486560718,-94.06633942144846
Sidecar,0.237037037037037,0.0517530864197531,0.00888888888888889,5.0625,shaken,coupe,0.35,cognac|Cointreau|lemon juice,Sidecar|shaken|coupe|cognac|Cointreau|lemon|juice,cognac|Cointreau|lemon|juice,10.031611817785397,-20.33362724958729
Brandy Crusta,0.246153846153846,0.0422792022792023,0.00683760683760684,4.3875,shaken,coupe,0.35,cognac|lemon juice|orange curacao|Luxardo Maraschino|lemon spiral|sugar,Brandy|Crusta|shaken|coupe|cognac|lemon|juice|orange|curacao|Luxardo|Maraschino|lemon|spiral|sugar,cognac|lemon|juice|orange|curacao|Luxardo|Maraschino|lemon|spiral|sugar,0.8315033107060119,-63.788893184906584
Japanese Cocktail,0.246153846153846,0.123076923076923,0.0,3.25,stirred,coupe,0.3,cognac|orgeat|Angostura bitters|lemon twist,Japanese|Cocktail|stirred|coupe|cognac|orgeat|Angostura|bitters|lemon|twist,cognac|orgeat|Angostura|bitters|lemon|twist,-18.52126295334048,81.4493186697778
Bourbon Manhattan,0.247435897435897,0.041025641025641,0.00153846153846154,3.9,stirred,coupe,0.3,bourbon whiskey|sweet vermouth|Angostura bitters|cherry,Bourbon|Manhattan|stirred|coupe|bourbon|whiskey|sweet|vermouth|Angostura|bitters|cherry,bourbon|whiskey|sweet|vermouth|Angostura|bitters|cherry,-21.964004951442405,-66.9390619419534
Jersey Julep,0.25,0.13671875,0.0,3.2,,,0.28,mint leaves|maple syrup|apple brandy,Jersey|Julep|nan|nan|mint|leaves|maple|syrup|apple|brandy,mint|leaves|maple|syrup|apple|brandy,64.70844234402216,-19.39770829085087
