name,alcohol,sugar,acid,oz,style,glass,melt,ingredients,all_text,features,x,y
Margarita,0.14251739936348098,0.109299478893435,0.0146889098730458,7.14825,shaken,coupe,0.35,tequila|triple sec|lime juice|lemon juice|simple syrup|salt,Margarita|shaken|coupe|tequila|triple|sec|lime|juice|lemon|juice|simple|syrup|salt,Margarita|shaken|coupe|tequila|triple|sec|lime|juice|lemon|juice|simple|syrup|salt,-1.0786267526567253,0.6385702724487728
Goslings Swizzle,0.14285714285714302,0.0758730158730159,0.00547619047619048,6.3,swizzle,Collins,0.4,aged rum|dark rum|orange juice|pineapple juice|falernum|Angostura bitters|mint sprig|orange peel,Goslings|Swizzle|swizzle|Collins|aged|rum|dark|rum|orange|juice|pineapple|juice|falernum|Angostura|bitters|mint|sprig|orange|peel,Goslings|Swizzle|swizzle|Collins|aged|rum|dark|rum|orange|juice|pineapple|juice|falernum|Angostura|bitters|mint|sprig|orange|peel,-0.43644288716362567,-0.9234776886789753
Whiskey Sour,0.146079484425349,0.0809881847475833,0.00644468313641246,5.81875,fizz,coupe,0.33,rye whiskey|egg white|simple syrup|lemon juice|salt,Whiskey|Sour|fizz|coupe|rye|whiskey|egg|white|simple|syrup|lemon|juice|salt,Whiskey|Sour|fizz|coupe|rye|whiskey|egg|white|simple|syrup|lemon|juice|salt,-0.17753971543885272,0.29869327860638084
Scofflaw Cocktail,0.150462962962963,0.0716666666666667,0.009861111111111109,5.4,shaken,coupe,0.35,rye whiskey|dry vermouth|lemon juice|grenadine|orange bitter|orange twist,Scofflaw|Cocktail|shaken|coupe|rye|whiskey|dry|vermouth|lemon|juice|grenadine|orange|bitter|orange|twist,Scofflaw|Cocktail|shaken|coupe|rye|whiskey|dry|vermouth|lemon|juice|grenadine|orange|bitter|orange|twist,1.0547655994790388,1.2312423608244145
Brandy 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,cognac|lemon juice|simple syrup|champagne,Brandy|75|bubbly|nan|cognac|lemon|juice|simple|syrup|champagne,Brandy|75|bubbly|nan|cognac|lemon|juice|simple|syrup|champagne,-1.0025403872389296,0.5079039126334356
French 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,gin|lemon juice|simple syrup|champagne,French|75|bubbly|nan|gin|lemon|juice|simple|syrup|champagne,French|75|bubbly|nan|gin|lemon|juice|simple|syrup|champagne,-1.0310734869585956,0.6077477462722934
Pisco 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,strawberry|simple syrup|pisco|lemon juice|champagne,Pisco|75|bubbly|nan|strawberry|simple|syrup|pisco|lemon|juice|champagne,Pisco|75|bubbly|nan|strawberry|simple|syrup|pisco|lemon|juice|champagne,-1.090873796624295,0.4464781239744056
Rum 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,aged rum|lemon juice|simple syrup|champagne,Rum|75|bubbly|nan|aged|rum|lemon|juice|simple|syrup|champagne,Rum|75|bubbly|nan|aged|rum|lemon|juice|simple|syrup|champagne,-1.4423685512203108,-0.0445972731204189
Tequila 75,0.156565656565657,0.0521212121212121,0.00606060606060606,4.95,bubbly,,0.1,tequila blanco|lemon juice|agave nectar|champagne,Tequila|75|bubbly|nan|tequila|blanco|lemon|juice|agave|nectar|champagne,Tequila|75|bubbly|nan|tequila|blanco|lemon|juice|agave|nectar|champagne,-0.6274219886959531,0.663504021087752
Cuba Kola,0.15674074074074099,0.0731555555555556,0.0151607411604239,8.4375,shaken,old-fashioned,0.35,lime juice|overproof rum|orange juice|dark rum|honey syrup|Angostura bitters|absinthe|pineapple wedge|cherry,Cuba|Kola|shaken|old-fashioned|lime|juice|overproof|rum|orange|juice|dark|rum|honey|syrup|Angostura|bitters|absinthe|pineapple|wedge|cherry,Cuba|Kola|shaken|old-fashioned|lime|juice|overproof|rum|orange|juice|dark|rum|honey|syrup|Angostura|bitters|absinthe|pineapple|wedge|cherry,-0.6505151356088104,-1.967423489214282
Gargoyle and Spire,0.15909090909090898,0.0349431818181818,0.0,4.4,bubbly,highball,0.1,gin|Strega|simple syrup|orange bitters|champagne|orange twist,Gargoyle|and|Spire|bubbly|highball|gin|Strega|simple|syrup|orange|bitters|champagne|orange|twist,Gargoyle|and|Spire|bubbly|highball|gin|Strega|simple|syrup|orange|bitters|champagne|orange|twist,0.06099756307462011,0.30495382016266515
Bitter French,0.159808612440191,0.07186602870813401,0.0057416267942583706,5.225,bubbly,,0.1,gin|Campari|lemon juice|simple syrup|champagne,Bitter|French|bubbly|nan|gin|Campari|lemon|juice|simple|syrup|champagne,Bitter|French|bubbly|nan|gin|Campari|lemon|juice|simple|syrup|champagne,-0.9626363533033211,0.6185193568868683
Classic Daiquiri,0.163473818646232,0.0971136653895275,0.010727969348659001,4.89375,shaken,coupe,0.35,white rum|lime juice|simple syrup,Classic|Daiquiri|shaken|coupe|white|rum|lime|juice|simple|syrup,Classic|Daiquiri|shaken|coupe|white|rum|lime|juice|simple|syrup,-1.363649017480577,0.1650092153155629
Bee's Knees,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lemon juice|honey syrup|lemon wheel,Bee's|Knees|shaken|coupe|gin|lemon|juice|honey|syrup|lemon|wheel,Bee's|Knees|shaken|coupe|gin|lemon|juice|honey|syrup|lemon|wheel,-0.5869457310164277,1.1386054648728907
Brown Derby,0.169312169312169,0.0870899470899471,0.005079365079365079,4.725,shaken,coupe,0.35,bourbon whiskey|grapefruit juice|honey syrup|grapefruit twist,Brown|Derby|shaken|coupe|bourbon|whiskey|grapefruit|juice|honey|syrup|grapefruit|twist,Brown|Derby|shaken|coupe|bourbon|whiskey|grapefruit|juice|honey|syrup|grapefruit|twist,-0.11908268308269168,0.6027885696141302
Gimlet,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lime juice|simple syrup|lime wheel,Gimlet|shaken|coupe|gin|lime|juice|simple|syrup|lime|wheel,Gimlet|shaken|coupe|gin|lime|juice|simple|syrup|lime|wheel,-1.4571605606625107,0.46991412252654075
Gold Rush,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,old-fashioned,0.35,bourbon whiskey|lemon juice|honey syrup,Gold|Rush|shaken|old-fashioned|bourbon|whiskey|lemon|juice|honey|syrup,Gold|Rush|shaken|old-fashioned|bourbon|whiskey|lemon|juice|honey|syrup,-0.29728084738867483,-0.617856455557533
Honeysuckle,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,white rum|lime juice|honey syrup|lime wheel,Honeysuckle|shaken|coupe|white|rum|lime|juice|honey|syrup|lime|wheel,Honeysuckle|shaken|coupe|white|rum|lime|juice|honey|syrup|lime|wheel,-1.5667351291624088,0.17695269647943299
Ode To Viceroy,0.17283950617284,0.13962962962963,0.00802469135802469,4.05,shaken,old-fashioned,0.35,blended scotch whiskey|falernum|lime juice|ginger syrup|lime wheel,Ode|To|Viceroy|shaken|old-fashioned|blended|scotch|whiskey|falernum|lime|juice|ginger|syrup|lime|wheel,Ode|To|Viceroy|shaken|old-fashioned|blended|scotch|whiskey|falernum|lime|juice|ginger|syrup|lime|wheel,-1.095354325370983,-1.045144979656572
Summer Negroni,0.174479166666667,0.0963541666666667,0.0015625,3.84,,,0.28,gin|aperol|bianco vermouth,Summer|Negroni|nan|nan|gin|aperol|bianco|vermouth,Summer|Negroni|nan|nan|gin|aperol|bianco|vermouth,-0.3857733830792807,0.6955763213488071
Chartreuse Swizzle,0.176190476190476,0.141142857142857,0.0136190476190476,5.25,swizzle,Collins,0.4,Green Chartreuse|pineapple juice|lime juice|falernum|nutmeg|mint sprig,Chartreuse|Swizzle|swizzle|Collins|Green|Chartreuse|pineapple|juice|lime|juice|falernum|nutmeg|mint|sprig,Chartreuse|Swizzle|swizzle|Collins|Green|Chartreuse|pineapple|juice|lime|juice|falernum|nutmeg|mint|sprig,-1.184729286290056,0.1157462042513533
The Bitter Handshake,0.176923076923077,0.20512820512820498,0.00307692307692308,3.9,stirred,old-fashioned,0.3,Fernet Branca|blood orange juice reduction|rye whiskey simple syrup|orange spiral,The|Bitter|Handshake|stirred|old-fashioned|Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral,The|Bitter|Handshake|stirred|old-fashioned|Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral,0.38735330011817826,-0.8549850604328356
Daiquiri,0.178571428571429,0.10563616071428598,0.0100446428571429,4.48,,,0.28,white rum|lime juice|simple syrup,Daiquiri|nan|nan|white|rum|lime|juice|simple|syrup,Daiquiri|nan|nan|white|rum|lime|juice|simple|syrup,-1.7292304004166348,-0.10041406777974154
20th Century Cocktail,0.17925925925925895,0.074962962962963,0.00977777777777778,5.0625,shaken,coupe,0.35,gin|lemon juice|creme de cacao|Lillet Blanc,20th|Century|Cocktail|shaken|coupe|gin|lemon|juice|creme|de|cacao|Lillet|Blanc,20th|Century|Cocktail|shaken|coupe|gin|lemon|juice|creme|de|cacao|Lillet|Blanc,-0.12834606864351064,1.2678088121990274
Abbey Cocktail,0.17962962962963,0.0405555555555556,0.00259259259259259,4.05,shaken,coupe,0.35,gin|Lillet Blanc|orange juice|orange bitters|cherry,Abbey|Cocktail|shaken|coupe|gin|Lillet|Blanc|orange|juice|orange|bitters|cherry,Abbey|Cocktail|shaken|coupe|gin|Lillet|Blanc|orange|juice|orange|bitters|cherry,0.5766985822226575,0.844438251827606
Corpse Reviver #2,0.17962962962963,0.0668518518518519,0.0122222222222222,4.05,shaken,coupe,0.35,gin|lemon juice|Cointreau|Lillet Blanc|absinthe|orange twist,Corpse|Reviver|#2|shaken|coupe|gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist,Corpse|Reviver|#2|shaken|coupe|gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist,0.2176232126307902,1.389108929598179
Brandy Alexander,0.18233618233618198,0.0418803418803419,0.0015954415954416,4.3875,shaken,coupe,0.35,cognac|heavy cream|simple syrup|grated nutmeg,Brandy|Alexander|shaken|coupe|cognac|heavy|cream|simple|syrup|grated|nutmeg,Brandy|Alexander|shaken|coupe|cognac|heavy|cream|simple|syrup|grated|nutmeg,-0.7650481567891885,0.524058482782521
Mai Tai,0.185185185185185,0.0937037037037037,0.0111111111111111,5.4,shaken,Collins,0.35,dark rum|aged rum|lime juice|orange curacao|orgeat|mint spring,Mai|Tai|shaken|Collins|dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring,Mai|Tai|shaken|Collins|dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring,-1.337088091116458,-0.13616349476677742
Penicillin,0.186153846153846,0.0970769230769231,0.00923076923076923,4.875,stirred,coupe,0.3,blended scotch whiskey|lemon juice|honey syrup|fresh ginger|Islay scotch whiskey,Penicillin|stirred|coupe|blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey,Penicillin|stirred|coupe|blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey,0.540806559247458,0.3771503814737831
Hemingway Daiquiri,0.18962962962963,0.0472098765432099,0.0112592592592593,5.0625,shaken,coupe,0.35,white rum|lime juice|grapefruit juice|Luxardo Maraschino|salt|lime wheel,Hemingway|Daiquiri|shaken|coupe|white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel,Hemingway|Daiquiri|shaken|coupe|white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel,-1.351829057748504,0.4580394116663508
Cosmopolitan,0.190476190476191,0.0624867724867725,0.0120634920634921,4.725,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,-0.21063523366662545,0.9863317189249469
Sawyer,0.19753086419753102,0.0779012345679012,0.007407407407407409,4.05,shaken,old-fashioned,0.35,gin|lime juice|simple syrup|Angostura bitters|Peychaud's bitters|orange bitters,Sawyer|shaken|old-fashioned|gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters,Sawyer|shaken|old-fashioned|gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters,0.4815862656089888,-1.802417126038028
Harvard Cocktail,0.201041641536462,0.0557407763657363,0.00555555513888894,3.60000045,shaken,coupe,0.35,cognac|sweet vermouth|lemon juice|grenadine|Angostura bitters|lemon twist,Harvard|Cocktail|shaken|coupe|cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist,Harvard|Cocktail|shaken|coupe|cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist,1.1402910265447985,1.0197138965467039
La Rosa,0.209486166007905,0.0758102766798419,0.00711462450592885,6.325,bubbly,,0.1,strawberry|simple syrup|tequila blanco|amaro|lemon juice|pink champagne,La|Rosa|bubbly|nan|strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne,La|Rosa|bubbly|nan|strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne,-1.05210547201088,0.46240260372196973
Alabazam,0.218855218855219,0.0761616161616162,0.0040404040404040395,3.7125,shaken,coupe,0.35,cognac|Cointreau|Angostura bitters|lemon juice|simple syrup,Alabazam|shaken|coupe|cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup,Alabazam|shaken|coupe|cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup,-0.06476709483406037,0.21542977732993707
Hanky Panky,0.22165992727466396,0.0615384615384615,0.00218623458768381,4.1166671,stirred,coupe,0.3,gin|sweet vermouth|Fernet Branca|orange twist,Hanky|Panky|stirred|coupe|gin|sweet|vermouth|Fernet|Branca|orange|twist,Hanky|Panky|stirred|coupe|gin|sweet|vermouth|Fernet|Branca|orange|twist,1.0286767911741261,1.1828090762254881
