tests,years,firstExt,firstExtSTD,deadWorld,deadWorldSTD,id,wolfEn,wolfRe,wolfFa,rabbitEn,rabbitRe,rabbitFa,wolfNum,rabbitNum,grassNum,debrisNum
1, 500, 117.0, 0.0, 117.0, 0.0, '0E2MX1', 337, 370, 5, 82, 133, 5, 1, 7, 8, 36
1, 500, 84.0, 0.0, 84.0, 0.0, 'XX53DM', 339, 372, 5, 98, 130, 9, 5, 5, 4, 25
1, 500, 17.0, 0.0, 17.0, 0.0, '63FD2O', 340, 374, 12, 117, 128, 5, 9, 2, 1, 30
1, 500, 15.0, 0.0, 15.0, 0.0, 'D1LCBZ', 345, 396, 7, 108, 129, 5, 9, 1, 7, 34
1, 500, 205.0, 0.0, 205.0, 0.0, 'DQBBWN', 350, 405, 5, 110, 128, 10, 4, 17, 28, 25
1, 500, 158.0, 0.0, 158.0, 0.0, 'XIJY8N', 341, 384, 5, 108, 137, 9, 3, 22, 18, 29
1, 500, 500.0, 0.0, 500.0, 0.0, 'POK8H7', 340, 374, 7, 124, 136, 8, 1, 23, 17, 38
1, 500, 500.0, 0.0, 500.0, 0.0, 'ZJ4ZXY', 335, 369, 7, 126, 140, 5, 1, 21, 17, 43
1, 500, 97.0, 0.0, 97.0, 0.0, '099ZDJ', 339, 372, 8, 131, 144, 5, 4, 17, 14, 41
1, 500, 500.0, 0.0, 500.0, 0.0, '9KLJ2I', 352, 387, 7, 153, 168, 6, 1, 22, 25, 52
1, 500, 102.0, 0.0, 102.0, 0.0, 'KMBCND', 367, 405, 7, 149, 178, 5, 2, 30, 27, 45
1, 500, 232.0, 0.0, 232.0, 0.0, 'WZ8ONH', 379, 416, 7, 133, 169, 7, 1, 34, 18, 70
1, 500, 500.0, 0.0, 500.0, 0.0, 'WCYT38', 382, 420, 5, 154, 169, 5, 1, 41, 16, 57
1, 500, 119.0, 0.0, 119.0, 0.0, '6MWBTT', 382, 433, 6, 154, 169, 5, 1, 48, 17, 55
1, 500, 500.0, 0.0, 500.0, 0.0, 'PZK39X', 366, 415, 5, 152, 173, 7, 1, 42, 13, 60
1, 500, 500.0, 0.0, 500.0, 0.0, '3VAZR2', 355, 423, 5, 156, 171, 5, 1, 40, 16, 61
1, 500, 500.0, 0.0, 500.0, 0.0, 'JLWCCL', 357, 397, 5, 171, 188, 6, 1, 33, 11, 62
1, 500, 500.0, 0.0, 500.0, 0.0, '9WDRIR', 357, 394, 5, 189, 207, 7, 1, 28, 12, 58
1, 500, 500.0, 0.0, 500.0, 0.0, '2M8705', 350, 405, 5, 180, 198, 5, 1, 29, 13, 64
1, 500, 500.0, 0.0, 500.0, 0.0, '5NA62P', 352, 393, 5, 188, 206, 5, 1, 26, 14, 63
1, 500, 500.0, 0.0, 500.0, 0.0, 'Y5UDZP', 357, 407, 5, 203, 223, 5, 1, 31, 11, 64
1, 500, 500.0, 0.0, 500.0, 0.0, 'GKSCSM', 360, 409, 5, 207, 227, 5, 1, 36, 10, 59
1, 500, 78.0, 0.0, 78.0, 0.0, 'VWQVNQ', 350, 394, 5, 193, 212, 5, 1, 35, 1, 63
1, 500, 500.0, 0.0, 500.0, 0.0, 'L7YYV5', 354, 420, 5, 183, 217, 13, 1, 34, 14, 64
1, 500, 500.0, 0.0, 500.0, 0.0, '2WUACV', 354, 421, 5, 174, 210, 20, 1, 29, 13, 66
1, 500, 500.0, 0.0, 500.0, 0.0, 'GC5DI1', 361, 397, 5, 177, 206, 17, 1, 23, 17, 62
1, 500, 500.0, 0.0, 500.0, 0.0, '5LE0B9', 361, 397, 5, 173, 211, 14, 1, 15, 14, 63
1, 500, 236.0, 0.0, 236.0, 0.0, 'GFZ1QN', 354, 416, 5, 169, 223, 8, 1, 23, 12, 67
1, 500, 89.0, 0.0, 89.0, 0.0, 'TZDZBP', 356, 405, 5, 175, 208, 8, 1, 17, 10, 64
1, 500, 500.0, 0.0, 500.0, 0.0, 'SAGKUC', 346, 390, 5, 172, 190, 13, 1, 21, 27, 65
1, 500, 500.0, 0.0, 500.0, 0.0, '1FU2F5', 356, 391, 5, 178, 195, 23, 1, 26, 31, 62
1, 500, 500.0, 0.0, 500.0, 0.0, 'VIK7EJ', 355, 390, 6, 187, 206, 26, 1, 29, 35, 61
1, 500, 66.0, 0.0, 66.0, 0.0, 'B39E23', 355, 390, 7, 178, 195, 27, 1, 28, 21, 61
1, 500, 154.0, 0.0, 154.0, 0.0, 'MQS5GQ', 341, 384, 5, 166, 182, 23, 1, 31, 23, 66
1, 500, 500.0, 0.0, 500.0, 0.0, 'U9VERV', 351, 398, 5, 178, 195, 23, 1, 24, 36, 60
1, 500, 194.0, 0.0, 194.0, 0.0, 'ZHGAIV', 353, 388, 5, 184, 202, 21, 1, 25, 41, 51
1, 500, 500.0, 0.0, 500.0, 0.0, 'KBF8O0', 363, 399, 5, 189, 207, 22, 1, 24, 36, 65
1, 500, 222.0, 0.0, 222.0, 0.0, 'A1JQIY', 366, 402, 5, 199, 218, 21, 1, 27, 36, 65
1, 500, 500.0, 0.0, 500.0, 0.0, '6KILKV', 354, 402, 7, 190, 209, 18, 1, 25, 33, 65
1, 500, 500.0, 0.0, 500.0, 0.0, 'E2JM7K', 360, 396, 5, 194, 221, 17, 1, 33, 17, 58
1, 500, 134.0, 0.0, 134.0, 0.0, 'GQ2VO5', 351, 399, 6, 204, 224, 18, 1, 30, 14, 60
