grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
13,80.1,129.9,0.0,7,285.0,365.7,6.4,32,62.3,69.7,18.5
7,82.6,129.9,0.0,9,266.4,365.5,6.9,38,50.1,72.6,19.2
4,101.0,127.5,0.0,9,264.4,365.5,6.9,37,37.8,74.1,19.6
7,91.0,124.7,0.7,9,268.1,365.5,6.9,26,31.0,77.6,18.6
8,95.4,122.6,0.6,9,268.8,365.5,6.9,15,26.2,82.5,17.8
11,89.2,127.3,0.9,9,266.3,365.5,6.9,10,28.9,83.0,16.8
20,83.8,128.2,0.8,9,260.3,365.5,6.9,6,46.2,77.2,13.3
29,85.3,128.3,0.7,9,253.4,365.5,6.9,6,35.6,77.5,13.0
36,89.2,127.3,0.7,9,246.5,365.5,6.9,5,60.9,75.4,11.9
50,88.3,127.3,0.6,9,239.5,365.5,6.9,6,66.8,76.6,11.7
61,92.3,127.1,0.7,9,232.6,365.5,6.9,9,59.6,78.5,11.4
67,98.1,126.6,0.8,9,233.2,365.5,6.9,9,68.9,77.5,11.8
81,96.4,127.0,1.1,9,229.9,365.5,6.9,13,56.0,77.8,11.9
93,96.3,126.7,1.4,9,233.6,365.5,6.9,15,61.2,78.9,11.7
94,101.2,126.7,1.5,10,227.8,365.4,6.7,14,66.9,78.2,11.4
110,96.9,127.0,1.8,11,220.0,365.2,6.6,18,60.0,78.2,11.4
129,97.4,127.4,1.8,11,227.7,365.2,6.6,18,61.5,78.2,11.4
137,98.2,127.4,2.1,12,228.4,365.1,6.4,18,65.1,78.4,11.3
155,99.3,127.3,2.1,13,219.2,365.2,6.4,23,54.4,78.4,11.4
163,100.9,127.3,2.3,13,225.5,365.2,6.4,25,53.5,78.7,11.4
171,100.5,127.7,2.5,14,226.1,364.2,6.3,26,60.4,78.3,11.4
183,104.1,127.3,2.4,13,248.9,364.1,5.9,31,57.7,79.9,11.0
193,107.1,127.9,2.6,15,242.8,363.9,5.8,36,50.7,79.4,11.1
206,108.4,127.4,2.7,16,238.7,364.1,5.8,37,53.1,79.0,11.2
212,111.1,127.3,2.8,16,265.8,364.1,5.8,31,52.2,79.0,11.2
212,116.1,127.3,3.0,18,252.4,363.4,5.7,36,51.5,78.8,11.2
220,118.5,127.4,3.0,19,246.5,363.5,5.8,38,54.3,78.5,11.2
234,117.3,127.9,3.0,19,259.2,363.5,5.8,35,59.5,78.4,11.3
237,121.3,127.5,3.1,20,258.6,363.5,5.8,41,60.3,78.9,11.2
251,120.1,127.7,3.1,22,249.5,363.5,5.8,48,60.1,78.8,11.3
252,124.0,127.9,3.2,24,251.1,363.6,5.8,49,56.4,78.4,11.3
251,128.3,128.1,3.3,25,252.2,363.1,5.7,49,61.8,78.0,11.3
252,134.3,127.9,3.3,27,248.8,363.1,5.7,57,54.4,78.1,11.4
261,137.2,127.7,3.4,29,242.1,362.7,5.7,54,56.1,77.7,11.6
270,140.5,127.5,3.4,31,237.7,362.4,5.8,59,43.4,77.4,11.7
284,138.6,127.4,3.5,32,240.3,362.4,5.8,48,50.8,77.0,12.0
290,143.4,127.4,3.6,34,232.8,362.1,5.8,47,48.9,76.5,12.1
290,147.8,127.2,3.6,35,231.9,362.2,5.8,37,72.8,76.2,12.3
302,149.9,127.2,3.6,37,226.8,361.9,5.8,40,59.7,75.6,12.5
305,153.9,127.3,3.6,37,229.4,361.9,5.8,34,74.5,75.2,12.7
316,155.5,127.4,3.6,38,229.7,361.7,5.8,41,61.1,75.4,12.8
325,156.4,127.2,3.6,39,228.3,361.8,5.8,39,68.3,76.0,12.6
330,159.4,127.0,3.6,41,223.2,361.6,5.8,34,83.7,76.1,12.7
329,163.7,127.0,3.6,42,219.6,361.4,5.8,36,89.9,76.5,12.7
336,164.6,127.0,3.6,45,214.7,361.7,5.7,33,99.9,75.8,12.5
348,164.8,127.0,3.7,45,218.2,361.7,5.7,35,102.3,75.2,12.5
348,165.6,126.9,3.7,47,213.9,361.8,5.8,41,113.4,75.3,12.6
358,163.0,126.7,3.7,48,213.8,361.8,5.8,51,94.8,74.5,12.4
355,164.4,126.7,3.7,50,213.2,361.7,5.8,57,95.9,74.5,12.5
351,165.8,126.5,3.8,52,213.2,361.8,5.8,67,89.0,74.5,12.5
351,161.8,126.4,3.8,54,216.3,361.9,5.8,67,95.7,74.2,12.6
356,160.6,126.3,3.8,58,210.0,361.9,5.9,81,81.6,74.6,12.5
345,164.9,126.4,3.7,59,213.9,361.9,5.9,90,75.5,74.2,12.5
339,168.9,126.6,3.7,60,218.0,362.0,5.9,94,73.6,74.3,12.5
336,171.9,127.1,3.7,66,213.8,362.0,6.1,99,64.4,74.1,12.4
332,170.3,127.4,3.7,70,216.4,362.1,6.2,89,72.0,74.1,12.4
330,170.9,128.0,3.7,73,214.5,362.2,6.2,85,69.4,74.3,12.4
339,171.3,128.3,3.6,74,213.8,362.2,6.2,77,72.1,73.8,12.3
337,174.2,128.8,3.6,75,214.7,362.2,6.3,70,81.1,73.7,12.3
340,174.8,129.2,3.6,77,210.9,362.3,6.3,74,77.3,73.7,12.3
344,173.9,129.5,3.6,79,206.7,362.3,6.4,73,76.1,73.6,12.3
340,175.3,129.8,3.6,83,202.1,362.4,6.6,75,73.3,73.8,12.3
342,178.5,129.8,3.7,84,203.0,362.4,6.6,68,61.4,74.0,12.2
361,174.6,129.8,3.7,88,199.4,362.4,6.8,56,70.1,74.2,12.3
370,175.5,130.0,3.7,88,200.9,362.4,6.8,46,71.2,74.1,12.4
387,172.6,130.0,3.7,91,196.7,362.4,6.9,32,98.4,73.9,12.3
400,175.7,130.1,3.8,91,196.5,362.4,7.0,19,99.9,73.5,12.1
408,179.1,130.0,3.8,91,191.1,362.4,7.0,17,105.2,73.1,11.9
422,180.0,130.0,3.8,89,189.4,362.5,7.0,23,102.9,73.0,11.7
439,176.0,129.9,3.9,91,184.6,362.6,7.0,28,114.8,72.8,11.6
449,175.9,129.9,3.9,91,182.9,362.6,7.0,29,121.6,72.8,11.6
469,173.5,130.2,4.0,91,180.4,362.7,7.0,32,121.1,72.7,11.7
481,172.9,130.3,4.0,92,177.0,362.7,7.0,28,172.9,72.6,11.6
488,176.7,130.4,4.0,96,178.2,362.8,7.1,26,104.2,72.8,11.4
502,176.9,130.5,4.0,98,178.2,363.0,7.0,19,120.2,72.9,11.4
524,177.7,130.6,4.0,100,176.0,363.0,7.0,18,109.3,72.8,11.5
547,178.2,130.5,4.1,104,172.0,363.1,7.0,8,196.5,73.3,11.3
569,180.0,130.6,4.1,105,166.7,363.1,7.0,8,205.7,73.0,10.9
593,180.9,130.7,4.1,106,161.5,363.1,7.0,5,352.6,71.4,10.9
617,182.7,130.5,4.2,105,159.0,363.3,7.0,7,162.7,70.9,11.4
635,186.5,130.4,4.2,102,158.6,363.4,7.0,6,239.5,71.2,11.2
661,188.6,130.5,4.2,102,153.8,363.4,7.0,8,144.5,72.0,11.4
676,192.9,130.5,4.3,100,153.7,363.3,6.8,8,156.0,72.0,11.4
692,196.8,130.6,4.3,99,150.7,363.2,6.8,12,141.2,72.1,11.3
706,200.3,130.6,4.3,97,149.3,363.2,6.8,17,152.9,71.9,11.4
717,205.0,130.7,4.4,95,150.5,363.2,6.7,23,112.0,72.0,11.2
731,208.6,130.7,4.4,95,150.9,363.2,6.7,20,115.7,72.2,11.2
748,211.4,130.7,4.4,95,149.5,363.2,6.7,22,123.3,72.4,11.2
764,214.4,130.8,4.5,96,147.8,363.3,6.7,25,126.8,72.5,11.2
782,216.9,130.9,4.5,95,149.9,363.4,6.7,26,114.4,72.5,11.0
794,220.5,130.9,4.5,97,146.9,363.5,6.6,33,107.7,72.5,10.9
794,227.1,130.8,4.5,94,151.9,363.6,6.5,41,98.2,72.9,10.9
800,231.2,130.6,4.5,94,152.1,363.6,6.5,57,83.6,73.1,10.9
794,238.3,130.4,4.5,91,163.1,363.6,6.5,60,79.8,73.2,10.9
800,241.0,130.2,4.5,90,171.7,363.7,6.4,70,78.8,73.4,10.8
810,243.2,130.0,4.5,92,177.0,363.9,6.3,62,82.7,73.3,10.8
810,247.5,129.9,4.5,92,180.8,364.0,6.2,62,90.7,73.3,10.6
824,250.5,129.9,4.6,89,186.8,364.0,6.2,66,74.1,73.2,10.6
