grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
52,75.7,129.3,0.0,2,300.5,322.0,25.0,27,33.9,33.7,6.0
42,86.8,129.6,0.0,3,263.1,330.4,26.3,41,37.6,40.2,6.1
25,99.0,130.0,0.0,4,234.7,335.0,27.1,60,39.6,43.0,6.1
21,102.4,130.3,0.5,4,242.3,335.0,27.1,71,34.7,45.4,6.2
19,98.0,129.9,0.8,6,217.3,336.6,26.5,71,31.3,46.4,6.1
19,103.6,129.6,0.8,6,224.5,336.6,26.5,63,32.9,47.7,5.9
22,95.6,127.3,0.9,7,217.8,338.2,26.8,63,33.4,49.2,5.7
31,89.4,130.6,1.1,7,209.9,338.2,26.8,62,37.0,50.1,5.5
38,86.4,129.9,1.3,7,212.8,338.2,26.8,61,36.1,50.8,5.5
37,94.4,130.2,1.1,7,203.6,338.2,26.8,69,35.7,51.1,5.5
43,92.2,129.2,0.7,7,193.2,338.2,26.8,74,38.3,52.8,5.5
41,98.2,130.4,0.8,7,182.7,338.2,26.8,83,38.7,53.7,5.5
42,96.5,127.3,1.2,7,189.2,338.2,26.8,89,39.8,54.6,5.5
38,98.4,126.9,1.5,6,248.6,336.4,26.5,93,39.1,52.9,5.6
37,101.8,125.8,1.7,8,215.3,336.9,26.0,102,37.2,52.4,5.6
49,93.3,126.1,2.1,8,212.0,336.9,26.0,107,33.0,50.7,5.7
60,90.2,126.1,2.1,9,204.5,338.2,26.3,114,31.2,48.4,5.7
50,96.3,126.5,2.4,9,220.3,338.2,26.3,111,33.4,48.1,5.7
53,101.3,126.8,2.3,9,229.3,342.0,26.3,117,30.7,50.6,5.7
52,104.1,127.7,2.3,9,240.7,342.0,26.3,112,32.7,52.4,5.7
49,97.3,128.1,3.0,11,229.6,341.3,25.9,112,34.3,51.3,5.8
56,93.1,129.2,2.7,13,223.6,341.2,25.7,109,36.0,51.3,5.7
52,97.8,129.1,2.3,14,223.1,341.6,25.9,113,37.9,50.7,5.7
47,95.3,128.3,2.9,15,242.6,340.8,25.6,108,34.7,48.9,5.7
50,91.9,127.9,2.9,16,230.5,340.1,25.3,111,33.7,47.7,5.7
51,99.1,127.2,2.7,18,222.1,340.0,25.2,108,31.4,48.0,5.7
56,99.1,128.8,2.6,18,217.2,340.0,25.2,105,30.1,50.8,5.8
66,98.1,127.9,2.7,19,215.1,340.4,25.4,90,30.5,51.4,5.8
74,96.4,128.0,2.8,21,197.4,339.5,25.1,82,33.8,53.5,5.8
77,97.0,127.8,2.8,22,199.6,339.9,25.3,71,35.3,53.8,5.9
76,101.9,128.5,2.7,23,196.2,340.3,25.5,66,39.2,55.1,5.9
82,99.6,128.2,2.6,23,189.3,340.3,25.5,72,40.6,55.4,5.9
92,100.3,127.9,2.4,23,179.3,340.3,25.5,79,36.3,54.6,5.9
97,97.0,127.1,2.4,21,189.0,340.5,25.5,78,37.5,53.4,5.8
99,100.7,126.4,2.4,21,172.9,340.5,25.5,84,35.2,53.9,5.7
113,98.8,125.7,2.5,20,163.8,340.1,25.4,93,33.4,54.3,5.7
118,94.0,126.2,2.4,20,153.1,340.1,25.4,100,34.4,54.0,5.7
115,99.3,126.1,2.4,20,148.9,340.1,25.4,95,38.8,53.3,5.6
120,98.2,126.4,2.4,20,154.9,340.2,25.4,98,36.1,52.7,5.6
131,96.3,126.3,2.6,20,161.5,340.0,25.4,96,37.8,52.2,5.7
133,98.3,126.3,2.5,18,163.9,339.2,25.1,102,39.6,53.4,5.8
127,100.7,126.5,2.4,17,167.2,338.6,24.8,118,39.8,55.7,5.9
124,99.1,127.2,2.5,16,179.2,339.1,25.0,121,43.9,57.2,6.0
115,99.1,127.7,2.4,16,184.4,339.1,25.0,137,46.2,59.8,6.0
85,102.6,128.1,2.1,17,185.7,339.7,25.3,148,52.5,61.8,6.1
74,100.7,127.8,2.1,20,196.8,338.2,24.7,160,49.2,63.1,6.2
58,98.8,126.8,1.9,20,222.1,338.2,24.7,172,46.9,63.6,6.2
47,95.9,126.9,1.9,23,218.9,337.9,24.5,184,46.1,64.4,6.2
39,96.2,128.6,1.4,27,220.2,338.2,24.6,177,43.4,63.9,6.2
40,92.4,129.1,1.4,30,220.8,338.0,24.4,159,42.8,64.0,6.2
38,94.1,129.2,1.4,33,229.5,338.0,24.4,135,38.2,64.3,6.3
34,96.8,129.5,1.1,35,230.4,337.5,24.3,111,39.1,65.3,6.2
32,96.7,129.4,0.8,36,227.9,337.9,24.4,102,36.1,66.5,6.3
34,94.5,131.9,0.6,38,214.1,337.9,24.5,78,41.6,69.3,6.3
41,94.8,133.1,0.7,40,201.4,338.6,24.7,71,39.1,71.7,6.5
50,95.3,131.3,0.6,41,184.3,338.3,24.6,59,41.3,74.8,6.5
63,95.9,130.7,0.6,41,170.9,338.3,24.6,45,40.4,75.4,6.6
71,98.9,129.8,0.7,41,162.5,337.9,24.4,40,38.3,75.3,6.6
83,99.9,128.8,0.5,37,163.5,338.3,24.5,33,38.5,77.1,6.6
94,98.9,128.0,0.9,37,149.7,338.3,24.5,28,40.1,77.3,6.6
106,102.6,128.2,1.0,36,139.7,338.6,24.6,20,43.1,79.8,6.5
136,98.2,127.9,1.3,33,132.5,338.2,24.4,18,42.0,77.0,6.5
152,98.6,128.3,1.5,32,114.7,337.8,24.2,20,43.5,76.3,6.8
163,101.7,128.0,1.7,30,103.8,338.3,24.5,18,52.2,75.8,7.1
183,102.1,128.7,1.9,28,94.7,338.2,24.4,16,63.6,74.4,7.3
197,105.1,128.8,2.0,24,97.7,336.3,23.7,14,58.4,80.1,7.4
213,108.7,129.1,2.0,22,93.8,336.9,23.9,17,54.9,78.9,7.6
229,111.5,129.1,2.1,21,90.1,337.3,24.0,16,54.7,78.4,7.6
247,114.2,129.0,2.3,19,95.9,338.1,24.3,12,48.0,77.3,7.7
258,118.4,129.1,2.4,18,102.5,338.5,24.5,9,67.2,77.2,7.6
268,123.9,129.1,2.5,17,100.7,340.3,25.0,13,56.4,76.9,7.9
288,125.8,129.1,2.6,13,116.4,341.9,25.8,16,55.5,77.2,7.8
301,128.6,129.1,2.6,11,124.4,344.3,26.8,18,75.4,77.8,7.9
300,135.5,129.2,2.6,10,119.4,345.8,27.3,26,81.6,77.5,7.8
309,137.2,129.0,2.7,9,116.7,345.4,27.2,35,83.9,77.7,8.0
316,140.1,129.1,2.9,8,123.1,345.0,26.8,48,71.0,77.8,7.8
308,143.6,129.1,2.9,8,128.9,345.0,26.8,56,83.1,77.9,7.8
317,145.4,129.2,3.0,8,118.8,345.0,26.8,78,66.7,78.0,7.8
305,150.0,128.8,3.1,8,111.5,345.0,26.8,93,66.6,78.0,7.8
292,155.9,129.0,3.2,8,128.4,345.0,26.8,106,64.0,78.2,7.8
286,157.2,129.1,3.3,8,143.3,344.8,26.9,126,63.4,78.3,7.8
288,156.5,129.2,3.4,7,180.4,344.2,26.6,143,55.0,78.3,7.8
276,161.2,129.2,3.5,8,201.5,344.9,27.0,157,52.7,78.3,7.8
274,162.7,129.1,3.6,8,219.2,344.9,27.0,159,52.4,78.2,7.8
266,166.4,129.3,3.6,8,246.2,344.9,27.0,174,48.2,78.2,7.8
258,164.5,129.1,3.7,10,242.0,346.2,27.4,166,56.8,78.2,7.8
249,168.5,129.3,3.8,12,247.8,346.6,27.5,160,58.8,78.3,7.8
244,156.2,128.8,3.8,14,250.9,347.3,27.7,155,71.2,78.2,7.8
241,154.5,128.6,3.8,15,256.4,346.2,27.4,156,63.7,78.0,7.8
232,149.7,128.9,3.9,18,228.6,346.5,27.6,168,66.0,78.0,7.8
222,150.9,128.8,4.1,19,226.7,346.6,27.6,162,67.4,78.0,7.8
211,148.9,128.9,4.0,20,238.0,347.0,27.6,171,61.8,78.0,7.7
192,151.2,128.8,3.9,22,227.1,346.3,27.4,173,64.9,77.9,7.8
184,141.6,129.0,3.8,25,226.4,346.5,27.3,182,66.1,77.8,7.7
177,137.2,128.8,3.6,27,217.6,346.7,27.4,192,62.3,77.9,7.7
163,138.1,128.9,3.5,31,208.2,347.6,27.6,201,57.7,78.0,7.8
158,128.5,128.7,3.4,31,210.7,346.8,27.4,203,57.2,78.1,7.8
144,121.2,127.8,3.4,30,224.6,346.8,27.3,205,54.9,78.1,7.7
132,114.2,127.3,2.9,32,216.8,347.5,27.4,211,52.5,78.2,7.7
116,107.5,126.6,2.7,33,221.0,347.5,27.5,205,50.9,78.4,7.7
99,104.9,126.3,2.7,35,205.8,347.2,27.3,202,50.3,78.5,7.7
101,103.2,126.6,2.3,37,204.8,346.8,27.2,187,46.4,78.6,7.6
101,99.7,126.7,2.1,43,192.9,345.8,27.0,170,42.5,78.8,7.6
104,101.3,127.4,1.9,44,194.4,345.9,27.0,146,37.3,78.8,7.6
100,104.0,127.1,1.4,47,182.5,346.1,27.0,125,37.8,78.8,7.6
104,107.2,126.5,1.5,50,172.3,345.5,26.9,105,35.5,79.1,7.6
115,104.8,126.5,1.7,48,171.4,345.0,26.6,89,34.5,79.7,7.6
120,105.5,127.3,1.7,48,165.2,345.0,26.7,69,38.0,80.4,7.6
129,105.2,126.7,1.8,47,156.0,344.9,26.6,54,43.7,80.4,7.5
144,104.4,126.6,1.9,46,148.1,345.2,26.8,44,48.7,79.9,7.6
155,106.4,127.0,2.0,42,152.9,344.4,26.6,33,36.6,79.8,7.4
174,109.4,127.1,2.0,40,144.4,344.0,26.5,21,44.0,80.2,7.6
187,109.9,127.1,2.1,38,141.6,343.8,26.6,17,66.2,80.5,7.4
199,111.9,127.3,2.2,34,142.8,344.6,26.9,18,57.6,81.1,7.0
218,112.1,127.4,2.3,31,138.7,344.6,26.9,20,56.3,81.3,6.9
224,116.3,127.5,2.3,31,115.6,344.6,26.9,23,64.7,81.4,6.9
238,118.8,127.4,2.5,28,105.3,345.5,27.1,29,57.3,81.6,6.8
259,119.6,127.4,2.5,24,98.8,345.1,27.2,33,57.4,81.7,6.8
269,122.6,127.3,2.6,19,113.8,346.7,27.7,36,51.3,81.7,7.1
282,125.3,127.3,2.7,17,121.9,345.6,27.6,39,51.7,81.6,7.0
295,129.2,127.2,2.8,15,146.2,346.6,27.8,36,40.7,81.9,7.3
307,132.0,127.0,2.9,15,156.7,346.3,27.8,36,45.2,82.1,7.3
322,134.3,127.0,3.0,15,177.5,344.7,27.3,32,48.4,82.0,7.7
329,138.5,126.8,3.0,15,183.4,343.7,26.9,29,70.3,82.2,7.9
349,139.5,126.9,3.2,14,187.7,343.4,26.8,34,58.2,82.2,8.0
355,143.2,126.7,3.3,14,177.4,343.4,26.8,37,71.0,82.0,8.3
369,143.1,126.6,3.4,14,175.9,343.4,26.8,38,80.7,82.1,8.3
372,147.8,126.9,3.5,14,174.3,343.4,26.8,47,66.4,82.0,7.6
360,152.8,126.7,3.5,15,162.8,342.4,26.4,60,79.7,81.9,7.4
358,154.0,126.5,3.6,15,163.9,340.8,26.0,72,85.0,81.9,7.0
361,146.7,126.4,3.8,16,177.6,338.5,25.3,90,89.8,81.8,6.9
345,140.6,126.3,3.9,16,191.0,338.5,25.3,108,94.5,82.0,6.9
340,139.3,126.8,4.0,17,216.8,339.0,25.6,133,81.5,81.9,6.7
306,144.3,126.8,4.1,18,222.6,338.6,25.3,164,77.2,81.9,6.7
280,143.6,126.9,4.2,19,221.8,339.1,25.5,191,78.6,81.9,6.7
261,140.9,126.7,4.3,23,227.5,340.0,25.8,217,73.5,81.7,6.6
248,134.8,127.3,4.4,26,244.5,340.9,26.2,217,76.8,81.6,6.4
241,129.4,127.5,4.4,28,252.2,340.7,26.0,226,71.9,81.4,6.3
214,131.5,127.1,4.5,35,226.3,341.9,26.5,254,62.6,81.3,6.3
185,134.4,126.9,4.6,35,229.2,341.9,26.5,259,60.8,81.1,6.2
162,129.1,126.8,4.4,39,214.9,342.7,26.6,274,59.7,80.8,6.1
161,118.4,126.8,4.0,40,220.9,343.0,26.6,289,53.1,80.6,6.1
145,111.7,126.3,3.9,43,208.3,343.5,26.7,293,52.8,80.6,6.0
133,110.0,126.3,3.7,46,192.2,343.8,26.8,304,47.9,80.6,6.1
117,104.2,125.8,3.5,47,189.8,344.4,27.0,297,45.7,80.7,6.0
109,102.6,126.0,3.6,47,193.3,344.6,27.0,283,42.3,80.8,6.0
111,101.4,125.9,3.2,50,194.2,344.8,26.9,268,37.7,81.0,6.0
108,100.2,126.1,3.0,51,195.0,345.4,27.1,244,36.7,81.1,5.9
110,102.7,126.7,2.5,52,192.0,345.9,27.2,227,32.9,81.2,5.9
110,101.8,127.6,2.7,54,187.7,346.2,27.1,186,31.7,81.2,6.0
112,101.6,128.4,2.6,54,176.4,346.2,27.1,155,32.3,81.4,5.9
121,102.0,127.3,2.2,52,173.0,346.1,26.9,129,32.8,81.4,6.0
127,103.1,127.0,2.0,49,165.4,345.9,26.9,115,35.4,81.4,6.1
124,103.0,127.3,2.0,48,155.5,345.8,26.8,101,40.4,81.1,6.4
124,102.8,127.9,2.0,49,140.5,345.9,26.9,90,45.7,80.8,6.7
115,108.7,127.9,1.9,45,135.8,346.7,27.1,89,46.6,80.3,6.9
118,106.6,127.6,1.9,42,133.1,346.5,27.1,84,48.4,80.2,7.3
129,103.4,127.1,2.0,42,116.1,346.5,27.1,82,48.8,79.8,7.5
131,106.0,128.1,2.0,34,128.7,346.4,27.0,78,51.4,79.3,7.8
137,108.8,127.6,2.0,31,134.0,346.1,27.0,79,47.1,79.4,7.8
142,110.7,127.6,2.2,29,130.4,346.7,27.2,77,48.6,79.5,7.8
141,114.8,127.7,2.3,25,148.4,347.5,27.7,78,50.6,79.3,7.9
142,117.7,127.7,2.4,25,152.3,348.3,28.1,80,47.4,79.7,7.8
140,121.1,127.7,2.5,21,174.8,348.2,28.2,76,52.4,79.9,7.6
148,121.2,127.8,2.4,22,174.8,348.5,28.1,77,52.8,80.1,7.6
143,122.6,126.7,2.6,22,169.2,348.4,28.1,75,58.5,80.2,7.7
143,126.2,126.7,2.5,20,193.9,349.0,28.4,79,54.7,80.3,7.8
141,127.9,127.0,2.5,20,196.7,349.0,28.6,82,55.3,80.5,7.7
142,124.3,126.6,2.7,20,200.9,349.1,28.6,89,56.4,80.8,7.8
147,124.0,126.8,2.7,19,204.7,349.1,28.6,85,58.0,81.0,7.7
143,126.9,126.5,2.9,19,210.2,349.1,28.6,82,58.8,81.4,7.6
145,124.9,126.6,2.9,19,225.0,349.0,28.5,84,62.6,81.7,7.4
148,125.0,126.4,2.9,20,217.1,349.1,28.6,88,58.5,81.9,7.3
143,114.9,126.3,2.9,21,208.0,349.1,28.6,89,70.8,82.2,7.2
143,108.8,126.6,3.1,23,200.4,349.1,28.6,96,67.9,82.2,7.2
138,109.2,126.7,3.0,26,194.4,349.2,28.6,100,63.9,82.2,7.2
144,108.4,127.5,2.7,27,201.7,349.4,28.7,92,62.8,82.3,7.3
139,108.3,127.2,2.6,28,195.1,349.4,28.7,94,60.8,82.1,7.1
135,110.5,128.1,2.5,28,196.5,349.4,28.7,93,63.5,82.0,7.0
133,109.4,128.6,2.3,27,191.2,349.4,28.7,108,58.0,81.8,6.9
126,111.9,128.8,2.1,28,190.0,349.4,28.6,111,58.5,81.6,6.7
129,109.7,128.8,1.9,27,204.2,349.2,28.4,109,57.2,81.5,6.5
131,109.8,128.9,1.9,29,210.5,349.2,28.4,94,53.7,81.5,6.5
144,111.7,129.2,1.8,30,206.4,349.2,28.4,88,47.4,81.6,6.5
162,112.5,129.2,1.8,34,195.2,349.2,28.3,78,43.6,81.7,6.4
167,115.8,129.1,2.0,35,181.8,349.2,28.3,70,39.6,81.7,6.5
178,117.2,129.9,2.1,35,173.6,349.8,28.5,61,43.1,81.6,6.4
187,116.5,129.6,2.2,32,172.1,349.8,28.4,55,51.1,81.6,6.5
195,117.1,129.8,2.2,30,161.1,349.9,28.4,58,54.3,81.5,6.7
206,114.9,129.5,2.4,29,160.4,349.9,28.4,48,58.1,81.5,6.6
209,116.7,129.5,2.4,30,157.3,350.0,28.3,47,69.3,81.6,6.6
211,119.3,129.5,2.6,30,151.9,349.9,28.3,51,64.6,81.5,6.6
220,116.4,129.5,2.5,28,155.2,350.1,28.2,57,72.5,81.6,6.5
219,118.5,129.0,2.7,27,145.6,350.1,28.2,68,68.8,81.7,6.6
213,118.5,129.4,2.9,24,140.3,350.0,28.3,82,75.7,81.7,6.6
220,118.8,128.9,3.1,23,147.8,350.1,28.3,94,64.9,81.8,6.7
228,119.7,128.6,3.2,23,148.8,350.2,28.7,100,64.2,81.7,6.7
232,122.5,128.5,3.3,22,152.3,350.3,28.8,105,61.8,81.5,6.7
234,126.7,128.8,3.5,21,167.7,350.4,28.7,107,55.9,81.5,6.7
241,127.2,128.2,3.4,22,184.1,350.3,28.8,101,57.2,81.4,6.7
243,129.5,127.9,3.4,26,194.8,350.6,29.1,101,55.8,81.1,6.7
244,131.1,128.0,3.5,26,210.1,350.7,29.0,90,59.8,81.1,6.6
254,128.8,127.8,3.5,28,208.3,350.5,29.2,84,63.8,80.9,6.7
262,128.3,127.7,3.6,30,206.6,350.7,29.3,77,62.4,80.5,6.4
268,129.1,127.7,3.5,31,208.2,350.7,29.3,70,65.3,80.6,6.5
276,129.8,127.6,3.5,32,213.4,350.7,29.2,55,62.2,80.0,6.7
282,133.8,127.6,3.4,33,198.6,350.6,29.2,57,63.1,79.9,6.7
291,133.6,127.6,3.5,32,201.9,350.5,29.3,55,57.4,79.8,6.9
290,134.0,127.8,3.4,32,201.7,350.5,29.3,62,63.4,79.7,7.0
305,133.8,127.2,3.4,35,178.8,350.4,29.5,67,61.9,80.0,7.1
309,130.1,127.3,3.4,36,184.1,350.4,29.7,62,80.2,79.9,7.1
320,126.8,127.3,3.5,37,185.3,350.4,29.7,62,79.6,80.1,7.0
317,128.3,127.2,3.4,38,194.8,350.3,29.7,63,80.9,80.1,7.2
328,125.0,127.4,3.5,40,211.6,350.2,29.8,51,87.5,80.2,7.3
331,124.9,127.2,3.5,43,195.9,350.3,29.7,52,85.8,80.5,7.1
328,124.1,127.1,3.5,43,191.0,350.0,29.8,62,79.7,80.7,7.1
332,126.6,127.0,3.5,45,178.6,350.0,29.8,71,68.5,80.9,7.0
333,122.9,126.8,3.6,44,172.4,350.0,29.9,83,74.4,81.1,7.1
331,126.1,127.2,3.7,42,167.6,350.0,29.8,95,62.4,81.1,6.9
333,125.0,126.8,3.7,41,163.9,350.0,29.8,109,64.1,81.3,6.9
323,130.4,126.7,3.7,42,166.3,350.0,29.8,114,53.1,81.3,6.8
322,134.0,126.6,3.8,41,173.1,350.0,29.6,114,50.5,81.3,6.8
327,135.2,126.7,3.8,39,192.3,350.1,29.4,105,53.4,81.2,6.8
320,137.4,126.8,3.9,38,203.0,350.0,29.3,107,56.7,81.1,6.7
312,141.7,126.9,3.8,37,212.5,350.1,29.1,106,56.8,81.1,6.8
306,144.1,126.4,3.8,40,213.0,350.3,29.1,113,57.1,80.9,6.8
310,145.4,126.5,3.8,39,220.5,350.2,29.0,117,51.2,80.8,6.8
306,149.4,126.4,3.8,41,215.5,350.3,29.0,125,46.7,80.8,6.8
295,156.3,126.5,3.7,43,206.0,350.3,29.1,127,49.2,80.7,6.8
292,157.5,126.1,3.8,47,198.9,350.3,29.1,127,47.8,80.5,6.7
282,159.7,125.9,3.9,51,190.6,350.3,29.0,115,56.7,80.6,6.7
282,160.2,125.9,4.0,52,192.3,350.3,29.0,106,58.6,80.9,6.7
303,155.1,126.0,3.9,52,202.1,350.2,29.0,85,53.6,81.0,6.9
308,160.1,126.3,3.8,52,195.8,350.2,29.1,75,48.5,81.4,6.9
317,160.5,126.1,3.9,52,181.1,350.3,29.2,63,59.1,81.6,6.9
320,161.5,126.1,4.0,49,176.2,350.3,29.3,62,62.0,81.7,6.7
323,160.7,126.1,3.9,47,175.4,350.3,29.3,67,67.3,82.0,6.8
327,158.3,126.0,3.9,47,169.1,350.3,29.4,68,74.1,82.2,6.9
331,154.2,126.3,3.8,49,156.5,350.3,29.4,77,74.7,82.4,7.0
331,154.6,126.4,3.8,44,161.0,350.2,29.3,83,69.9,82.4,7.0
310,159.8,126.5,3.7,42,160.4,350.4,29.3,98,73.2,82.4,7.1
304,160.2,126.5,3.6,43,168.0,350.6,29.5,108,67.4,82.5,7.1
294,160.0,126.8,3.5,42,179.7,350.7,29.6,100,71.4,82.7,7.2
283,159.2,127.2,3.4,40,191.2,350.6,29.6,114,61.6,82.8,7.2
268,157.4,127.5,3.2,43,191.4,350.6,29.6,119,61.8,82.6,7.2
244,163.9,127.7,3.1,39,222.6,350.7,29.4,128,58.5,82.5,7.2
241,155.6,127.6,3.1,39,232.3,350.5,29.4,135,57.9,82.5,7.2
227,151.1,127.8,3.1,44,245.5,350.5,29.4,133,52.2,82.3,7.2
223,153.5,127.3,3.0,45,248.5,350.6,29.4,113,57.1,82.2,7.3
225,149.7,127.5,3.0,51,237.9,350.6,29.3,107,50.3,81.9,7.2
211,155.1,127.7,3.0,53,233.6,350.7,29.3,92,56.3,81.5,7.4
203,150.0,127.1,3.1,54,228.9,350.7,29.3,93,61.2,81.4,7.4
200,150.1,126.6,3.0,59,205.2,350.5,29.3,98,60.0,81.3,7.4
196,152.2,126.2,3.1,57,205.8,350.4,29.2,94,56.1,81.1,7.3
197,151.4,125.3,3.0,61,190.0,350.4,29.2,96,53.3,81.1,7.2
198,151.4,124.4,3.1,62,187.1,350.3,29.1,86,51.7,81.2,7.1
208,149.9,124.5,3.0,62,185.1,350.2,29.1,78,51.1,80.7,7.1
207,152.5,124.3,3.2,58,187.0,350.2,29.1,82,49.8,80.4,7.1
200,158.2,124.5,3.0,54,186.4,350.1,29.1,85,49.5,80.1,7.0
202,154.4,124.5,3.1,56,166.6,350.1,29.1,94,56.6,79.9,7.1
199,154.6,124.1,3.3,52,173.5,349.9,29.1,87,54.8,79.5,7.0
209,149.0,124.1,3.3,51,173.7,349.8,29.1,87,50.8,79.1,7.1
209,145.2,124.2,3.4,46,193.4,349.7,29.2,81,52.0,78.5,7.1
214,143.2,124.4,3.5,45,201.2,349.6,29.1,79,40.4,78.2,7.2
214,144.0,124.9,3.5,47,189.3,349.7,29.2,71,46.7,78.1,7.1
229,143.3,125.4,3.4,53,178.2,349.9,29.3,60,34.2,77.7,7.0
245,142.1,125.3,3.5,47,191.4,350.0,29.4,47,33.8,77.3,6.9
253,146.9,125.5,3.4,44,192.4,350.1,29.5,32,35.8,77.9,6.7
274,146.3,125.5,3.5,43,191.2,350.3,29.6,28,32.5,78.2,6.7
292,148.6,125.3,3.5,41,193.6,350.4,29.7,20,25.1,77.5,6.6
307,151.9,125.2,3.5,41,182.3,350.4,29.7,15,24.6,77.6,6.5
316,157.0,125.4,3.5,39,179.7,350.5,29.8,10,36.7,77.7,6.4
338,157.8,125.3,3.6,36,181.1,350.6,29.8,9,31.4,78.3,6.5
353,161.1,125.4,3.6,35,174.0,350.7,29.8,8,43.5,79.7,6.3
369,163.4,125.4,3.6,33,173.3,350.6,29.9,9,61.9,80.4,6.2
381,168.7,125.4,3.6,31,174.6,350.6,30.0,8,78.9,81.7,5.9
