grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
37,77.3,126.9,0.0,8,281.8,321.4,22.5,27,29.0,28.6,8.8
31,85.2,127.1,0.2,8,275.4,321.4,22.5,39,27.8,32.9,8.0
23,87.0,126.2,0.4,9,249.3,322.6,21.9,45,32.6,38.1,8.3
18,97.0,126.4,0.3,12,219.7,323.9,21.6,42,31.5,40.3,8.6
22,95.8,125.9,0.5,12,211.2,323.9,21.6,38,28.3,42.5,8.3
23,87.4,124.7,0.9,12,193.4,323.9,21.6,39,29.7,44.8,8.4
22,90.7,127.5,1.1,12,177.3,323.9,21.6,38,30.4,46.6,8.0
29,88.6,126.8,0.9,12,171.4,323.9,21.6,35,32.0,47.0,7.9
42,83.9,128.1,0.8,12,157.8,323.9,21.6,32,38.8,50.5,7.9
53,90.0,129.0,0.6,11,160.2,323.9,20.9,33,39.2,47.1,7.8
53,95.6,131.2,0.7,11,146.3,323.9,20.9,37,39.1,44.9,7.6
58,97.6,131.7,0.9,11,139.3,323.9,20.9,43,32.7,44.5,7.6
62,101.4,131.8,0.9,11,153.5,325.2,20.3,36,39.0,44.3,7.9
73,100.4,129.9,1.2,11,164.1,325.2,20.3,31,39.5,46.6,8.3
91,96.1,130.0,1.2,11,160.2,325.2,20.3,31,44.8,44.2,8.2
104,95.0,129.9,1.4,10,177.6,326.6,20.1,32,47.8,44.3,7.9
109,95.9,129.1,1.6,10,188.6,326.6,20.1,32,50.4,43.7,7.4
121,99.3,129.1,1.7,10,205.4,327.4,19.3,34,45.0,46.1,7.4
128,99.0,128.6,1.7,11,186.7,327.4,19.6,43,45.3,44.7,7.2
137,96.4,128.3,2.0,11,192.0,329.0,19.2,53,46.5,42.9,6.9
142,99.2,127.7,2.0,10,202.4,330.2,19.0,64,45.4,42.9,7.0
151,100.9,128.0,2.0,11,192.4,330.5,18.8,85,37.2,42.2,7.0
148,103.8,127.3,2.2,11,204.7,330.5,18.8,98,35.1,41.3,7.0
155,102.8,127.4,2.6,13,204.6,330.7,18.8,106,31.1,40.9,7.0
156,105.4,127.8,2.6,13,211.2,330.7,18.8,105,32.5,40.1,7.0
153,108.8,127.8,2.6,14,208.0,330.5,19.0,111,32.8,39.9,6.9
153,112.5,128.0,2.5,16,196.0,330.8,18.9,115,33.8,40.8,7.0
146,111.4,128.3,2.6,16,192.6,330.8,18.9,130,37.0,41.6,7.0
137,110.0,128.3,2.8,17,185.6,330.8,18.8,139,40.7,42.5,7.1
126,110.6,128.0,2.7,17,178.2,330.8,18.8,155,40.2,43.0,7.2
108,114.5,128.1,2.4,18,177.3,330.9,19.1,163,41.0,44.2,7.2
94,114.3,128.5,2.6,18,178.3,330.9,19.1,175,38.9,45.4,7.4
77,118.8,128.6,2.0,19,186.2,331.0,19.3,181,37.4,46.3,7.5
61,113.5,129.9,1.6,20,185.0,331.2,19.2,180,39.0,47.0,7.6
55,108.6,128.3,1.8,22,190.1,331.3,19.5,182,35.7,47.3,7.5
46,102.8,128.6,1.2,25,190.9,331.4,19.1,163,37.0,47.6,7.6
51,96.4,128.3,1.5,25,199.4,332.1,19.4,145,36.0,48.5,7.6
47,100.4,127.2,1.4,25,199.0,332.1,19.4,130,35.1,48.5,7.5
47,101.2,128.5,1.5,24,197.2,332.4,19.2,119,34.5,48.3,7.5
56,93.9,128.1,1.7,26,184.3,332.4,19.0,116,33.5,49.3,7.6
50,94.5,127.0,2.0,25,185.8,332.6,18.9,96,35.5,49.6,7.5
57,96.0,127.9,1.7,24,190.9,332.6,18.9,84,35.3,50.2,7.3
61,98.5,128.7,1.8,24,189.0,332.6,18.9,74,33.7,51.6,7.4
72,98.4,128.8,1.9,23,196.6,332.7,18.8,70,30.8,51.0,7.4
93,94.7,129.2,1.9,24,191.0,332.6,18.7,51,33.0,50.8,7.2
100,100.1,129.2,1.9,24,185.6,332.6,18.7,46,29.8,50.6,7.1
114,101.0,128.7,2.0,24,178.0,332.6,18.7,39,22.9,48.9,6.9
127,102.5,128.3,2.1,25,164.3,332.6,18.6,28,31.6,48.8,6.7
144,102.7,128.4,2.1,24,158.7,332.7,18.7,27,32.8,50.1,6.8
155,106.9,128.5,2.2,22,159.3,332.6,18.5,23,41.1,48.4,6.5
170,108.4,128.0,2.3,21,153.4,332.5,18.2,26,43.9,47.5,6.5
179,112.0,128.1,2.4,20,153.7,332.5,18.2,27,48.2,46.5,6.3
192,112.0,128.4,2.6,19,153.1,332.5,17.8,29,49.4,46.5,6.3
207,113.6,128.2,2.7,19,148.2,332.5,17.8,29,52.8,46.9,6.3
232,112.9,128.4,2.8,18,148.1,332.5,17.7,28,50.6,47.9,6.5
237,117.3,128.4,2.8,19,140.2,332.6,17.7,31,52.8,47.2,6.6
246,119.5,128.0,3.0,19,139.4,332.7,17.7,38,55.0,47.5,6.5
252,122.4,128.2,3.1,19,135.5,332.7,17.7,39,64.7,46.9,6.5
259,124.1,128.2,3.2,18,158.4,332.8,17.7,37,71.3,46.0,6.3
271,126.3,127.9,3.2,17,157.4,332.9,17.9,38,69.7,47.8,6.5
286,125.7,127.8,3.3,18,145.3,332.9,17.8,49,61.3,48.7,6.6
288,124.7,127.5,3.4,16,157.8,332.8,17.5,67,63.0,48.3,6.6
276,127.2,127.5,3.4,15,173.7,333.0,17.4,88,64.5,48.0,6.5
259,128.0,127.1,3.5,15,179.2,333.0,17.4,119,59.1,47.9,6.5
242,128.7,127.3,3.6,16,191.5,332.7,17.6,139,60.7,47.2,6.5
228,124.3,126.7,3.7,18,193.9,332.7,17.5,165,62.4,47.5,6.5
210,127.1,126.7,3.8,20,196.1,332.8,17.5,188,55.2,47.9,6.4
196,123.4,126.8,4.1,20,207.7,332.7,17.4,213,52.9,47.7,6.3
182,125.0,127.1,4.2,22,217.3,332.6,17.5,234,49.7,47.6,6.3
156,123.1,127.8,4.2,24,224.7,332.6,17.5,242,50.9,47.9,6.3
142,120.2,127.3,4.3,27,225.5,332.6,17.4,263,48.4,48.3,6.4
129,110.1,128.1,4.4,30,229.7,332.4,17.4,271,46.4,48.8,6.4
117,110.1,128.2,4.4,35,226.4,332.4,17.4,275,41.6,48.6,6.4
115,106.2,130.0,4.1,37,230.6,332.3,17.4,265,37.6,48.4,6.3
108,107.7,131.0,4.1,39,232.4,332.3,17.4,253,35.1,48.1,6.2
107,110.4,130.5,4.0,43,229.6,332.3,17.3,234,31.6,47.9,6.1
120,108.6,129.6,3.7,45,224.0,332.3,17.4,202,31.1,47.4,6.0
131,104.9,129.4,3.6,46,223.0,332.3,17.4,175,29.0,47.2,5.9
137,108.5,129.0,3.5,50,212.2,332.2,17.3,152,27.6,46.5,5.8
147,107.2,128.6,3.3,52,207.9,332.2,17.3,128,29.6,45.6,5.8
149,108.2,128.6,3.2,53,202.2,332.1,17.2,115,33.8,46.1,5.9
156,106.6,128.6,3.0,55,194.2,332.1,17.2,107,35.3,46.3,6.0
161,106.7,128.3,2.6,56,184.6,332.1,17.2,99,38.2,45.8,6.2
158,103.1,127.8,2.6,58,174.0,332.2,17.2,103,42.0,46.5,6.3
163,103.7,127.1,2.6,58,163.8,332.2,17.2,102,42.6,46.9,6.5
160,107.8,127.1,2.3,59,154.3,332.2,17.2,107,41.0,47.3,6.5
166,107.5,126.4,2.2,58,152.2,332.3,17.2,117,37.0,46.4,6.4
169,111.9,127.1,2.1,57,149.5,332.3,17.2,117,34.0,45.8,6.3
168,115.7,127.6,1.9,54,153.8,332.3,17.1,117,31.5,46.0,6.3
179,117.6,127.6,2.0,51,151.5,332.2,17.1,107,29.7,45.3,6.2
189,121.9,127.9,2.1,51,143.6,332.2,17.1,102,23.5,44.7,6.1
204,123.7,128.0,2.1,48,141.8,332.2,17.1,98,20.3,44.1,6.0
219,126.7,128.3,2.3,47,132.1,332.2,17.1,79,18.3,43.5,5.9
234,128.3,128.4,2.4,44,127.4,332.1,17.1,65,19.4,42.2,5.7
243,133.5,128.5,2.5,41,122.8,332.1,17.0,59,19.5,42.1,5.6
252,136.2,128.7,2.6,37,122.1,332.2,17.0,48,25.8,42.5,5.6
265,136.2,128.5,2.7,33,123.6,332.1,17.0,42,35.0,41.9,5.5
280,137.9,128.7,2.8,33,112.4,332.1,17.0,39,37.6,41.8,5.5
284,141.9,128.9,2.9,32,102.9,332.1,17.0,44,42.1,41.6,5.5
292,142.4,129.1,3.0,29,100.8,332.1,16.9,54,51.6,41.4,5.5
292,147.5,128.9,3.1,24,119.1,332.0,16.8,67,42.8,41.1,5.4
305,147.0,129.0,3.1,22,121.0,332.0,16.9,74,43.1,41.1,5.4
310,151.0,129.1,3.2,20,123.9,332.0,17.0,80,43.2,40.9,5.4
317,153.9,129.1,3.3,20,118.4,332.0,17.0,89,42.1,40.9,5.4
317,159.4,129.2,3.3,20,115.7,332.0,16.9,99,36.5,40.8,5.5
323,161.1,129.5,3.4,19,127.1,332.0,16.9,101,38.4,40.6,5.5
322,163.6,129.5,3.5,16,151.5,331.9,16.9,103,43.7,40.6,5.6
322,168.4,129.5,3.6,18,149.6,331.9,16.8,113,37.8,40.4,5.7
324,171.3,129.3,3.6,16,178.3,331.8,16.8,125,32.8,40.3,5.8
323,171.6,129.0,3.8,16,197.6,331.8,16.8,126,37.3,40.2,5.8
325,175.0,129.2,3.8,17,196.5,331.9,16.8,133,37.9,40.1,5.9
329,176.8,129.1,3.8,18,189.4,331.8,16.7,128,41.5,39.9,6.0
325,181.1,129.1,3.9,18,187.4,331.8,16.7,132,39.7,39.9,6.1
