year,lat,long,name,energy
1,7,-1,debris,50.0
1,1,9,rabbit,54.0
1,2,0,debris,44.0
1,1,-1,rabbit,73.0
1,-5,-11,debris,-5.0
1,0,-3,rabbit,52.0
1,0,4,rabbit,95.6
1,-4,1,rabbit,64.5
1,-1,-1,rabbit,87.0
1,0,5,debris,23.0
1,-1,1,debris,20.0
1,0,-9,debris,35.0
1,6,3,wolf,337.5
1,13,0,rabbit,78.0
1,-3,-1,grass,85.0
1,2,-2,rabbit,14.0
1,2,7,grass,72.0
1,2,-4,debris,68.0
1,7,0,debris,32.0
1,9,-3,rabbit,84.0
1,4,0,rabbit,119.0
1,-1,3,rabbit,75.8
1,0,0,rabbit,38.0
1,2,3,debris,52.0
1,3,2,debris,31.0
1,4,11,grass,60.0
1,9,3,debris,14.0
1,1,-5,rabbit,82.0
1,0,6,debris,73.0
1,-5,0,rabbit,57.2
1,4,-9,debris,68.0
1,2,5,debris,22.0
1,8,3,debris,73.0
1,1,1,debris,62.0
1,0,-6,debris,7.0
1,-10,3,rabbit,40.0
1,1,-2,debris,28.0
1,-8,-1,rabbit,54.0
1,3,13,rabbit,41.0
1,0,3,debris,33.0
1,1,-16,debris,73.0
1,-6,-5,debris,35.0
1,-6,12,debris,60.0
1,-3,3,debris,38.0
1,2,4,debris,42.0
1,11,3,grass,66.0
1,1,-6,rabbit,68.0
1,5,1,grass,104.0
1,-1,6,debris,50.0
1,0,-5,rabbit,57.0
1,2,-1,debris,38.0
1,12,-8,rabbit,87.0
1,-5,-6,debris,9.0
1,-1,10,rabbit,60.0
1,1,-4,rabbit,113.8
1,-3,5,rabbit,73.8
1,-6,8,rabbit,105.0
1,-3,-5,debris,45.0
1,-2,6,rabbit,100.8
1,-3,9,debris,15.0
1,-4,-1,debris,34.0
1,-10,-1,rabbit,30.0
1,-2,2,rabbit,86.0
1,0,11,rabbit,56.0
1,-1,0,debris,39.0
1,3,6,debris,38.0
1,1,0,debris,62.0
1,-4,-4,debris,66.0
1,3,-6,debris,85.0
1,-2,-3,rabbit,67.0
1,-1,11,rabbit,110.6
1,0,2,debris,21.0
1,-9,-2,rabbit,105.0
1,10,-3,debris,50.0
1,6,-4,debris,39.0
1,7,5,debris,51.0
1,-4,-3,debris,32.0
1,-7,6,debris,62.0
1,-3,-8,grass,116.0
2,7,-1,debris,60.0
2,2,0,debris,54.0
2,-5,-11,debris,5.0
2,-1,4,rabbit,64.8
2,2,-6,rabbit,76.0
2,-1,-3,rabbit,56.0
2,-2,-1,rabbit,69.0
2,4,1,rabbit,77.8
2,0,5,debris,33.0
2,-1,1,debris,30.0
2,0,-9,debris,45.0
2,7,3,wolf,329.5
2,-9,0,rabbit,5.0
2,-1,5,rabbit,85.2
2,-3,-1,grass,95.0
2,2,7,grass,82.0
2,2,-4,debris,78.0
2,7,0,debris,42.0
2,4,0,rabbit,59.5
2,-1,3,rabbit,68.0
2,13,-8,rabbit,75.0
2,2,3,debris,62.0
2,3,2,debris,41.0
2,4,11,grass,70.0
2,0,1,rabbit,17.0
2,9,3,debris,24.0
2,1,-5,rabbit,63.0
2,-5,1,rabbit,41.2
2,0,6,debris,83.0
2,4,-9,debris,78.0
2,2,5,debris,32.0
2,8,3,debris,83.0
2,1,1,debris,72.0
2,-7,-1,rabbit,49.0
2,0,-6,debris,17.0
2,1,-2,debris,38.0
2,0,3,debris,43.0
2,1,-16,debris,36.5
2,12,0,rabbit,68.0
2,-6,-5,debris,45.0
2,-6,12,debris,70.0
2,-2,4,rabbit,56.8
2,-3,3,debris,48.0
2,2,4,debris,52.0
2,11,3,grass,76.0
2,-6,9,rabbit,83.0
2,5,1,grass,114.0
2,0,-4,rabbit,35.0
