wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa,grassNum,grassEn,grassRe,grassFa
1,123.0,336.0,7.0,8,149.4,166.4,5.4,25,78.0,132.4,0.0
1,116.0,336.0,7.0,12,133.2,171.2,5.4,22,88.0,130.7,0.0
1,109.0,336.0,7.0,14,128.8,171.2,5.4,20,95.6,132.0,0.0
1,102.0,336.0,7.0,15,125.6,172.5,5.5,22,103.5,131.0,0.0
1,95.0,336.0,7.0,17,126.0,172.5,5.5,28,102.3,129.9,0.4
1,88.0,336.0,7.0,20,116.5,173.2,5.6,39,95.3,131.8,0.9
1,81.0,336.0,7.0,22,133.9,174.3,5.7,44,96.6,131.3,0.9
1,74.0,336.0,7.0,27,135.3,175.2,5.7,50,97.7,132.6,0.8
1,67.0,336.0,7.0,34,135.2,175.9,5.7,54,96.1,130.8,0.8
1,142.3,336.0,7.0,39,135.0,178.0,5.9,62,95.9,130.0,0.8
1,135.3,336.0,7.0,46,136.8,178.4,6.0,64,93.7,129.9,1.0
1,128.3,336.0,7.0,53,136.9,179.7,6.1,69,94.3,129.3,1.1
1,223.2,336.0,7.0,65,133.4,179.8,6.1,65,93.3,129.4,1.5
1,216.2,336.0,7.0,73,133.5,179.6,6.1,61,96.0,128.1,1.6
1,279.6,336.0,7.0,84,132.0,180.1,6.2,63,93.7,127.8,1.9
1,272.6,336.0,7.0,90,132.5,180.0,6.2,62,96.3,126.5,2.0
1,265.6,336.0,7.0,103,129.8,179.9,6.1,57,97.5,126.8,1.9
1,258.6,336.0,7.0,118,128.3,179.9,6.1,49,98.2,126.7,1.9
1,251.6,336.0,7.0,129,128.9,180.7,6.1,36,96.2,126.3,2.2
1,244.6,336.0,7.0,141,124.7,181.3,6.1,35,93.8,125.1,2.1
1,237.6,336.0,7.0,148,123.7,181.6,6.1,34,83.5,128.3,2.1
1,249.3,336.0,7.0,154,120.8,181.9,6.0,29,88.2,127.6,2.3
1,324.3,336.0,7.0,155,118.6,181.7,6.0,33,90.5,129.2,2.1
1,400.2,336.0,7.0,158,117.1,181.8,6.0,29,93.9,130.7,2.1
2,160.1,335.7,7.2,163,115.6,181.4,6.0,28,88.3,128.8,2.9
2,168.7,335.7,7.2,171,112.8,181.3,6.0,23,95.3,127.7,2.9
2,201.9,335.7,7.2,173,109.8,181.0,6.0,23,92.1,126.5,2.6
2,284.0,335.7,7.2,176,105.0,180.7,6.0,26,90.2,128.4,2.5
3,168.5,334.9,6.9,176,105.7,180.5,6.0,25,89.4,128.2,1.6
3,188.4,334.9,6.9,181,103.8,180.4,6.0,23,97.5,127.5,1.5
