wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa,grassNum,grassEn,grassRe,grassFa
3,293.0,385.7,8.3,16,90.8,106.0,6.1,41,71.5,127.8,0.0
3,311.2,385.7,8.3,20,84.2,108.1,6.5,37,79.4,127.5,0.0
4,264.2,387.1,9.3,24,86.4,110.1,6.8,29,89.3,128.2,0.2
4,279.4,387.1,9.3,26,85.2,112.6,6.6,26,96.6,128.4,0.4
4,291.7,387.1,9.3,31,79.7,111.4,6.9,22,104.4,127.8,0.7
4,294.4,387.1,9.3,33,76.9,113.8,6.6,22,108.6,127.6,0.9
4,322.8,387.1,9.3,31,69.0,114.0,6.8,28,100.1,127.3,1.5
5,279.7,387.8,9.8,30,66.3,115.0,6.7,35,93.0,128.1,1.7
5,272.6,387.8,9.8,29,68.6,115.8,6.6,42,88.3,128.5,1.9
5,282.4,387.8,9.8,30,63.5,113.7,6.3,51,91.6,128.4,1.8
6,268.9,385.9,9.0,28,77.1,112.4,5.9,46,99.7,127.5,1.5
6,285.4,385.9,9.0,30,71.7,112.9,5.8,47,102.7,127.0,1.7
7,263.0,386.8,9.5,32,79.0,113.3,5.9,51,96.3,126.9,2.2
7,256.9,386.8,9.5,42,73.6,112.7,5.8,50,99.3,125.7,2.4
7,247.4,386.8,9.5,50,74.2,112.7,5.9,48,99.1,125.7,2.4
7,237.9,386.8,9.5,59,72.1,112.6,6.0,52,90.7,126.6,2.5
7,237.5,386.8,9.5,59,76.3,112.8,5.9,48,92.9,126.4,2.5
7,228.0,386.8,9.5,65,72.2,112.4,5.9,50,96.6,127.3,2.3
7,226.1,386.8,9.5,70,72.0,113.1,6.0,49,94.4,125.6,2.8
7,234.6,386.8,9.5,75,68.5,112.8,6.0,48,96.2,124.3,3.0
9,204.5,386.1,9.5,81,67.7,112.0,6.0,43,95.0,124.0,2.5
9,208.0,386.1,9.5,89,67.3,112.4,5.9,37,95.9,126.5,2.3
9,203.1,386.1,9.5,100,65.0,112.4,5.8,31,96.4,127.1,2.3
9,226.1,386.1,9.5,102,65.0,112.6,5.8,21,93.9,132.1,1.7
10,254.1,384.9,9.1,101,61.8,113.9,5.7,12,94.9,130.8,1.7
11,259.3,384.1,8.7,98,57.0,114.1,5.7,14,92.6,132.4,1.1
13,241.8,385.2,9.4,89,59.3,114.6,5.7,9,99.3,133.6,0.6
13,265.9,385.2,9.4,80,54.3,113.2,5.6,13,92.7,132.6,0.8
14,271.9,385.8,9.6,72,50.1,112.5,5.6,11,91.8,132.5,0.5
14,274.9,385.8,9.6,65,51.1,112.2,5.5,13,88.2,130.1,0.0
15,272.7,385.1,9.3,61,46.6,111.6,5.5,11,95.7,129.6,0.0
16,267.4,384.5,9.0,53,41.4,112.1,5.4,19,89.8,130.2,0.3
16,262.9,384.5,9.0,50,40.8,112.4,5.4,17,95.8,128.8,0.3
16,263.9,384.5,9.0,41,40.7,112.1,5.4,26,87.0,127.7,1.0
17,257.1,384.8,9.2,36,42.2,110.3,5.4,24,96.5,127.4,1.0
18,241.2,384.3,9.0,33,49.3,109.2,5.4,25,103.9,126.4,1.0
18,237.5,384.3,9.0,30,48.3,108.5,5.4,29,105.0,126.6,1.2
18,235.3,384.3,9.0,27,49.6,108.8,5.4,39,89.9,125.5,1.7
18,231.0,384.3,9.0,24,49.6,109.9,5.4,45,91.4,126.1,1.9
18,231.4,384.3,9.0,19,54.2,108.3,5.4,53,94.2,126.0,1.9
18,222.4,384.3,9.0,20,55.5,108.8,5.4,58,97.5,126.2,1.9
18,215.6,384.3,9.0,20,57.4,109.3,5.4,64,95.6,126.3,2.3
18,206.6,384.3,9.0,20,57.3,110.1,5.4,75,99.4,126.3,2.2
18,204.5,384.3,9.0,20,54.8,109.5,5.4,82,101.1,126.2,2.3
18,205.8,384.3,9.0,15,71.9,110.4,5.5,88,100.0,126.4,2.6
18,201.4,384.3,9.0,16,66.4,110.0,5.4,102,99.7,126.7,2.7
18,194.8,384.3,9.0,17,63.3,111.6,5.4,111,100.7,126.6,2.9
18,189.5,384.3,9.0,17,84.3,111.6,5.4,112,104.5,126.6,2.8
18,183.0,384.3,9.0,24,70.9,112.3,5.4,123,107.0,126.6,2.8
18,178.6,384.3,9.0,28,86.6,113.1,5.3,122,109.6,125.9,2.8
17,180.2,383.9,8.7,33,89.1,113.3,5.4,127,110.6,125.5,3.0
18,189.6,383.4,8.6,32,88.4,114.2,5.5,134,109.0,125.9,3.0
19,189.6,383.0,8.4,36,85.8,113.9,5.6,136,109.9,126.0,3.2
19,205.9,383.0,8.4,31,79.9,114.0,5.6,146,109.9,125.9,3.3
22,189.6,382.0,8.0,34,87.1,113.5,5.6,152,111.2,125.4,3.3
22,208.1,382.0,8.0,31,81.5,114.4,5.4,154,116.1,125.4,3.4
23,206.6,381.7,7.9,36,89.5,114.6,5.3,148,120.2,125.5,3.4
24,210.3,381.4,7.8,35,98.7,113.7,5.3,154,118.7,125.8,3.4
25,202.8,381.8,7.9,47,88.1,113.2,5.4,160,119.4,126.4,3.5
24,207.5,381.3,7.8,54,94.0,113.1,5.4,154,122.4,126.6,3.5
23,217.7,380.9,7.6,66,94.9,113.1,5.4,149,122.2,126.5,3.7
23,233.4,380.9,7.6,72,96.0,113.0,5.4,142,120.5,126.4,3.7
24,240.1,380.7,7.5,81,96.6,113.0,5.5,132,118.4,126.4,3.8
26,249.8,381.1,7.7,81,95.0,113.5,5.4,128,119.3,126.9,3.8
28,257.0,381.3,7.7,84,93.1,112.7,5.4,123,115.5,127.6,3.9
32,256.1,381.2,7.6,77,91.7,112.5,5.4,122,114.4,127.9,3.8
