wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa,grassNum,grassEn,grassRe,grassFa
1,197.0,363.0,5.0,5,58.8,75.8,5.0,32,79.7,125.8,0.0
1,227.6,363.0,5.0,6,64.6,76.3,5.0,29,88.2,125.8,0.0
1,248.5,363.0,5.0,7,64.4,78.5,5.0,28,95.1,125.7,0.2
1,243.5,363.0,5.0,8,65.3,78.4,5.1,29,102.2,125.8,0.3
1,238.5,363.0,5.0,10,61.6,78.2,5.0,34,99.0,126.0,1.0
1,233.5,363.0,5.0,15,56.8,78.0,5.1,38,97.8,125.9,1.2
1,228.5,363.0,5.0,17,66.2,78.1,5.2,48,92.1,126.1,1.3
1,223.5,363.0,5.0,22,60.2,78.0,5.2,57,94.9,125.7,1.1
1,253.3,363.0,5.0,25,62.0,77.9,5.2,65,95.6,125.8,1.2
1,341.6,363.0,5.0,29,54.7,77.9,5.3,82,90.1,126.1,1.5
2,191.4,362.6,5.0,34,55.7,78.0,5.3,88,93.5,125.4,1.5
2,206.7,362.6,5.0,40,60.9,77.9,5.2,96,93.3,125.3,1.7
2,209.9,362.6,5.0,51,58.1,78.0,5.2,103,95.9,126.0,1.8
2,204.9,362.6,5.0,70,55.2,78.0,5.2,102,98.6,126.5,2.1
2,247.1,362.6,5.0,82,63.1,78.0,5.2,89,98.8,126.5,2.2
2,280.8,362.6,5.0,103,56.3,77.9,5.2,91,98.8,126.3,2.3
3,205.7,363.4,5.1,127,60.9,77.9,5.3,67,98.1,125.4,2.7
3,243.3,363.4,5.1,159,56.4,77.7,5.3,52,96.6,125.3,2.5
4,224.4,363.5,5.1,178,54.5,77.7,5.3,38,88.0,125.6,2.7
4,244.0,363.5,5.1,196,51.2,77.7,5.3,25,93.7,125.8,2.4
4,266.0,363.5,5.1,211,47.5,77.7,5.3,18,92.1,127.9,2.3
4,301.6,363.5,5.1,212,44.1,77.7,5.4,20,88.5,126.9,2.0
4,328.1,363.5,5.1,221,40.1,77.7,5.4,19,90.3,127.7,2.1
7,210.6,363.3,5.1,222,37.5,77.6,5.4,15,90.3,131.5,2.3
7,233.4,363.3,5.1,218,35.4,77.6,5.4,11,94.2,133.9,1.8
7,256.3,363.3,5.1,212,32.9,77.6,5.4,6,99.6,139.9,1.7
8,253.2,363.2,5.1,197,31.3,77.5,5.3,7,95.4,127.7,0.7
8,276.5,363.2,5.1,178,29.4,77.6,5.4,14,67.3,130.0,0.7
8,286.1,363.2,5.1,161,28.9,77.6,5.4,13,78.5,133.2,0.0
8,308.2,363.2,5.1,138,28.3,77.5,5.4,18,83.5,128.4,0.0
11,225.5,363.3,5.1,125,31.1,77.3,5.4,12,100.2,130.0,0.0
11,232.2,363.3,5.1,103,32.6,77.7,5.3,15,98.9,129.7,0.0
11,249.9,363.3,5.1,88,31.4,77.7,5.3,23,84.0,127.3,0.7
11,255.1,363.3,5.1,79,33.3,77.7,5.3,23,89.8,129.6,0.4
11,256.9,363.3,5.1,76,34.2,77.8,5.3,25,92.8,128.4,0.2
12,242.3,363.3,5.1,70,39.3,77.8,5.3,28,90.3,132.1,0.4
12,250.5,363.3,5.1,73,37.7,77.7,5.3,26,98.9,132.9,0.2
12,256.2,363.3,5.1,65,39.2,77.8,5.2,31,99.8,130.8,0.3
13,238.1,363.3,5.1,63,42.1,77.9,5.3,34,96.7,131.2,0.7
13,247.0,363.3,5.1,56,43.5,78.0,5.3,40,100.7,131.1,0.8
13,258.7,363.3,5.1,49,47.6,78.0,5.2,44,100.9,129.9,0.8
15,235.8,363.0,5.1,53,44.8,78.0,5.3,47,102.0,129.9,0.7
15,245.9,363.0,5.1,47,49.5,78.0,5.2,50,98.2,129.3,1.1
15,248.9,363.0,5.1,47,53.8,78.1,5.2,52,96.8,129.0,1.4
15,258.5,363.0,5.1,48,48.2,78.1,5.2,58,96.6,129.2,1.5
15,273.2,363.0,5.1,43,51.0,78.2,5.3,62,100.1,128.9,1.3
