year,lat,long,name,energy
1,1,-8,rabbit,53.0
1,2,11,rabbit,57.5
1,0,16,rabbit,83.0
1,11,-1,wolf,294.0
1,-10,-1,rabbit,79.0
1,0,-7,grass,89.0
1,3,0,rabbit,92.0
1,0,4,rabbit,111.1
1,7,2,rabbit,62.0
1,1,-1,rabbit,81.0
1,-4,0,rabbit,59.5
1,1,12,rabbit,115.2
1,-5,-1,rabbit,101.0
1,-1,8,rabbit,88.0
1,5,-3,rabbit,63.0
1,-1,1,rabbit,117.1
1,1,2,rabbit,53.0
1,-1,0,rabbit,59.5
1,0,0,rabbit,83.0
1,2,-13,rabbit,47.0
1,7,1,rabbit,53.0
1,4,8,rabbit,95.0
1,1,3,rabbit,105.9
1,-4,-5,debris,48.0
1,1,4,rabbit,54.0
1,1,-9,rabbit,103.6
1,-3,0,rabbit,117.9
1,-4,-7,rabbit,131.0
1,4,-2,rabbit,128.2
1,3,-2,rabbit,81.2
1,-2,12,rabbit,85.0
1,4,5,grass,65.0
1,-5,-8,rabbit,64.5
1,-6,0,rabbit,49.5
1,3,-3,rabbit,40.5
2,2,0,rabbit,76.0
2,-2,0,rabbit,106.1
2,-11,-2,rabbit,66.0
2,-4,-9,rabbit,59.5
2,1,11,rabbit,109.9
2,1,5,rabbit,103.1
2,6,1,rabbit,48.0
2,3,-4,rabbit,35.5
2,-7,1,rabbit,44.5
2,0,-7,rabbit,48.8
2,4,-4,rabbit,56.0
2,-5,-7,rabbit,126.0
2,4,5,grass,75.0
2,1,0,rabbit,78.0
2,-4,-5,debris,58.0
2,-3,1,rabbit,52.5
2,2,-3,rabbit,75.9
2,-3,12,rabbit,80.0
2,2,12,rabbit,52.5
2,4,0,rabbit,83.0
2,4,-1,rabbit,121.3
2,0,4,rabbit,95.9
2,5,9,rabbit,86.0
2,-4,0,rabbit,96.0
2,0,-10,rabbit,98.3
2,8,2,rabbit,49.0
2,11,-2,wolf,274.0
2,-2,1,rabbit,111.0
2,0,8,rabbit,78.0
2,3,-12,rabbit,42.0
2,2,4,rabbit,46.0
2,1,17,rabbit,72.0
2,0,-1,rabbit,48.5
2,2,1,rabbit,44.0
2,-1,-8,rabbit,105.2
3,-12,-3,rabbit,53.0
3,3,12,rabbit,47.5
3,-1,-9,rabbit,93.0
3,5,2,rabbit,43.0
3,1,5,rabbit,86.0
3,1,12,rabbit,104.5
3,-2,0,rabbit,45.5
3,3,-4,rabbit,49.0
3,-7,2,rabbit,39.5
3,12,-2,wolf,254.0
3,1,3,rabbit,38.0
3,4,5,grass,85.0
3,1,0,rabbit,35.0
3,-4,-5,debris,68.0
3,2,-13,rabbit,37.0
3,-3,0,rabbit,104.1
3,-1,-6,rabbit,43.8
3,-5,-8,rabbit,121.0
3,0,1,rabbit,73.0
3,-4,13,rabbit,75.0
3,5,0,rabbit,74.0
3,0,16,rabbit,61.0
3,2,-1,rabbit,71.0
3,0,-9,rabbit,99.2
3,-3,-8,rabbit,54.5
3,-2,-1,rabbit,95.1
3,1,7,rabbit,68.0
3,4,-5,rabbit,30.5
3,1,-2,rabbit,70.6
3,-1,-2,rabbit,37.5
3,1,4,rabbit,95.1
3,-5,0,rabbit,91.0
3,3,-2,rabbit,114.4
3,9,3,rabbit,36.0
3,5,8,rabbit,77.0
4,1,-14,rabbit,32.0
4,3,13,rabbit,42.5
4,-2,0,rabbit,97.2
4,4,1,rabbit,38.0
4,2,0,rabbit,26.0
4,-7,3,rabbit,34.5
4,-4,-8,rabbit,116.0
4,-1,1,rabbit,68.0
4,1,2,rabbit,30.0
4,4,5,grass,95.0
4,-4,-5,debris,78.0
4,1,-9,rabbit,93.3
4,-3,0,rabbit,84.1
4,4,-2,rabbit,107.6
4,0,-6,rabbit,38.8
4,-4,12,rabbit,70.0
4,2,8,rabbit,58.0
4,1,17,rabbit,50.0
4,4,0,rabbit,65.0
4,9,2,rabbit,23.0
4,3,-1,rabbit,66.0
4,-2,-9,rabbit,49.5
4,-1,-8,rabbit,87.7
4,1,-3,rabbit,65.4
4,3,-6,rabbit,25.5
4,-12,-2,rabbit,40.0
4,11,-2,wolf,234.0
4,-2,1,rabbit,38.5
4,1,5,rabbit,87.0
4,6,8,rabbit,68.0
4,2,6,rabbit,76.1
4,2,12,rabbit,99.1
4,3,-5,rabbit,42.0
4,-6,1,rabbit,86.0
4,-1,-3,rabbit,26.5
5,9,1,rabbit,10.0
5,0,18,rabbit,39.0
5,-1,-9,rabbit,44.5
5,5,2,rabbit,33.0
5,4,-3,rabbit,100.7
5,0,-7,rabbit,33.8
5,7,8,rabbit,59.0
5,1,3,rabbit,22.0
5,1,0,rabbit,17.0
5,2,-13,rabbit,27.0
5,3,-7,rabbit,20.5
5,-4,-5,debris,88.0
5,2,11,rabbit,93.7
5,-2,-7,rabbit,82.4
5,-4,11,rabbit,65.0
5,-2,-1,rabbit,90.4
5,2,0,rabbit,61.0
5,2,-6,rabbit,35.0
5,0,-3,rabbit,15.5
5,11,-3,wolf,214.0
5,4,5,grass,105.0
5,-3,0,rabbit,31.5
5,-3,-1,rabbit,73.2
5,3,5,rabbit,66.2
5,-6,0,rabbit,81.0
5,0,1,rabbit,63.0
5,-13,-1,rabbit,27.0
5,0,-2,rabbit,60.1
5,2,7,rabbit,48.0
5,4,13,rabbit,37.5
5,5,1,rabbit,56.0
5,2,-8,rabbit,87.3
5,-7,4,rabbit,29.5
5,2,4,rabbit,79.0
5,-4,-7,rabbit,111.0
6,1,-14,rabbit,22.0
6,3,11,rabbit,88.3
6,-2,-10,rabbit,39.5
6,4,-7,rabbit,15.5
6,12,-3,wolf,194.0
6,4,-2,rabbit,93.8
6,-1,-7,rabbit,77.1
6,4,14,rabbit,32.5
6,5,2,rabbit,47.0
6,-4,-5,debris,98.0
6,3,-7,rabbit,81.4
6,-4,-6,rabbit,106.0
6,-1,-8,rabbit,28.8
6,1,-3,rabbit,4.5
6,3,8,rabbit,38.0
6,-2,1,rabbit,24.5
6,-1,18,rabbit,28.0
6,-6,1,rabbit,76.0
6,-2,0,rabbit,83.5
6,-14,0,rabbit,14.0
6,-3,-2,rabbit,62.2
6,4,3,rabbit,28.0
6,7,7,rabbit,50.0
6,0,2,rabbit,58.0
6,4,5,rabbit,123.7
6,-3,12,rabbit,60.0
6,-1,-2,rabbit,54.8
6,1,-5,rabbit,28.0
6,3,3,rabbit,71.0
6,3,0,rabbit,56.0
6,1,4,rabbit,14.0
6,-7,3,rabbit,24.5
6,1,-1,rabbit,8.0
7,4,4,rabbit,102.9
7,-1,17,rabbit,17.0
7,-5,2,rabbit,71.0
7,1,5,rabbit,6.0
7,4,-3,rabbit,86.9
7,0,-7,rabbit,71.9
7,0,-1,rabbit,49.5
7,-5,-5,rabbit,101.0
7,-3,1,rabbit,17.5
7,4,0,rabbit,51.0
7,5,-6,rabbit,10.5
7,5,14,rabbit,27.5
7,-4,-5,debris,108.0
7,-1,3,rabbit,53.0
7,-2,-9,rabbit,23.8
7,4,-6,rabbit,75.4
7,2,10,rabbit,82.9
7,6,3,rabbit,38.0
7,6,8,rabbit,41.0
7,2,-14,rabbit,17.0
7,4,3,rabbit,63.0
7,-3,-9,rabbit,34.5
7,3,2,rabbit,23.0
7,-1,1,rabbit,76.6
7,11,-3,wolf,174.0
7,4,5,rabbit,61.9
7,-15,0,rabbit,1.0
7,0,-4,rabbit,21.0
7,-2,-3,rabbit,51.2
7,3,7,rabbit,28.0
7,-7,4,rabbit,19.5
7,-2,12,rabbit,55.0
8,1,-14,rabbit,12.0
