tests,years,firstExt,firstExtSTD,deadWorld,deadWorldSTD,id,wolfEn,wolfRe,wolfFa,rabbitEn,rabbitRe,rabbitFa,wolfNum,rabbitNum,grassNum,debrisNum
1, 500, 25.0, 0.0, 25.0, 0.0, 'IJN1PB', 310, 420, 5, 90, 110, 5, 9, 24, 37, 22
1, 500, 31.0, 0.0, 31.0, 0.0, '40VA72', 305, 415, 5, 95, 115, 5, 8, 23, 38, 23
1, 500, 89.0, 0.0, 89.0, 0.0, '7OCBAZ', 310, 410, 5, 100, 120, 5, 7, 22, 39, 24
1, 500, 109.0, 0.0, 109.0, 0.0, 'O04ZT7', 315, 405, 5, 105, 116.0, 5, 6, 21, 40, 25
1, 500, 105.0, 0.0, 105.0, 0.0, 'B9T8N0', 320, 400, 5, 110, 121.0, 5, 5, 20, 41, 26
1, 500, 65.0, 0.0, 65.0, 0.0, 'MBI3JT', 325, 395, 5, 115, 127.0, 5, 4, 19, 42, 27
1, 500, 62.0, 0.0, 62.0, 0.0, '8DU33V', 320, 390, 5, 110, 121.0, 5, 5, 18, 43, 28
1, 500, 70.0, 0.0, 70.0, 0.0, 'MA5NNT', 315, 385, 5, 105, 116.0, 5, 4, 17, 42, 29
1, 500, 100.0, 0.0, 100.0, 0.0, 'N3L6KJ', 310, 390, 5, 100, 110.0, 5, 3, 16, 41, 30
1, 500, 82.0, 0.0, 82.0, 0.0, '3W7R15', 305, 395, 5, 95, 105.0, 5, 2, 15, 40, 31
1, 500, 104.0, 0.0, 104.0, 0.0, 'JOSIPF', 300, 390, 5, 90, 99.0, 5, 3, 14, 39, 32
1, 500, 101.0, 0.0, 101.0, 0.0, '8WLF1Z', 295, 385, 5, 85, 94.0, 5, 4, 13, 38, 33
1, 500, 500.0, 0.0, 500.0, 0.0, 'FDSEXA', 290, 380, 5, 80, 88.0, 5, 5, 12, 37, 34
1, 500, 36.0, 0.0, 36.0, 0.0, '0WGRA1', 285, 375, 5, 85, 94.0, 5, 6, 11, 36, 35
1, 500, 111.0, 0.0, 111.0, 0.0, '4YULAX', 280, 370, 5, 90, 99.0, 5, 7, 10, 35, 36
1, 500, 51.0, 0.0, 51.0, 0.0, 'XP7109', 275, 365, 5, 85, 94.0, 5, 8, 11, 34, 37
1, 500, 64.0, 0.0, 64.0, 0.0, 'GBZYHC', 280, 370, 5, 80, 88.0, 5, 9, 12, 33, 38
1, 500, 500.0, 0.0, 500.0, 0.0, 'UL0Y79', 275, 375, 5, 75, 82.0, 5, 8, 13, 32, 39
1, 500, 76.0, 0.0, 76.0, 0.0, 'NA7FUI', 270, 380, 5, 70, 77.0, 5, 9, 14, 31, 40
1, 500, 60.0, 0.0, 60.0, 0.0, '7EW0S5', 265, 385, 5, 65, 72.0, 5, 10, 15, 30, 41
1, 500, 137.0, 0.0, 137.0, 0.0, 'RHGUNH', 270, 380, 5, 60, 66.0, 5, 9, 14, 29, 42
1, 500, 74.0, 0.0, 74.0, 0.0, 'KHC1I9', 275, 375, 5, 55, 61.0, 5, 8, 13, 28, 43
1, 500, 65.0, 0.0, 65.0, 0.0, '4DWP3D', 270, 370, 5, 50, 55.0, 5, 7, 12, 29, 44
1, 500, 115.0, 0.0, 115.0, 0.0, '3BB71L', 265, 375, 5, 45, 50.0, 5, 6, 11, 30, 45
1, 500, 137.0, 0.0, 137.0, 0.0, 'IQQPNC', 260, 380, 5, 50, 55.0, 5, 5, 10, 31, 46
1, 500, 98.0, 0.0, 98.0, 0.0, 'ISNOBL', 255, 375, 5, 55, 61.0, 5, 4, 9, 32, 47
1, 500, 500.0, 0.0, 500.0, 0.0, 'DYSL88', 250, 370, 5, 60, 66.0, 5, 3, 8, 33, 48
1, 500, 500.0, 0.0, 500.0, 0.0, 'NOT3AE', 245, 375, 5, 55, 61.0, 5, 2, 7, 34, 49
1, 500, 247.0, 0.0, 247.0, 0.0, 'S0ZN5D', 240, 380, 5, 50, 55.0, 5, 1, 6, 35, 50
1, 500, 97.0, 0.0, 97.0, 0.0, '1EH1VC', 235, 385, 5, 45, 50.0, 5, 1, 5, 36, 51
1, 500, 500.0, 0.0, 500.0, 0.0, 'KDQS8S', 230, 390, 5, 40, 44.0, 5, 1, 4, 37, 52
1, 500, 147.0, 0.0, 147.0, 0.0, '0BZVPB', 225, 395, 5, 35, 38.0, 5, 1, 3, 38, 53
1, 500, 14.0, 0.0, 14.0, 0.0, 'JSPUQV', 220, 400, 5, 30, 40, 5, 1, 2, 39, 54
1, 500, 179.0, 0.0, 179.0, 0.0, '7EUB90', 215, 395, 5, 35, 45, 5, 1, 1, 38, 55
1, 500, 15.0, 0.0, 15.0, 0.0, '4OCMLM', 210, 390, 5, 40, 50, 5, 1, 1, 37, 56
1, 500, 113.0, 0.0, 113.0, 0.0, '2ZNOI2', 205, 385, 5, 45, 50.0, 5, 1, 1, 36, 57
1, 500, 194.0, 0.0, 194.0, 0.0, 'HHIV90', 200, 380, 5, 50, 55.0, 5, 1, 2, 35, 58
1, 500, 500.0, 0.0, 500.0, 0.0, 'MTKDW8', 195, 375, 5, 55, 61.0, 5, 1, 3, 34, 59
1, 500, 221.0, 0.0, 221.0, 0.0, 'N5YJEL', 190, 370, 5, 60, 66.0, 5, 1, 4, 33, 60
1, 500, 500.0, 0.0, 500.0, 0.0, '1452GF', 185, 365, 5, 65, 72.0, 5, 1, 5, 32, 61
1, 500, 397.0, 0.0, 397.0, 0.0, '07ZURU', 180, 360, 5, 70, 77.0, 5, 1, 6, 31, 62
1, 500, 116.0, 0.0, 116.0, 0.0, '63DWUU', 175, 355, 5, 75, 82.0, 5, 1, 7, 30, 63
1, 500, 500.0, 0.0, 500.0, 0.0, 'VPS7PA', 170, 350, 5, 80, 88.0, 5, 1, 8, 29, 64
1, 500, 19.0, 0.0, 19.0, 0.0, 'S03N1U', 165, 345, 5, 85, 94.0, 5, 1, 9, 28, 65
1, 500, 137.0, 0.0, 137.0, 0.0, 'WM0LE8', 160, 340, 5, 90, 99.0, 5, 1, 8, 27, 66
1, 500, 144.0, 0.0, 144.0, 0.0, 'UHRI7Q', 155, 335, 5, 95, 105.0, 5, 1, 7, 28, 67
1, 500, 87.0, 0.0, 87.0, 0.0, 'TVK9YY', 150, 330, 5, 100, 110.0, 5, 1, 6, 29, 68
1, 500, 127.0, 0.0, 127.0, 0.0, 'JE0E0C', 145, 325, 5, 105, 116.0, 5, 1, 5, 30, 69
1, 500, 244.0, 0.0, 244.0, 0.0, 'LQFAE4', 140, 320, 5, 110, 121.0, 5, 1, 6, 29, 70
1, 500, 145.0, 0.0, 145.0, 0.0, 'C17HMK', 135, 315, 5, 115, 127.0, 5, 1, 7, 28, 71
1, 500, 70.0, 0.0, 70.0, 0.0, 'G2CSMD', 130, 310, 5, 120, 132.0, 5, 1, 8, 27, 72
1, 500, 55.0, 0.0, 55.0, 0.0, '5Z2WSU', 125, 305, 5, 125, 138.0, 5, 1, 9, 26, 73
1, 500, 80.0, 0.0, 80.0, 0.0, 'FXSNS2', 120, 300, 5, 130, 143.0, 5, 1, 8, 27, 74
1, 500, 96.0, 0.0, 96.0, 0.0, 'J7B9LJ', 115, 305, 5, 135, 148.0, 5, 1, 9, 26, 75
1, 500, 98.0, 0.0, 98.0, 0.0, 'R8PS5C', 110, 310, 5, 140, 154.0, 5, 1, 10, 25, 76
1, 500, 500.0, 0.0, 500.0, 0.0, 'Q9LUVY', 105, 315, 5, 145, 160.0, 5, 1, 9, 26, 77
1, 500, 98.0, 0.0, 98.0, 0.0, '1CWTT9', 100, 320, 5, 150, 165.0, 5, 1, 8, 25, 78
1, 500, 7.0, 0.0, 7.0, 0.0, 'IQ0ZT5', 100, 325, 5, 155, 170.0, 5, 1, 7, 24, 79
1, 500, 81.0, 0.0, 81.0, 0.0, '1J6APO', 100, 330, 5, 160, 176.0, 5, 1, 8, 25, 80
1, 500, 106.0, 0.0, 106.0, 0.0, '9L7N96', 100, 335, 5, 165, 182.0, 5, 1, 9, 26, 81
1, 500, 217.0, 0.0, 217.0, 0.0, '48QUM6', 100, 340, 5, 170, 187.0, 5, 1, 10, 27, 82
1, 500, 500.0, 0.0, 500.0, 0.0, '3NGQON', 100, 345, 5, 175, 193.0, 5, 1, 11, 28, 83
1, 500, 500.0, 0.0, 500.0, 0.0, '9PKVK4', 100, 350, 5, 180, 198.0, 5, 1, 12, 29, 84
1, 500, 500.0, 0.0, 500.0, 0.0, 'MLN003', 100, 355, 5, 185, 204.0, 5, 1, 13, 30, 85
1, 10000, 80.0, 0.0, 80.0, 0.0, 'A7DDMO', 100, 355, 5, 185, 204.0, 5, 1, 13, 30, 85
