year,lat,long,name,energy
1,-3,1,rabbit,73.0
1,-8,2,grass,77.0
1,-2,-1,grass,99.0
1,-4,-3,rabbit,74.0
1,5,4,grass,57.0
1,1,16,grass,58.0
1,3,-4,rabbit,103.5
1,-1,-6,grass,79.0
1,-1,1,rabbit,57.5
1,-2,0,rabbit,61.0
1,2,3,grass,73.0
1,-4,3,grass,71.0
1,-5,9,grass,79.0
1,-8,1,grass,62.0
1,-1,5,rabbit,39.0
1,13,-1,grass,89.0
1,-6,-9,grass,109.0
1,-1,-8,grass,106.0
1,-6,0,rabbit,49.0
1,-7,-4,rabbit,95.0
1,3,4,grass,123.0
1,-10,4,grass,66.0
1,-3,-2,rabbit,82.0
1,-2,-4,rabbit,140.5
1,-7,-2,rabbit,61.0
1,5,1,grass,124.0
1,-6,14,grass,72.0
1,-7,-3,grass,89.0
1,6,-4,rabbit,89.0
1,6,7,rabbit,31.0
1,-1,0,grass,65.0
1,3,1,grass,99.0
1,1,0,rabbit,144.2
1,-5,2,grass,117.0
1,0,2,rabbit,136.5
1,5,-5,rabbit,37.0
1,1,-6,rabbit,86.0
1,2,-1,grass,130.3
1,16,13,debris,21.0
1,-3,-1,rabbit,121.3
1,-6,5,grass,101.0
1,1,7,rabbit,53.0
1,0,-6,grass,110.0
1,-3,-6,wolf,263.0
1,5,-1,grass,103.0
1,-2,-9,grass,87.0
1,-6,-4,grass,90.0
2,-8,2,grass,87.0
2,-2,-1,rabbit,115.5
2,0,3,rabbit,86.8
2,-4,-2,rabbit,77.0
2,5,4,grass,67.0
2,1,16,grass,68.0
2,5,-6,rabbit,31.0
2,-1,-6,grass,89.0
2,-1,1,rabbit,85.0
2,2,3,grass,83.0
2,4,-4,rabbit,98.5
2,-4,3,grass,81.0
2,-5,9,grass,89.0
2,-3,-7,wolf,243.0
2,-8,1,grass,72.0
2,-3,-4,rabbit,61.4
2,13,-1,grass,99.0
2,-6,-9,grass,119.0
2,-1,-8,grass,116.0
2,-7,-4,rabbit,96.5
2,3,4,grass,133.0
2,-10,4,grass,76.0
2,-3,-2,rabbit,107.8
2,-5,-4,rabbit,69.0
2,-2,-4,rabbit,70.2
2,7,-3,rabbit,79.0
2,-1,-5,rabbit,46.6
2,5,1,grass,134.0
2,-6,14,grass,82.0
2,3,1,grass,109.0
2,1,0,rabbit,72.1
2,-6,1,grass,110.8
2,-5,2,grass,58.5
2,0,2,rabbit,68.2
2,-5,-3,rabbit,46.3
2,-2,5,rabbit,32.0
2,2,-1,grass,140.3
2,-4,1,rabbit,65.0
2,16,13,debris,31.0
2,1,8,rabbit,45.0
2,-6,5,grass,111.0
2,5,6,rabbit,26.0
2,0,-6,rabbit,70.5
2,1,-1,rabbit,90.4
2,5,-1,grass,113.0
2,-7,-1,rabbit,34.0
2,-2,-9,grass,97.0
2,-6,-4,rabbit,70.0
3,-2,-7,grass,96.0
3,-6,1,grass,120.8
3,3,3,grass,113.8
3,-6,5,grass,121.0
3,-4,3,grass,91.0
3,-5,9,grass,99.0
3,-8,1,grass,82.0
3,8,-4,rabbit,69.0
3,13,-1,grass,109.0
3,3,-3,rabbit,93.5
3,3,4,grass,66.5
3,-6,-1,rabbit,19.0
3,0,4,rabbit,76.9
3,-7,-3,rabbit,87.5
3,-6,-3,rabbit,64.0
3,3,1,grass,119.0
3,0,-7,rabbit,59.5
3,2,8,rabbit,37.0
3,16,13,debris,41.0
3,-1,-1,rabbit,121.6
3,-10,4,grass,86.0
3,5,-1,grass,123.0
3,4,-6,rabbit,25.0
3,-8,2,grass,97.0
3,-2,-1,rabbit,57.8
3,0,3,rabbit,59.2
3,-4,-2,rabbit,94.4
3,-1,2,rabbit,80.0
3,5,4,grass,77.0
3,1,16,grass,78.0
3,-1,-6,rabbit,96.1
3,2,3,grass,93.0
3,3,-2,rabbit,91.6
3,-1,4,rabbit,25.0
3,-6,-9,grass,129.0
3,-1,-8,grass,58.0
3,-3,-1,rabbit,72.0
3,5,1,grass,144.0
3,-6,14,grass,92.0
3,-5,-2,rabbit,41.2
3,-5,2,rabbit,99.2
3,1,-2,rabbit,81.4
3,-2,-3,rabbit,56.4
3,-5,-3,rabbit,65.0
3,2,-1,rabbit,71.1
3,5,5,rabbit,21.0
3,-2,-5,rabbit,65.2
3,-2,-9,grass,107.0
3,-3,-8,wolf,223.0
4,-2,-7,wolf,297.6
4,4,-2,rabbit,88.5
4,-6,1,rabbit,164.6
4,3,3,grass,123.8
4,-4,-3,rabbit,36.2
4,-6,5,grass,60.5
4,-4,3,grass,101.0
4,-5,9,grass,109.0
4,-8,1,grass,92.0
4,13,-1,grass,119.0
4,-1,-2,rabbit,44.8
4,-6,-2,rabbit,59.0
4,3,4,grass,76.5
4,0,4,rabbit,18.0
4,-2,-2,rabbit,67.0
4,-2,-4,rabbit,51.4
4,4,-1,rabbit,82.3
4,3,1,grass,129.0
4,5,0,grass,113.4
4,16,13,debris,51.0
4,1,3,rabbit,50.2
4,-10,4,grass,96.0
4,-3,-6,rabbit,60.2
4,5,-1,grass,133.0
4,1,-1,rabbit,72.4
4,-6,-4,rabbit,60.0
4,1,5,rabbit,67.1
4,-8,2,grass,107.0
4,5,4,rabbit,64.5
4,1,16,grass,88.0
4,5,-6,rabbit,19.0
4,2,3,grass,103.0
4,-7,4,grass,91.1
4,-6,-9,grass,139.0
4,-1,-8,rabbit,46.2
4,8,-5,rabbit,59.0
4,-3,-2,rabbit,81.0
4,1,9,rabbit,29.0
4,5,1,grass,72.0
4,-6,14,grass,102.0
4,-1,0,rabbit,108.2
4,1,-2,rabbit,62.1
4,-1,3,rabbit,75.0
4,-8,-3,rabbit,78.5
4,-2,-9,rabbit,71.0
4,-5,-1,rabbit,4.0
5,-2,-7,wolf,307.7
5,4,-2,rabbit,65.9
5,-6,1,rabbit,82.3
5,3,3,rabbit,168.7
5,-6,5,grass,70.5
5,-4,3,grass,111.0
5,-5,9,grass,119.0
5,2,1,grass,89.4
5,-8,1,grass,102.0
5,-1,-3,rabbit,31.8
5,13,-1,grass,129.0
5,-7,-5,rabbit,55.0
5,3,4,grass,86.5
5,1,10,rabbit,21.0
5,-9,-2,rabbit,69.5
5,0,-2,rabbit,63.5
5,2,-3,rabbit,53.1
5,6,-5,rabbit,13.0
5,4,1,rabbit,95.8
5,0,5,rabbit,11.0
5,-6,-3,rabbit,54.0
5,3,1,grass,64.5
5,5,0,rabbit,69.5
5,16,13,debris,61.0
5,-7,-9,grass,98.4
5,-10,4,grass,106.0
5,9,-4,rabbit,49.0
5,-2,-10,rabbit,60.0
5,5,-1,rabbit,77.5
5,-8,2,grass,117.0
5,-2,3,rabbit,70.0
5,-2,-1,rabbit,62.0
5,-4,-2,rabbit,31.1
5,1,16,grass,98.0
5,-7,4,grass,101.1
5,-6,-9,grass,69.5
5,4,3,rabbit,59.5
5,5,1,grass,82.0
5,-6,14,grass,112.0
5,-2,-3,rabbit,46.4
5,2,5,rabbit,57.2
5,-6,0,rabbit,45.5
5,-3,-3,rabbit,67.5
5,-2,-8,rabbit,35.4
5,0,1,rabbit,94.8
6,2,0,rabbit,94.1
6,3,3,rabbit,84.3
6,3,-4,rabbit,44.1
6,2,10,rabbit,13.0
6,-6,5,grass,80.5
6,5,-2,rabbit,72.5
6,-4,3,grass,121.0
6,-5,9,grass,129.0
6,2,1,grass,99.4
6,-8,1,grass,112.0
6,13,-1,grass,139.0
6,3,4,rabbit,107.8
6,-1,-10,rabbit,49.0
6,-2,-2,rabbit,54.1
6,-6,2,rabbit,74.3
6,4,4,rabbit,85.9
6,3,1,rabbit,64.0
6,-10,-1,rabbit,60.5
6,0,2,rabbit,81.4
6,-5,1,rabbit,37.3
6,16,13,debris,71.0
6,10,-4,rabbit,39.0
6,-7,-9,grass,108.4
6,-10,4,grass,116.0
6,-1,-4,rabbit,41.4
6,-7,-6,rabbit,50.0
6,-6,-4,rabbit,49.0
6,1,5,rabbit,47.3
6,-8,2,grass,127.0
6,1,16,grass,108.0
6,7,-5,rabbit,7.0
6,-1,6,rabbit,4.0
6,-7,4,grass,111.1
6,3,-2,rabbit,60.9
6,-1,4,rabbit,65.0
6,-6,-9,grass,79.5
6,-1,-8,wolf,305.4
6,-3,-2,rabbit,57.0
6,-6,14,grass,122.0
6,0,-3,rabbit,18.8
6,-5,-2,rabbit,26.0
6,1,-2,rabbit,54.5
6,4,2,rabbit,101.3
7,10,-3,rabbit,29.0
7,-1,1,rabbit,68.0
7,0,-9,wolf,324.4
7,-6,5,grass,90.5
7,-4,3,grass,131.0
7,-5,9,grass,139.0
7,2,1,rabbit,71.9
7,-8,1,grass,122.0
7,8,-4,rabbit,1.0
7,13,-1,grass,149.0
7,-7,-5,rabbit,45.0
7,-6,0,rabbit,29.0
7,3,4,rabbit,76.3
7,-9,-2,rabbit,51.5
7,0,-2,rabbit,5.8
7,-2,-2,rabbit,52.0
7,2,-3,rabbit,35.1
7,3,0,rabbit,96.4
7,-6,-3,rabbit,44.0
7,1,6,rabbit,37.5
7,5,3,rabbit,92.0
7,16,13,debris,81.0
7,-2,4,rabbit,60.0
7,-7,-9,grass,118.4
7,-10,4,grass,126.0
7,4,-3,rabbit,55.9
7,0,-1,rabbit,45.5
7,5,-1,rabbit,67.5
7,-8,2,grass,137.0
7,-1,-2,rabbit,40.7
7,-6,-2,rabbit,21.0
7,1,16,grass,118.0
7,-7,4,grass,121.1
7,-6,-9,grass,89.5
7,3,10,rabbit,5.0
7,-6,14,grass,132.0
7,0,-4,rabbit,36.4
7,-5,3,rabbit,66.3
7,2,5,rabbit,102.8
7,4,1,rabbit,54.7
7,2,2,rabbit,75.3
8,11,-2,rabbit,19.0
8,-5,13,grass,63.5
8,3,-4,rabbit,50.9
8,-6,5,grass,100.5
8,5,-2,rabbit,62.5
8,-4,3,grass,65.5
8,-5,9,grass,69.5
8,-8,1,grass,132.0
8,-8,-5,rabbit,40.0
8,13,-1,grass,74.5
8,1,1,rabbit,63.1
8,6,3,rabbit,82.8
8,-5,-4,rabbit,39.0
8,0,5,rabbit,27.6
8,0,-1,rabbit,27.3
8,3,1,rabbit,87.4
8,1,6,rabbit,97.8
8,-6,3,rabbit,111.4
8,0,2,rabbit,54.6
8,16,13,debris,91.0
8,-2,-1,rabbit,47.0
8,14,-2,grass,76.2
8,-1,-1,rabbit,36.6
8,-7,-9,grass,128.4
8,-11,5,grass,54.3
8,1,3,rabbit,66.3
8,-10,4,grass,63.0
8,-3,4,rabbit,92.6
8,-8,2,grass,68.5
8,1,-4,rabbit,31.4
8,-8,3,grass,67.3
8,1,16,grass,128.0
8,2,3,rabbit,66.7
8,-7,4,grass,60.6
8,-6,8,grass,70.7
8,-6,-9,grass,99.5
8,-5,0,rabbit,20.8
8,-6,14,grass,66.0
8,1,-10,wolf,304.4
8,-8,-1,rabbit,42.5
8,1,-2,rabbit,26.1
8,5,0,rabbit,45.4
8,-5,-1,rabbit,15.9
9,-1,0,rabbit,27.6
9,-5,13,grass,73.5
9,10,-3,rabbit,9.0
9,0,-5,rabbit,26.4
9,-6,5,grass,110.5
9,-4,3,rabbit,130.4
9,-5,9,grass,79.5
9,-8,1,grass,66.0
9,13,-1,grass,84.5
9,-6,0,rabbit,12.5
9,-7,-4,rabbit,35.0
9,6,-1,rabbit,57.5
9,0,-2,rabbit,13.8
9,2,-3,rabbit,17.1
9,-7,2,grass,51.0
9,1,0,rabbit,54.2
9,2,2,rabbit,78.4
9,-8,-9,grass,96.4
9,16,13,debris,101.0
9,14,-2,grass,86.2
9,1,-11,wolf,284.4
9,-7,-9,grass,64.2
9,-11,5,grass,64.3
9,1,4,rabbit,17.7
9,-10,4,grass,73.0
9,2,4,rabbit,57.0
9,4,0,rabbit,36.0
9,1,5,rabbit,92.8
9,-8,2,grass,78.5
9,-1,-2,rabbit,42.0
9,0,3,rabbit,57.3
9,-8,3,grass,77.3
9,1,16,grass,138.0
9,-7,4,rabbit,70.9
9,-6,8,grass,80.7
9,-6,-9,grass,109.5
9,-5,0,rabbit,10.8
9,-4,-5,rabbit,34.0
9,5,2,rabbit,73.6
9,-6,14,grass,76.0
9,-7,3,rabbit,45.5
9,-9,-1,rabbit,33.5
9,2,-5,rabbit,45.9
9,0,1,rabbit,41.2
10,-5,13,grass,83.5
10,3,-4,rabbit,8.1
10,-6,5,rabbit,131.1
10,-4,3,rabbit,65.2
10,-5,9,grass,89.5
10,2,1,rabbit,69.4
10,-8,1,grass,76.0
10,2,16,grass,45.8
10,13,-1,grass,94.5
10,1,1,rabbit,45.4
10,3,5,rabbit,47.4
10,1,-12,wolf,264.4
10,-1,-5,rabbit,21.4
10,-4,-4,rabbit,29.0
10,-7,2,rabbit,76.0
10,-6,1,rabbit,4.3
10,-8,-9,grass,106.4
10,7,-1,rabbit,52.5
10,16,13,debris,111.0
10,-2,-1,rabbit,18.6
10,14,-2,grass,96.2
10,2,-6,rabbit,40.9
10,-7,-9,grass,74.2
10,-11,5,grass,74.3
10,1,3,rabbit,7.9
10,-10,4,grass,83.0
10,-8,2,grass,88.5
10,-8,3,grass,87.3
10,1,16,grass,69.0
10,-6,8,grass,90.7
10,-3,2,rabbit,35.4
10,-6,-9,grass,119.5
10,0,0,rabbit,27.8
10,-8,-4,rabbit,30.0
10,-8,0,rabbit,24.5
10,-1,4,rabbit,48.3
10,5,1,rabbit,26.7
10,-6,14,grass,86.0
10,-2,-3,rabbit,37.0
10,2,5,rabbit,87.8
10,4,2,rabbit,64.3
10,-4,1,rabbit,5.8
11,-5,13,grass,93.5
11,-6,5,rabbit,65.6
11,-5,9,grass,99.5
11,-8,1,rabbit,119.0
11,2,16,grass,55.8
11,13,-1,grass,104.5
11,1,1,rabbit,14.4
11,-2,-6,rabbit,16.4
11,0,4,rabbit,39.3
11,-2,-2,rabbit,32.0
11,-7,5,rabbit,42.9
11,2,2,rabbit,36.5
11,-3,-1,rabbit,9.7
11,-8,-9,grass,116.4
11,-8,-3,rabbit,25.0
11,16,13,debris,55.5
11,-3,-4,rabbit,24.0
11,14,-2,grass,106.2
11,1,-11,wolf,244.4
11,-7,-9,grass,84.2
11,-11,5,grass,84.3
11,1,4,rabbit,82.8
11,-10,4,grass,93.0
11,3,-6,rabbit,35.9
11,-8,2,grass,98.5
11,-8,3,grass,97.3
11,1,16,grass,79.0
11,4,5,rabbit,37.8
11,-6,8,grass,100.7
11,-6,-9,grass,129.5
11,8,-1,rabbit,47.5
11,-6,14,grass,96.0
11,4,3,rabbit,55.1
11,-5,4,rabbit,60.2
11,4,1,rabbit,17.4
11,1,2,rabbit,60.4
11,-9,-1,rabbit,15.5
11,-3,3,rabbit,30.4
11,17,12,grass,41.0
12,-5,13,grass,103.5
12,3,3,rabbit,45.8
12,-6,5,rabbit,34.2
12,-5,9,grass,109.5
12,2,16,grass,65.8
12,13,-1,grass,114.5
12,3,5,rabbit,28.1
12,-7,-4,rabbit,20.0
12,3,1,rabbit,27.7
12,2,2,rabbit,51.4
12,5,0,rabbit,8.1
12,-8,-9,grass,126.4
12,7,-1,rabbit,42.5
12,16,13,debris,65.5
12,-9,3,rabbit,46.3
12,14,-2,grass,116.2
12,-7,-9,grass,94.2
12,-11,5,grass,94.3
12,-10,4,grass,103.0
12,-6,-8,grass,96.1
12,-8,2,rabbit,84.1
12,-1,-2,rabbit,27.0
12,0,3,rabbit,30.3
12,-8,3,grass,107.3
12,1,16,grass,89.0
12,-6,8,grass,110.7
12,-6,4,rabbit,57.6
12,-6,-9,grass,64.8
12,-10,-2,rabbit,6.5
12,0,-10,wolf,224.4
12,-4,2,rabbit,25.4
12,-6,14,grass,106.0
12,-2,-3,rabbit,19.0
12,2,5,rabbit,77.8
12,4,-5,rabbit,30.9
12,-5,5,rabbit,55.2
12,-2,-5,rabbit,11.4
12,17,12,grass,51.0
13,-5,13,grass,113.5
13,0,-9,wolf,204.4
13,-5,9,grass,119.5
13,-2,-1,rabbit,22.0
13,2,16,grass,75.8
13,13,-1,grass,124.5
13,-7,-5,rabbit,15.0
13,3,5,rabbit,72.8
13,6,-1,rabbit,37.5
13,-1,-5,rabbit,6.4
13,3,2,rabbit,42.4
13,4,6,rabbit,18.5
13,0,2,rabbit,21.3
13,-8,-9,grass,136.4
13,16,13,debris,75.5
13,14,-2,grass,126.2
13,-7,-9,grass,104.2
13,-11,5,grass,104.3
13,-4,4,rabbit,50.2
13,-10,4,grass,113.0
13,-6,-8,grass,106.1
13,-9,2,rabbit,92.5
13,1,16,grass,99.0
13,-5,6,rabbit,25.5
13,5,-6,rabbit,25.9
13,-7,4,rabbit,49.6
13,-6,8,grass,120.7
13,-6,-9,grass,74.8
13,-3,-4,rabbit,14.0
13,-6,14,grass,116.0
13,4,3,rabbit,36.6
13,-5,2,rabbit,20.4
13,4,1,rabbit,18.8
13,17,12,grass,61.0
13,-9,1,rabbit,76.9
14,-5,13,grass,123.5
14,0,-5,rabbit,1.4
14,-4,3,rabbit,45.2
14,-5,9,grass,129.5
