year,lat,long,name,energy
1,9,1,rabbit,62.5
1,2,0,rabbit,97.1
1,-2,0,rabbit,141.5
1,-3,-3,rabbit,91.6
1,10,-8,rabbit,76.0
1,6,3,grass,105.0
1,-6,-3,grass,95.0
1,-4,2,debris,15.0
1,6,4,grass,86.0
1,5,2,grass,92.0
1,1,5,grass,113.0
1,-7,-11,rabbit,63.0
1,-5,-5,rabbit,115.6
1,2,-2,rabbit,116.5
1,5,7,rabbit,53.5
1,4,-7,grass,106.0
1,-1,0,debris,69.0
1,0,0,grass,109.0
1,4,-1,debris,29.0
1,0,5,grass,109.0
1,1,2,rabbit,102.3
1,0,-14,grass,97.0
1,-4,3,rabbit,133.5
1,0,2,rabbit,75.5
1,7,-1,debris,6.0
1,-6,-5,wolf,269.0
1,6,11,grass,70.0
1,5,-1,rabbit,112.4
1,-10,-7,rabbit,100.5
1,4,-2,wolf,290.8
1,0,10,debris,-1.0
1,-6,0,rabbit,58.8
1,-5,5,rabbit,77.0
1,0,1,grass,85.0
1,5,0,debris,27.0
1,4,0,wolf,357.0
1,0,-4,rabbit,92.0
1,6,-9,debris,29.0
1,2,2,grass,113.0
1,5,-4,grass,84.0
1,8,6,grass,70.0
1,2,-1,rabbit,74.2
1,8,13,grass,40.0
1,9,2,rabbit,56.0
1,-1,5,grass,92.0
1,9,0,rabbit,125.9
1,3,1,debris,43.0
1,-4,-6,rabbit,58.5
1,-3,-4,grass,102.0
1,-1,8,grass,59.0
1,6,-7,grass,95.0
1,-6,-7,grass,79.0
1,5,1,grass,121.0
1,-9,-6,rabbit,50.0
1,3,-1,grass,80.0
1,4,6,rabbit,108.2
1,5,-2,rabbit,92.3
1,-4,15,rabbit,55.5
1,-2,8,debris,3.0
1,-7,4,debris,64.0
1,-4,16,rabbit,111.5
1,-5,0,rabbit,90.5
1,6,6,rabbit,44.0
1,-2,-4,rabbit,61.5
1,7,4,debris,10.0
1,-2,3,rabbit,44.0
1,6,-3,grass,114.0
1,4,1,grass,97.0
2,-4,-4,rabbit,103.4
2,-1,8,grass,69.0
2,6,11,grass,80.0
2,3,1,debris,53.0
2,5,2,grass,102.0
2,1,5,grass,123.0
2,-7,-5,wolf,259.0
