wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa,grassNum,grassEn,grassRe,grassFa
1,148.0,340.0,5.0,5,110.0,113.2,5.0,30,79.1,129.9,0.0
1,143.0,340.0,5.0,6,112.7,118.9,5.0,29,90.8,130.6,0.0
1,138.0,340.0,5.0,9,90.1,119.8,5.1,30,100.6,130.7,0.2
1,133.0,340.0,5.0,10,102.9,118.7,5.1,29,105.8,130.9,0.5
1,128.0,340.0,5.0,14,84.4,120.0,5.1,32,106.7,129.4,0.8
1,123.0,340.0,5.0,15,105.2,121.8,5.1,34,99.0,129.5,1.0
1,141.1,340.0,5.0,18,97.2,123.1,5.1,44,97.2,129.5,1.2
1,167.2,340.0,5.0,23,94.4,124.5,5.2,53,94.6,130.1,1.2
1,162.2,340.0,5.0,28,98.7,124.3,5.2,62,92.3,129.7,1.4
1,218.2,340.0,5.0,34,96.4,124.8,5.2,70,96.4,129.6,1.2
1,254.7,340.0,5.0,40,102.3,125.9,5.3,69,98.5,129.7,1.7
1,331.6,340.0,5.0,47,95.0,127.6,5.3,82,98.7,129.3,1.7
2,169.3,340.2,5.2,56,97.8,127.5,5.4,78,100.5,127.7,1.7
2,197.9,340.2,5.2,70,94.5,126.8,5.4,72,104.3,128.5,2.0
2,192.7,340.2,5.2,81,94.4,126.2,5.4,68,106.6,127.9,2.3
2,187.5,340.2,5.2,100,93.4,125.3,5.4,63,105.7,127.8,2.1
2,272.6,340.2,5.2,117,94.3,125.1,5.4,52,93.7,128.9,2.8
3,195.3,340.4,5.4,135,90.0,124.7,5.4,44,97.8,129.7,3.1
3,238.7,340.4,5.4,145,87.5,124.3,5.4,38,100.8,130.1,3.0
3,284.7,340.4,5.4,154,84.3,124.8,5.4,36,99.0,128.7,3.3
4,212.6,339.8,5.4,164,83.7,124.9,5.4,29,102.2,127.8,3.0
4,254.5,339.8,5.4,173,81.0,124.7,5.5,27,103.5,127.3,2.6
4,285.5,339.8,5.4,182,77.8,124.7,5.5,31,93.6,128.6,2.6
5,244.8,339.6,5.3,185,74.0,124.6,5.5,31,94.0,128.6,2.8
5,267.8,339.6,5.3,187,71.6,124.8,5.5,33,96.6,127.1,2.7
6,236.3,339.6,5.3,191,69.0,125.0,5.5,28,105.5,127.5,2.7
7,209.8,339.8,5.3,193,68.3,125.3,5.5,27,101.6,129.3,3.0
7,218.4,339.8,5.3,196,67.4,125.2,5.5,28,96.7,132.5,2.9
8,206.2,339.9,5.3,197,67.0,125.5,5.6,25,94.2,131.9,2.6
8,230.9,339.9,5.3,192,65.4,125.8,5.6,22,96.6,131.6,3.0
9,213.5,339.7,5.3,185,65.0,125.8,5.6,24,94.3,129.4,2.8
9,244.6,339.7,5.3,182,62.4,125.7,5.6,21,104.4,130.5,2.7
11,223.0,339.9,5.3,176,63.2,126.2,5.6,12,90.2,127.7,1.8
11,224.8,339.9,5.3,177,60.9,126.0,5.6,16,92.3,129.3,0.9
12,214.0,339.7,5.2,170,60.7,125.8,5.6,14,88.7,127.8,0.4
13,211.1,339.7,5.2,164,59.7,125.8,5.6,14,82.6,125.3,0.4
14,212.7,339.8,5.3,157,57.3,125.7,5.6,16,84.7,128.2,0.3
14,235.8,339.8,5.3,144,55.0,125.7,5.6,17,88.2,130.9,0.3
15,245.2,339.6,5.3,130,55.3,125.9,5.6,18,85.0,129.8,0.8
21,181.0,339.5,5.4,122,52.3,125.4,5.6,19,84.4,128.4,0.3
21,191.2,339.5,5.4,112,50.2,125.4,5.6,25,89.0,128.4,0.2
21,196.4,339.5,5.4,100,52.6,125.5,5.6,26,91.4,127.7,0.2
21,212.1,339.5,5.4,88,48.8,125.5,5.6,32,96.9,128.9,0.2
22,204.3,339.6,5.4,83,49.5,124.9,5.6,37,96.7,128.0,0.3
26,172.2,339.5,5.3,76,48.4,124.6,5.6,44,94.3,128.3,0.8
26,182.3,339.5,5.3,62,49.3,124.1,5.6,50,94.8,129.1,0.9
26,185.2,339.5,5.3,51,54.5,123.9,5.5,56,99.5,129.2,1.0
27,180.2,339.5,5.3,47,54.7,124.2,5.5,66,101.0,129.1,0.8
28,181.4,339.5,5.3,40,55.1,125.2,5.5,71,102.6,129.5,1.1
29,177.2,339.5,5.3,32,61.8,126.3,5.5,80,101.8,129.0,1.3
