wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa,grassNum,grassEn,grassRe,grassFa
11,318.9,408.4,7.1,22,91.4,119.7,5.8,35,81.1,130.7,0.0
12,319.4,407.3,6.9,20,93.3,122.7,5.9,29,90.0,130.0,0.0
15,296.3,409.5,7.0,15,89.3,122.1,6.3,26,99.2,129.7,0.2
15,292.1,409.5,7.0,16,78.1,122.2,6.2,26,108.0,130.5,0.2
15,297.5,409.5,7.0,12,88.0,125.3,6.1,24,113.9,130.1,0.4
16,291.5,408.7,6.9,10,82.0,121.8,6.2,30,102.3,130.6,1.0
16,291.6,408.7,6.9,8,82.7,123.3,5.5,34,100.4,130.0,1.3
17,282.9,408.0,6.8,5,76.2,118.8,5.8,44,94.5,130.7,1.7
18,270.1,407.8,6.8,4,68.8,118.0,6.0,49,97.4,130.7,1.9
18,263.3,407.8,6.8,5,60.5,117.3,5.9,60,94.1,130.3,2.0
18,256.5,407.8,6.8,5,54.6,117.3,5.9,66,99.1,130.4,2.1
18,249.6,407.8,6.8,5,56.5,117.3,5.9,71,103.4,130.6,2.3
18,249.9,407.8,6.8,3,36.3,119.0,6.3,81,101.3,129.6,2.6
18,243.1,407.8,6.8,2,46.0,120.0,5.0,94,102.3,130.0,2.7
18,236.3,407.8,6.8,2,41.0,120.0,5.0,109,100.0,129.8,2.9
18,229.4,407.8,6.8,2,36.0,120.0,5.0,125,99.3,129.6,3.0
18,222.6,407.8,6.8,2,31.0,120.0,5.0,137,102.4,129.5,3.1
18,216.1,407.8,6.8,2,26.0,120.0,5.0,146,106.4,129.7,3.2
18,209.2,407.8,6.8,2,21.0,120.0,5.0,166,105.0,129.1,3.3
18,202.4,407.8,6.8,2,16.0,120.0,5.0,187,104.6,128.7,3.4
18,195.9,407.8,6.8,2,11.0,120.0,5.0,200,108.5,128.5,3.5
17,201.3,408.4,6.2,1,15.0,136.0,5.0,221,109.1,128.1,3.6
17,195.4,408.4,6.2,1,10.0,136.0,5.0,236,112.9,128.0,3.7
17,189.4,408.4,6.2,1,5.0,136.0,5.0,255,115.0,128.1,3.7
17,183.5,408.4,6.2,0,,,,278,115.9,128.0,3.8
