year,lat,long,name,energy
1,8,-4,grass,67.0
1,0,9,grass,67.0
1,10,1,debris,65.0
1,-3,0,debris,49.0
1,4,-7,debris,41.0
1,6,-1,debris,10.0
1,-5,4,debris,56.0
1,-1,0,grass,68.0
1,1,7,grass,111.0
1,5,3,debris,47.0
1,0,-2,grass,85.0
1,-2,5,debris,24.0
1,-3,-6,grass,111.0
1,0,-1,debris,34.0
1,-6,-6,debris,56.0
1,-3,1,debris,22.0
1,4,-2,debris,10.0
1,0,-6,grass,109.0
1,0,-5,debris,59.0
1,2,-3,grass,101.0
1,5,0,debris,50.0
1,4,0,grass,58.0
1,-5,2,debris,51.0
1,5,-5,debris,29.0
1,-4,-5,debris,27.0
1,4,8,debris,55.0
1,-1,3,debris,56.0
1,-6,5,debris,102.0
1,2,5,debris,37.0
1,5,4,debris,27.0
1,-1,-2,grass,89.0
1,-1,-7,grass,90.0
1,-2,1,grass,86.0
1,5,8,debris,25.0
1,-1,7,grass,96.0
1,2,1,grass,114.0
1,-2,-5,debris,30.0
1,-7,-9,debris,2.0
1,1,-8,debris,83.0
1,2,0,debris,32.0
1,-2,0,debris,27.0
1,-1,-5,debris,53.0
1,1,-1,wolf,204.0
1,-6,12,debris,76.0
1,6,-16,rabbit,70.0
1,6,1,debris,20.0
1,-3,-2,grass,102.0
1,0,6,debris,39.0
1,-4,-2,debris,33.0
1,-3,4,debris,54.0
1,3,2,debris,60.0
1,-1,1,debris,61.0
1,7,2,grass,70.0
1,-4,10,debris,17.0
1,0,5,rabbit,82.0
1,7,-2,debris,54.0
1,3,9,grass,104.0
1,0,2,debris,56.0
1,2,-2,grass,72.0
1,6,5,grass,103.0
1,-3,-1,debris,47.0
1,5,7,debris,22.0
1,1,1,grass,97.0
1,0,3,debris,52.0
1,-9,5,debris,51.0
1,-6,0,rabbit,74.8
1,-5,5,debris,25.0
1,0,1,debris,4.0
1,6,-2,grass,86.0
1,1,-4,debris,12.0
1,0,-4,grass,108.0
1,0,-9,grass,94.0
1,5,-4,debris,36.0
1,-2,4,debris,38.0
1,0,4,debris,52.0
1,3,4,debris,78.0
1,-3,-5,debris,28.0
1,3,3,debris,39.0
1,5,1,debris,69.0
1,-1,-1,debris,26.0
1,-11,-3,debris,34.0
1,-8,5,debris,53.0
1,-1,-3,debris,14.0
1,-5,-4,rabbit,84.0
1,-2,-1,grass,91.0
1,-13,-4,grass,77.0
1,2,-8,debris,29.0
1,7,1,debris,57.0
1,-2,-3,debris,34.0
1,3,-1,debris,62.0
1,3,7,debris,35.0
1,-7,4,debris,39.0
1,3,-5,debris,26.0
1,-8,-5,debris,77.0
1,-8,-3,debris,26.0
1,-2,-4,debris,12.0
1,-2,3,grass,92.0
1,9,-3,debris,29.0
1,11,2,debris,16.0
1,-5,1,grass,109.0
1,-7,-1,rabbit,107.7
1,-8,-11,grass,110.0
1,-7,-4,rabbit,101.0
2,8,-4,grass,77.0
2,-4,-4,rabbit,79.0
2,0,9,grass,77.0
2,10,1,debris,75.0
2,-3,0,debris,59.0
2,4,-7,debris,51.0
2,6,-1,debris,20.0
2,-5,4,debris,66.0
2,-1,0,grass,78.0
2,1,7,grass,121.0
2,5,3,debris,57.0
2,0,-2,grass,95.0
2,-2,5,debris,34.0
2,-3,-6,grass,121.0
2,0,-1,debris,44.0
2,-6,-6,debris,66.0
2,-3,1,debris,32.0
2,4,-2,debris,20.0
2,0,-6,grass,119.0
2,0,-5,debris,69.0
2,2,-3,grass,111.0
2,5,0,debris,60.0
2,4,0,grass,68.0
2,-5,2,debris,61.0
2,5,-5,debris,39.0
2,-4,-5,debris,37.0
2,4,8,debris,65.0
2,-1,3,debris,66.0
2,-6,5,debris,112.0
2,2,5,debris,47.0
2,5,4,debris,37.0
2,-1,-2,grass,99.0
2,-1,-7,grass,100.0
2,-2,1,grass,96.0
2,-1,4,rabbit,77.0
2,-8,-2,rabbit,100.2
2,5,8,debris,35.0
2,-1,7,grass,106.0
2,2,1,grass,124.0
2,-2,-5,debris,40.0
2,-7,-9,debris,12.0
2,1,-8,debris,93.0
2,2,0,debris,42.0
2,-2,0,debris,37.0
2,-1,-5,debris,63.0
2,-6,12,debris,86.0
2,6,1,debris,30.0
2,-3,-2,grass,112.0
2,0,6,debris,49.0
2,-4,-2,debris,43.0
2,-3,4,debris,64.0
2,3,2,debris,70.0
2,-1,1,debris,71.0
2,7,2,grass,80.0
2,-4,10,debris,27.0
2,7,-2,debris,64.0
2,3,9,grass,114.0
2,0,2,debris,66.0
2,2,-2,grass,82.0
2,6,5,grass,113.0
2,-3,-1,debris,57.0
2,5,7,debris,32.0
2,-8,-4,rabbit,93.0
2,1,1,grass,107.0
2,0,3,debris,62.0
2,-9,5,debris,61.0
2,-6,0,rabbit,104.4
2,-5,5,debris,35.0
2,0,1,debris,14.0
2,6,-2,grass,96.0
2,1,-4,debris,22.0
2,0,-4,grass,118.0
2,0,-9,grass,104.0
2,5,-4,debris,46.0
2,-2,4,debris,48.0
2,0,4,debris,62.0
2,3,4,debris,88.0
2,-3,-5,debris,38.0
2,3,3,debris,49.0
2,5,1,debris,79.0
2,-1,-1,debris,36.0
2,-11,-3,debris,44.0
2,-8,5,debris,63.0
2,-1,-3,debris,24.0
2,-2,-1,grass,101.0
2,-13,-4,grass,87.0
2,2,-8,debris,39.0
2,7,1,debris,67.0
2,-2,-3,debris,44.0
2,1,-2,wolf,199.0
2,5,-17,rabbit,61.0
2,3,-1,debris,72.0
2,3,7,debris,45.0
2,-7,4,debris,49.0
2,3,-5,debris,36.0
2,-8,-5,debris,87.0
2,-8,-3,debris,36.0
2,-2,-4,debris,22.0
2,-2,3,grass,102.0
2,9,-3,debris,39.0
2,11,2,debris,26.0
