wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa,grassNum,grassEn,grassRe,grassFa
10,256.8,384.5,6.6,15,60.2,68.7,7.0,30,76.8,128.6,0.0
10,271.4,384.5,6.6,14,61.7,76.5,6.5,27,85.8,129.0,0.2
10,270.0,384.5,6.6,16,67.3,74.3,6.9,22,92.4,127.0,0.0
10,281.5,384.5,6.6,15,60.5,78.3,6.8,21,102.7,126.4,0.0
10,277.9,384.5,6.6,15,66.4,80.3,6.8,23,98.1,126.1,0.7
11,279.0,384.2,6.5,9,53.5,76.1,6.3,29,97.0,127.2,0.7
11,276.6,384.2,6.5,9,52.6,81.6,6.3,33,97.4,126.6,0.9
11,276.6,384.2,6.5,7,58.5,78.0,5.5,39,96.8,127.5,1.3
11,271.8,384.2,6.5,7,58.4,81.7,5.6,52,93.5,126.5,1.3
11,265.3,384.2,6.5,8,56.0,81.0,5.6,63,92.6,127.0,1.4
11,261.7,384.2,6.5,8,50.4,76.4,5.6,76,91.4,126.9,1.6
11,262.0,384.2,6.5,6,49.9,76.1,5.8,84,96.4,126.2,1.6
11,259.3,384.2,6.5,5,75.6,75.9,5.5,92,98.7,126.4,1.8
11,252.9,384.2,6.5,8,54.4,77.6,5.4,108,97.7,126.8,2.1
11,251.7,384.2,6.5,6,59.2,80.5,5.3,127,97.6,127.0,2.1
11,245.2,384.2,6.5,7,57.8,80.8,5.3,143,99.2,127.1,2.2
11,238.8,384.2,6.5,8,61.3,81.5,5.3,161,99.3,127.2,2.4
11,232.3,384.2,6.5,10,66.0,82.1,5.3,178,99.1,127.1,2.6
11,228.6,384.2,6.5,14,68.8,82.1,5.4,191,101.0,127.2,2.7
11,222.1,384.2,6.5,18,67.6,82.2,5.4,209,101.2,126.8,2.9
11,219.2,384.2,6.5,23,64.0,82.5,5.4,221,105.4,127.1,2.9
12,217.6,383.2,6.3,24,64.4,82.0,5.4,235,106.5,127.3,3.0
12,218.4,383.2,6.3,29,65.2,81.9,5.5,243,111.0,127.3,3.2
12,223.8,383.2,6.3,35,68.0,81.5,5.5,248,115.2,127.5,3.2
13,218.3,383.0,6.2,42,64.5,81.2,5.4,258,117.8,127.7,3.3
14,215.7,383.0,6.1,50,69.8,81.2,5.5,252,123.3,128.0,3.4
15,227.7,382.8,6.1,53,68.5,81.6,5.5,252,127.7,127.9,3.4
16,244.8,382.1,6.0,55,70.1,81.0,5.5,243,134.0,128.1,3.5
19,226.2,383.2,5.9,65,63.9,80.7,5.5,245,137.4,128.4,3.6
20,230.6,382.9,5.8,71,67.5,80.7,5.5,246,136.4,128.8,3.6
21,255.0,382.4,5.8,64,70.9,80.9,5.4,244,136.5,128.4,3.7
24,242.4,382.3,5.7,70,67.9,80.6,5.5,239,143.8,128.7,3.7
24,253.9,382.3,5.7,74,77.7,80.4,5.6,222,149.7,129.1,3.8
25,256.7,382.4,5.7,86,75.0,80.5,5.6,209,155.9,129.3,3.7
28,248.8,382.5,5.4,101,77.6,80.4,5.6,190,160.1,129.6,3.7
30,249.5,382.8,5.4,111,81.8,80.5,5.6,171,158.5,130.3,3.8
31,255.7,382.6,5.4,127,81.0,80.8,5.6,151,156.9,131.5,4.0
35,262.5,382.0,5.4,135,73.3,80.6,5.5,131,157.1,131.2,4.1
39,260.2,381.5,5.4,134,74.2,80.5,5.5,113,153.4,132.0,4.2
41,273.3,381.0,5.4,125,70.8,80.5,5.5,111,148.1,132.2,3.9
43,277.6,380.9,5.4,116,71.7,79.9,5.5,112,131.6,131.4,3.8
47,270.5,381.0,5.6,115,65.4,79.5,5.5,105,129.1,131.4,3.6
51,256.8,380.6,5.5,113,61.7,79.2,5.5,96,127.2,130.9,3.5
53,252.5,380.5,5.5,117,58.8,79.1,5.5,89,122.1,131.0,3.4
55,252.9,380.5,5.6,106,60.7,79.1,5.4,96,107.0,131.7,3.2
56,251.8,380.5,5.6,95,61.7,78.6,5.4,103,100.3,130.9,3.0
56,257.1,380.5,5.6,90,52.7,78.5,5.4,112,97.2,130.0,3.0
60,245.4,380.5,5.6,80,48.5,78.5,5.4,117,96.2,129.4,2.9
61,244.5,380.5,5.6,72,40.9,78.8,5.3,119,100.5,129.6,3.0
63,240.4,380.3,5.6,58,42.8,78.9,5.3,122,101.5,128.9,2.8
64,239.1,380.3,5.6,48,39.7,79.2,5.3,140,100.7,127.9,2.6
65,236.9,380.3,5.6,32,37.3,79.1,5.4,156,100.2,128.2,2.7
66,234.9,380.2,5.6,15,33.6,78.5,5.4,168,103.6,127.9,2.7
66,230.2,380.2,5.6,11,35.2,78.6,5.4,189,103.4,128.1,2.9
66,226.2,380.2,5.6,6,28.4,77.3,5.3,211,103.2,128.4,3.1
67,218.4,380.1,5.6,6,23.1,77.3,5.3,237,104.2,127.9,3.1
67,213.3,380.1,5.6,4,20.7,77.3,5.4,257,108.1,127.8,3.2
67,208.4,380.1,5.6,2,7.9,73.4,5.0,275,112.9,127.9,3.2
67,203.3,380.1,5.6,1,9.2,74.3,5.0,300,113.8,127.2,3.4
67,198.9,380.1,5.6,1,4.2,74.3,5.0,321,117.1,127.2,3.5
67,194.3,380.1,5.6,0,,,,339,121.4,127.0,3.6
