wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa,grassNum,grassEn,grassRe,grassFa
5,251.4,385.6,6.0,10,49.5,54.3,5.9,31,79.4,131.9,0.0
5,273.4,385.6,6.0,8,44.8,64.2,5.8,31,89.4,131.9,0.0
5,280.9,385.6,6.0,6,40.9,61.1,5.7,31,98.7,132.2,0.0
5,274.9,385.6,6.0,7,40.0,64.1,5.7,32,106.3,132.4,0.0
5,284.2,385.6,6.0,6,38.2,65.2,6.0,36,108.5,133.2,0.4
5,278.2,385.6,6.0,6,42.8,71.3,5.8,41,110.3,132.0,0.6
5,272.2,385.6,6.0,7,53.8,73.0,5.7,53,100.3,132.3,1.1
5,266.2,385.6,6.0,10,61.9,73.2,5.8,64,94.3,131.2,1.4
5,260.2,385.6,6.0,13,64.5,75.3,5.7,70,93.9,131.6,1.6
5,254.2,385.6,6.0,18,64.0,75.7,5.7,81,96.4,132.3,1.5
5,248.2,385.6,6.0,26,68.9,79.0,5.6,86,97.5,132.2,1.6
5,257.8,385.6,6.0,31,63.2,77.6,5.7,89,102.0,132.7,1.6
5,251.8,385.6,6.0,43,61.7,76.6,5.8,98,98.9,132.4,1.9
6,237.8,384.5,6.5,51,59.6,77.1,5.8,97,102.0,131.6,2.2
6,253.7,384.5,6.5,64,57.0,76.4,5.9,90,105.2,131.2,2.4
6,267.7,384.5,6.5,68,62.3,76.7,5.9,95,101.3,130.7,2.4
6,287.9,384.5,6.5,81,63.4,77.2,6.0,90,99.4,131.5,2.8
6,306.6,384.5,6.5,100,60.5,77.1,6.0,79,102.2,131.7,2.5
8,262.1,386.4,6.1,122,59.0,76.9,6.1,66,95.7,131.5,2.6
9,257.3,385.5,6.4,139,56.7,77.6,6.2,54,94.7,132.5,3.0
10,251.1,385.8,6.2,151,54.2,78.1,6.1,41,96.4,130.9,3.0
10,278.0,385.8,6.2,158,50.1,78.9,6.2,42,95.8,133.1,2.7
10,300.0,385.8,6.2,152,48.4,79.3,6.1,39,101.1,135.2,2.6
12,284.0,384.6,6.6,154,45.0,79.7,6.1,33,107.9,135.3,2.6
12,302.9,384.6,6.6,144,43.4,80.5,6.0,36,95.0,138.7,3.0
14,276.4,384.3,6.6,136,41.6,80.9,6.0,34,98.5,136.8,2.7
15,279.5,384.5,6.6,123,40.1,80.9,6.0,33,98.2,135.5,2.8
15,297.3,384.5,6.6,111,40.5,80.3,6.0,33,95.2,133.8,2.7
16,292.7,384.7,6.5,106,39.2,80.1,6.0,35,95.7,132.5,2.5
17,280.1,385.4,6.4,104,42.2,80.6,5.9,28,99.2,131.7,2.4
17,282.3,385.4,6.4,101,40.6,80.4,5.9,30,96.4,128.6,2.2
18,263.5,385.6,6.4,95,42.2,80.0,5.9,29,103.8,129.6,2.1
18,264.0,385.6,6.4,93,42.7,80.7,5.9,35,92.8,130.9,2.4
19,259.6,385.1,6.4,84,43.5,80.7,5.8,35,96.8,132.6,2.7
20,259.1,385.3,6.3,78,44.6,81.8,5.8,29,108.7,131.6,2.9
22,245.3,386.0,6.2,71,45.6,82.4,5.8,33,101.0,132.8,2.5
22,252.7,386.0,6.2,63,42.7,83.0,5.8,36,101.6,132.3,2.3
22,258.4,386.0,6.2,53,46.1,83.7,5.7,43,96.8,131.6,2.0
22,254.2,386.0,6.2,54,45.7,84.1,5.6,46,98.9,132.1,1.9
22,249.0,386.0,6.2,58,47.3,84.1,5.6,50,99.4,132.1,1.5
22,243.1,386.0,6.2,63,47.5,84.2,5.7,55,96.7,132.5,1.5
22,243.5,386.0,6.2,62,48.2,84.3,5.7,58,98.2,131.7,1.6
23,234.0,386.4,6.2,59,46.7,84.6,5.7,70,98.7,131.5,1.6
23,235.0,386.4,6.2,56,44.6,84.5,5.6,79,99.4,132.2,1.9
23,230.5,386.4,6.2,53,47.3,84.6,5.7,85,100.9,131.8,1.9
24,223.7,386.6,6.1,52,45.5,84.7,5.7,95,99.3,130.4,2.2
24,220.2,386.6,6.1,52,45.3,85.1,5.7,106,99.8,130.5,2.4
24,223.5,386.6,6.1,47,42.0,85.3,5.7,113,104.4,131.0,2.5
24,217.4,386.6,6.1,49,40.2,85.6,5.6,132,100.9,131.1,2.8
24,214.9,386.6,6.1,46,43.0,86.2,5.7,142,104.3,131.2,2.8
24,209.1,386.6,6.1,49,44.7,86.5,5.7,151,105.8,130.9,2.9
24,211.6,386.6,6.1,42,45.4,86.3,5.6,169,106.5,130.5,2.9
24,217.0,387.0,6.0,34,49.5,86.4,5.6,182,108.4,130.6,3.1
25,210.3,386.7,6.1,34,52.6,86.9,5.5,194,109.5,130.4,3.1
25,213.7,387.1,6.0,36,63.1,87.1,5.6,194,114.4,130.7,3.3
26,225.7,387.1,6.0,29,61.1,86.7,5.5,210,113.7,131.0,3.3
28,220.2,386.9,6.0,27,67.3,87.1,5.5,216,115.8,131.5,3.3
29,219.8,386.5,6.0,25,68.6,87.0,5.5,221,121.0,131.7,3.3
29,223.9,386.5,6.0,25,69.8,86.8,5.6,234,121.9,131.7,3.3
31,219.8,386.6,6.0,20,67.3,87.1,5.4,243,125.9,131.4,3.3
32,213.6,386.7,6.0,21,63.4,87.7,5.5,252,131.4,131.0,3.3
32,211.5,386.7,6.0,23,74.5,88.2,5.4,267,132.5,131.0,3.4
32,208.5,386.7,6.0,28,81.0,88.4,5.4,274,135.5,130.9,3.5
32,208.6,386.7,6.0,38,82.6,88.4,5.4,274,138.3,130.6,3.5
32,212.0,386.7,6.0,47,86.5,88.4,5.5,272,140.6,130.4,3.6
34,205.4,386.9,6.0,58,74.2,88.6,5.4,281,142.7,130.4,3.6
36,203.7,386.9,6.0,57,72.1,88.8,5.4,281,147.9,130.4,3.7
37,208.5,386.9,6.0,53,75.9,89.2,5.4,285,150.2,130.1,3.7
41,197.1,387.0,5.9,57,69.0,89.5,5.4,289,154.7,129.9,3.8
40,202.2,387.2,5.9,60,79.9,89.8,5.4,289,156.9,129.8,3.8
40,199.5,387.2,5.9,68,81.3,90.3,5.4,292,157.6,129.7,3.8
40,200.1,387.2,5.9,70,88.7,90.5,5.4,301,154.5,129.9,3.8
41,191.9,387.3,5.9,78,86.9,90.6,5.4,306,154.4,129.6,3.8
41,193.6,387.3,5.9,81,92.0,90.6,5.4,310,151.0,129.2,3.9
42,193.2,387.3,5.9,84,100.4,90.5,5.4,312,145.9,128.9,4.1
43,191.7,387.4,5.9,91,91.1,90.8,5.4,321,142.5,128.9,4.1
45,184.2,387.5,5.9,105,87.6,90.7,5.5,312,144.8,128.3,4.1
44,195.7,387.7,5.9,112,83.7,90.9,5.5,313,143.8,128.4,4.2
42,214.9,388.4,5.7,117,87.6,91.1,5.5,303,142.5,128.2,4.2
46,203.7,388.5,5.7,137,85.3,91.3,5.6,293,137.2,128.2,4.4
49,204.0,388.7,5.7,148,82.1,91.4,5.6,282,136.2,128.4,4.4
48,231.6,388.6,5.7,154,76.2,91.3,5.6,258,138.5,128.9,4.5
50,235.3,388.7,5.7,156,72.4,91.4,5.7,249,139.9,128.8,4.5
55,227.2,388.6,5.7,166,70.6,91.3,5.7,250,133.9,129.1,4.5
60,227.5,388.8,5.7,149,70.5,91.1,5.7,236,136.0,129.7,4.5
64,226.8,389.0,5.7,144,69.1,91.2,5.7,231,135.7,130.0,4.4
65,233.7,389.1,5.7,138,69.4,91.1,5.7,218,138.6,130.2,4.4
66,242.7,389.3,5.7,134,71.0,90.9,5.8,215,131.4,129.9,4.4
71,239.0,389.3,5.6,127,72.7,90.9,5.7,212,125.7,129.9,4.2
76,232.4,389.2,5.7,129,71.6,90.9,5.7,191,133.1,129.5,4.0
78,235.1,389.3,5.7,125,64.0,90.9,5.7,188,135.3,129.1,3.9
78,240.7,389.3,5.7,122,59.3,90.7,5.7,188,136.3,128.6,3.7
80,239.4,389.3,5.7,115,59.6,90.5,5.7,191,134.3,128.1,3.7
83,236.2,389.3,5.7,101,61.1,90.5,5.7,186,140.5,127.6,3.6
85,231.4,389.4,5.7,98,54.4,90.4,5.7,203,140.4,127.9,3.5
86,228.3,389.4,5.7,90,51.6,90.5,5.6,219,140.4,128.0,3.5
86,229.4,389.5,5.6,75,51.5,90.3,5.6,235,138.9,128.0,3.6
87,226.5,389.5,5.6,66,47.1,90.6,5.6,243,143.5,128.1,3.6
88,222.4,389.5,5.7,60,45.2,90.8,5.6,256,144.8,128.4,3.6
89,217.1,389.4,5.7,57,47.7,91.0,5.5,276,141.8,128.3,3.7
89,215.0,389.4,5.7,51,42.6,91.1,5.5,294,143.3,128.7,3.7
90,209.4,389.4,5.7,44,50.1,91.6,5.5,301,149.2,128.7,3.7
90,207.4,389.6,5.6,40,53.0,92.0,5.5,319,148.4,128.8,3.7
91,203.0,389.6,5.6,37,60.6,92.3,5.4,329,151.5,129.0,3.8
89,205.6,389.7,5.6,28,56.8,92.6,5.5,351,151.8,129.1,3.9
90,202.7,389.7,5.6,21,70.9,92.3,5.5,363,154.1,129.2,3.9
89,201.4,389.7,5.6,13,118.4,93.3,5.3,386,154.1,129.2,3.9
89,199.3,389.8,5.6,13,109.7,94.1,5.4,399,157.7,129.2,4.0
89,196.6,389.8,5.6,14,93.7,94.1,5.4,416,160.4,129.0,4.1
90,190.7,389.8,5.6,14,113.4,94.4,5.4,435,162.5,129.5,4.1
90,187.3,389.8,5.6,17,94.1,95.1,5.4,452,166.0,129.5,4.1
90,183.3,389.8,5.6,19,115.5,95.7,5.5,460,169.8,129.3,4.1
90,178.3,389.8,5.6,26,113.4,96.0,5.6,472,172.8,129.6,4.2
90,173.7,389.8,5.6,40,85.0,96.0,5.6,481,177.3,129.7,4.2
90,171.7,389.8,5.6,50,79.5,96.0,5.5,482,182.1,129.7,4.2
91,167.7,389.8,5.6,59,79.7,95.9,5.6,489,185.8,129.8,4.2
92,166.5,389.8,5.6,58,89.0,95.9,5.6,498,187.4,129.9,4.2
94,163.4,389.8,5.7,62,86.9,95.9,5.7,507,189.6,129.6,4.3
93,165.4,389.8,5.7,56,101.8,96.0,5.8,518,190.4,129.7,4.4
96,165.0,389.7,5.7,48,99.2,96.2,5.7,535,191.1,129.6,4.4
95,168.1,389.7,5.7,41,105.2,96.3,5.7,551,191.7,129.3,4.4
96,164.7,389.7,5.7,38,136.8,96.4,5.6,565,192.4,129.3,4.4
94,174.2,389.7,5.7,35,136.8,96.6,5.7,574,193.2,129.4,4.5
96,181.0,389.6,5.7,32,90.6,96.7,5.7,590,194.1,129.2,4.5
98,172.7,389.6,5.7,32,80.0,96.6,5.6,610,196.2,129.2,4.5
99,169.8,389.6,5.7,32,77.6,96.4,5.5,623,200.6,129.2,4.5
100,169.9,389.6,5.7,29,69.8,96.4,5.5,634,205.8,129.0,4.5
99,172.2,389.5,5.7,26,72.2,96.3,5.6,656,207.1,129.1,4.6
101,171.9,389.7,5.7,22,83.8,96.4,5.7,672,210.1,129.1,4.6
102,169.5,389.7,5.7,17,95.9,97.0,5.9,687,214.4,129.0,4.6
102,170.3,389.7,5.7,14,84.7,96.2,5.7,708,217.2,129.1,4.6
101,169.7,389.8,5.7,14,96.9,96.3,5.7,732,219.2,129.1,4.6
99,170.8,389.9,5.7,12,95.2,96.2,5.7,754,222.5,129.1,4.7
96,174.8,389.9,5.7,7,114.6,96.9,5.9,782,224.5,129.2,4.7
95,175.3,390.1,5.7,3,55.7,95.6,6.2,814,226.0,129.2,4.7
95,171.2,390.1,5.7,2,153.6,95.6,5.9,828,232.1,129.2,4.7
96,167.3,390.1,5.7,1,89.3,94.8,5.6,862,233.4,129.3,4.8
93,168.7,390.2,5.7,0,,,,892,236.0,129.3,4.8
