tests,years,firstExt,firstExtSTD,deadWorld,deadWorldSTD,id,wolfEn,wolfRe,wolfFa,rabbitEn,rabbitRe,rabbitFa,wolfNum,rabbitNum,grassNum,debrisNum
1, 500, 28.0, 0.0, 28.0, 0.0, '4H209X', 291, 341, 14, 90, 115, 5, 18, 28, 2, 38
1, 500, 113.0, 0.0, 113.0, 0.0, 'H1437O', 277, 358, 10, 95, 104, 5, 16, 30, 8, 43
1, 500, 500.0, 0.0, 500.0, 0.0, '6G7MZW', 263, 352, 14, 79, 111, 6, 13, 25, 2, 32
1, 500, 500.0, 0.0, 500.0, 0.0, '5OTZUJ', 274, 357, 13, 75, 98, 5, 10, 22, 5, 33
1, 500, 500.0, 0.0, 500.0, 0.0, 'ULGWZQ', 274, 355, 14, 75, 94, 5, 9, 23, 7, 32
1, 500, 119.0, 0.0, 119.0, 0.0, 'RICLRO', 272, 357, 16, 83, 97, 5, 11, 26, 1, 38
1, 500, 86.0, 0.0, 86.0, 0.0, 'M2GCZ3', 263, 345, 14, 85, 93, 5, 5, 25, 6, 32
1, 500, 500.0, 0.0, 500.0, 0.0, 'PDQZJB', 266, 343, 10, 80, 106, 5, 8, 29, 5, 38
1, 500, 500.0, 0.0, 500.0, 0.0, '3GOWAP', 250, 359, 11, 78, 104, 5, 7, 28, 2, 40
1, 500, 261.0, 0.0, 261.0, 0.0, '98650Q', 267, 349, 15, 72, 108, 5, 7, 27, 2, 50
1, 500, 500.0, 0.0, 500.0, 0.0, 'Z3RK2Z', 257, 353, 12, 95, 114, 5, 10, 30, 1, 45
1, 500, 196.0, 0.0, 196.0, 0.0, '7XANSL', 252, 354, 14, 100, 110, 5, 9, 30, 3, 42
1, 500, 215.0, 0.0, 215.0, 0.0, 'LF3JVX', 256, 355, 13, 90, 116, 5, 9, 31, 6, 41
1, 500, 448.0, 0.0, 448.0, 0.0, 'C8VFPE', 258, 342, 13, 94, 116, 5, 4, 29, 1, 32
1, 500, 238.0, 0.0, 238.0, 0.0, 'T2TLA9', 259, 355, 11, 89, 113, 5, 9, 26, 1, 37
1, 500, 123.0, 0.0, 123.0, 0.0, '8P9KCK', 262, 359, 16, 96, 130, 5, 7, 26, 12, 39
1, 500, 135.0, 0.0, 135.0, 0.0, 'FMOLAQ', 254, 350, 14, 82, 133, 5, 9, 35, 10, 43
1, 500, 500.0, 0.0, 500.0, 0.0, 'JBOUD2', 257, 328, 13, 71, 131, 5, 9, 29, 2, 46
1, 500, 466.0, 0.0, 466.0, 0.0, '1KK9VE', 259, 337, 17, 78, 119, 5, 9, 30, 1, 38
1, 500, 155.0, 0.0, 155.0, 0.0, 'NHLEZ9', 259, 336, 11, 79, 128, 5, 10, 30, 11, 41
1, 500, 124.0, 0.0, 124.0, 0.0, '9BX6AY', 273, 359, 14, 80, 124, 5, 10, 26, 5, 42
1, 500, 500.0, 0.0, 500.0, 0.0, 'I0Y5H2', 269, 357, 16, 94, 108, 5, 11, 28, 2, 35
1, 500, 114.0, 0.0, 114.0, 0.0, '7RIQNP', 261, 353, 16, 97, 135, 5, 8, 24, 1, 38
1, 500, 500.0, 0.0, 500.0, 0.0, 'FYAKKJ', 259, 333, 18, 90, 126, 5, 7, 30, 1, 50
1, 500, 115.0, 0.0, 115.0, 0.0, 'CRUCLB', 264, 344, 14, 79, 138, 5, 8, 27, 2, 46
1, 500, 104.0, 0.0, 104.0, 0.0, 'AR4OHZ', 252, 354, 17, 71, 125, 6, 6, 29, 1, 46
1, 500, 15.0, 0.0, 15.0, 0.0, '2G71HL', 249, 339, 23, 83, 128, 5, 6, 29, 1, 36
1, 500, 93.0, 0.0, 93.0, 0.0, 'V6NEUC', 264, 332, 20, 72, 135, 5, 2, 31, 1, 53
1, 500, 500.0, 0.0, 500.0, 0.0, 'AWXKJ1', 258, 353, 12, 86, 136, 6, 1, 30, 3, 57
1, 500, 500.0, 0.0, 500.0, 0.0, 'DVF84E', 262, 333, 17, 80, 125, 5, 1, 29, 1, 50
1, 500, 200.0, 0.0, 200.0, 0.0, 'TGX4C1', 266, 322, 14, 89, 124, 5, 1, 29, 1, 57
1, 500, 183.0, 0.0, 183.0, 0.0, '6EB1WN', 254, 339, 15, 85, 131, 5, 1, 30, 3, 43
1, 500, 10.0, 0.0, 10.0, 0.0, 'W6VCZL', 246, 337, 18, 88, 135, 5, 1, 30, 6, 37
1, 500, 24.0, 0.0, 24.0, 0.0, 'EKNF91', 241, 342, 12, 92, 107, 5, 1, 28, 9, 40
1, 500, 481.0, 0.0, 481.0, 0.0, '7TTX8Y', 239, 346, 15, 81, 106, 5, 1, 25, 2, 41
1, 500, 500.0, 0.0, 500.0, 0.0, 'WJY6OB', 212, 349, 19, 97, 115, 6, 2, 27, 1, 45
1, 500, 411.0, 0.0, 411.0, 0.0, 'M6OLQT', 212, 353, 18, 97, 116, 6, 1, 27, 1, 42
1, 500, 90.0, 0.0, 90.0, 0.0, '0AVMOX', 195, 347, 18, 96, 111, 5, 4, 27, 1, 42
1, 500, 16.0, 0.0, 16.0, 0.0, 'QG7XMI', 205, 348, 16, 85, 121, 6, 1, 26, 1, 46
1, 500, 20.0, 0.0, 20.0, 0.0, '4Z2WTC', 209, 358, 11, 84, 114, 5, 1, 27, 1, 35
1, 500, 14.0, 0.0, 14.0, 0.0, 'UTCMSZ', 218, 348, 9, 90, 115, 5, 1, 31, 1, 39
1, 500, 346.0, 0.0, 346.0, 0.0, 'C5KOET', 224, 353, 11, 97, 115, 6, 1, 31, 1, 44
1, 500, 26.0, 0.0, 26.0, 0.0, '1HNRSO', 242, 343, 17, 98, 107, 5, 1, 29, 2, 54
1, 500, 218.0, 0.0, 218.0, 0.0, '2AFZ68', 253, 354, 19, 107, 117, 5, 2, 25, 1, 49
1, 500, 500.0, 0.0, 500.0, 0.0, 'ZMJS3E', 262, 347, 21, 101, 111, 5, 1, 26, 3, 51
1, 500, 11.0, 0.0, 11.0, 0.0, 'NAWJA6', 239, 348, 18, 100, 118, 5, 1, 26, 1, 42
1, 500, 139.0, 0.0, 139.0, 0.0, 'KBIG97', 269, 343, 18, 89, 124, 6, 4, 30, 1, 33
1, 500, 55.0, 0.0, 55.0, 0.0, 'AR2LB0', 278, 331, 19, 82, 110, 6, 4, 33, 1, 43
1, 500, 446.0, 0.0, 446.0, 0.0, '148RMQ', 264, 330, 18, 81, 115, 5, 10, 21, 1, 53
1, 500, 34.0, 0.0, 34.0, 0.0, 'LID7CI', 267, 326, 17, 81, 117, 5, 9, 23, 3, 43
1, 500, 99.0, 0.0, 99.0, 0.0, 'BF9RML', 263, 338, 12, 86, 125, 5, 10, 29, 4, 37
1, 500, 500.0, 0.0, 500.0, 0.0, '021P0Q', 267, 344, 14, 76, 123, 5, 14, 30, 7, 39
1, 500, 500.0, 0.0, 500.0, 0.0, 'MZ5KZT', 257, 354, 14, 72, 112, 5, 11, 28, 7, 37
1, 500, 114.0, 0.0, 114.0, 0.0, 'VCWT1M', 271, 357, 14, 66, 112, 5, 14, 31, 4, 34
1, 500, 32.0, 0.0, 32.0, 0.0, 'GAO5E8', 277, 346, 15, 55, 113, 5, 10, 31, 7, 32
1, 500, 18.0, 0.0, 18.0, 0.0, 'F4RWXV', 268, 352, 21, 77, 115, 5, 16, 23, 3, 34
1, 500, 500.0, 0.0, 500.0, 0.0, 'A7A095', 268, 345, 12, 71, 104, 7, 13, 27, 2, 39
1, 500, 118.0, 0.0, 118.0, 0.0, 'KV4N27', 268, 350, 10, 74, 110, 5, 15, 33, 11, 36
1, 500, 120.0, 0.0, 120.0, 0.0, '72CQ8Q', 267, 349, 11, 69, 114, 7, 15, 29, 7, 40
1, 500, 15.0, 0.0, 15.0, 0.0, 'D0YDTC', 248, 358, 13, 78, 98, 5, 11, 28, 2, 38
1, 500, 500.0, 0.0, 500.0, 0.0, '98GPFR', 256, 356, 13, 76, 102, 5, 9, 20, 9, 29
1, 500, 94.0, 0.0, 94.0, 0.0, 'VERMIE', 258, 359, 14, 74, 93, 5, 9, 23, 9, 33
1, 500, 120.0, 0.0, 120.0, 0.0, 'BPQ4IU', 273, 351, 11, 90, 105, 6, 12, 28, 2, 38
1, 500, 500.0, 0.0, 500.0, 0.0, 'XBJRZT', 259, 344, 11, 76, 85, 5, 8, 23, 1, 47
1, 500, 500.0, 0.0, 500.0, 0.0, 'FKKS20', 260, 335, 14, 81, 89, 5, 7, 21, 1, 50
1, 500, 500.0, 0.0, 500.0, 0.0, '28SSWZ', 257, 337, 15, 80, 88, 6, 8, 12, 4, 45
1, 500, 143.0, 0.0, 143.0, 0.0, 'OSPYD2', 261, 331, 15, 81, 89, 5, 12, 16, 4, 50
1, 500, 500.0, 0.0, 500.0, 0.0, '7EZMWH', 256, 335, 12, 70, 78, 5, 11, 13, 1, 50
1, 500, 500.0, 0.0, 500.0, 0.0, 'XEJ4GQ', 257, 328, 13, 81, 89, 7, 7, 12, 1, 51
1, 500, 113.0, 0.0, 113.0, 0.0, 'Q45W2R', 250, 339, 11, 77, 84, 5, 9, 16, 2, 46
1, 500, 93.0, 0.0, 93.0, 0.0, '0RX917', 260, 335, 9, 79, 86, 11, 8, 20, 1, 50
1, 500, 500.0, 0.0, 500.0, 0.0, 'CAMQC8', 259, 355, 14, 83, 91, 5, 7, 21, 1, 57
1, 500, 500.0, 0.0, 500.0, 0.0, '4WEVAH', 248, 347, 15, 84, 92, 6, 9, 23, 1, 52
1, 500, 500.0, 0.0, 500.0, 0.0, 'OF3K8Q', 259, 340, 13, 80, 88, 5, 12, 15, 1, 55
1, 500, 500.0, 0.0, 500.0, 0.0, 'W9IV0F', 260, 337, 17, 83, 92, 5, 10, 13, 1, 54
1, 500, 216.0, 0.0, 216.0, 0.0, 'DRX38K', 260, 345, 13, 72, 86, 5, 8, 12, 1, 55
1, 500, 500.0, 0.0, 500.0, 0.0, 'VVX1V1', 263, 337, 13, 82, 90, 5, 8, 9, 1, 55
1, 500, 254.0, 0.0, 254.0, 0.0, '000Z8O', 256, 344, 15, 80, 88, 9, 7, 14, 1, 52
1, 500, 500.0, 0.0, 500.0, 0.0, 'MM8LYO', 249, 338, 18, 83, 91, 5, 7, 11, 6, 42
1, 500, 183.0, 0.0, 183.0, 0.0, 'B7DRYB', 238, 340, 14, 85, 93, 5, 8, 7, 3, 40
1, 500, 191.0, 0.0, 191.0, 0.0, 'PYT3FS', 253, 331, 11, 71, 78, 5, 6, 13, 1, 48
1, 500, 13.0, 0.0, 13.0, 0.0, 'FVGTC7', 238, 331, 16, 79, 88, 7, 7, 16, 1, 52
1, 500, 500.0, 0.0, 500.0, 0.0, 'QS8T57', 247, 347, 15, 80, 88, 6, 8, 17, 1, 46
1, 500, 26.0, 0.0, 26.0, 0.0, 'NPTLWE', 257, 355, 21, 85, 93, 5, 9, 21, 1, 52
1, 500, 148.0, 0.0, 148.0, 0.0, '5O97WD', 260, 351, 15, 83, 91, 5, 8, 18, 1, 56
1, 500, 98.0, 0.0, 98.0, 0.0, 'VBWLJT', 265, 340, 16, 77, 84, 5, 9, 18, 1, 52
1, 500, 227.0, 0.0, 227.0, 0.0, '71PSZG', 274, 344, 13, 72, 85, 5, 10, 24, 1, 41
1, 500, 500.0, 0.0, 500.0, 0.0, '9FOAJK', 262, 358, 10, 82, 90, 5, 7, 21, 2, 55
1, 500, 103.0, 0.0, 103.0, 0.0, '6AEMTR', 269, 349, 12, 71, 90, 5, 7, 22, 1, 55
1, 500, 500.0, 0.0, 500.0, 0.0, 'B4YN89', 268, 353, 13, 76, 85, 5, 9, 22, 1, 44
1, 500, 156.0, 0.0, 156.0, 0.0, 'X13GQT', 253, 360, 11, 82, 90, 6, 7, 23, 2, 40
