grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
28,78.1,130.9,0.0,1,290.0,314.0,36.0,4,50.5,57.0,14.2
26,88.2,131.0,0.0,1,254.0,314.0,36.0,7,44.1,63.5,13.9
25,95.8,132.3,0.2,1,218.0,314.0,36.0,6,55.9,64.4,13.5
28,101.9,132.1,0.4,1,182.0,314.0,36.0,8,32.4,63.0,12.5
28,106.0,131.6,0.5,1,200.6,314.0,36.0,7,40.0,66.4,11.6
38,98.7,130.5,0.9,1,164.6,314.0,36.0,9,37.0,65.7,11.6
43,101.3,129.9,1.2,1,128.6,314.0,36.0,10,34.3,65.6,11.6
46,103.8,129.7,1.4,1,92.6,314.0,36.0,9,37.9,70.7,13.3
58,96.0,129.6,1.8,1,56.6,314.0,36.0,9,32.5,72.3,13.6
67,98.9,129.3,1.8,1,24.8,314.0,36.0,6,45.7,76.5,14.7
85,93.6,130.0,2.0,0,,,,8,53.9,82.0,16.3
