grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
35,70.1,127.1,0.0,5,279.4,321.6,11.6,35,29.7,29.1,8.9
28,79.8,127.8,0.0,5,308.9,321.6,11.6,41,30.4,36.5,8.9
17,85.8,128.3,0.3,8,240.3,322.8,11.5,51,35.5,40.0,8.8
12,92.4,131.6,0.4,8,254.6,322.8,11.5,50,30.2,41.1,8.7
12,100.9,133.9,0.4,10,232.6,323.9,11.5,50,23.1,41.0,8.8
11,98.4,131.2,0.9,10,234.4,323.9,11.5,40,21.4,39.8,8.2
16,98.1,131.1,0.7,10,233.6,323.9,11.5,29,19.4,37.0,7.5
23,93.3,128.3,0.7,10,227.9,323.9,11.5,22,22.2,33.3,6.3
32,94.2,128.3,0.7,10,222.4,323.9,11.5,24,21.5,33.4,6.3
47,90.8,128.5,0.8,10,221.1,323.9,11.5,20,19.8,33.4,6.1
49,96.6,127.2,0.8,10,216.3,323.9,11.5,20,26.5,34.1,5.7
56,97.9,127.3,1.2,10,208.3,323.9,11.5,20,34.9,34.7,5.9
62,96.4,126.8,1.6,10,210.7,323.9,11.5,23,31.1,36.2,5.7
72,99.2,127.3,1.4,11,191.3,322.9,11.4,27,30.6,35.3,5.7
89,95.8,127.2,1.7,11,199.7,322.9,11.4,23,28.6,35.2,5.7
103,96.2,127.4,1.8,11,194.7,322.9,11.4,28,27.6,33.7,5.8
110,97.5,127.1,1.9,11,189.5,322.9,11.4,31,36.1,33.0,5.9
122,98.6,126.8,2.1,11,189.7,322.9,11.4,39,27.1,30.8,6.0
124,100.4,126.9,2.3,10,212.9,323.5,11.3,52,29.0,30.9,5.9
132,100.9,127.5,2.3,11,200.2,323.4,11.4,68,26.9,31.2,5.9
132,102.4,127.3,2.4,11,200.0,323.4,11.4,85,30.5,31.5,5.9
128,105.6,127.0,2.4,12,195.7,323.7,11.1,101,26.9,32.1,5.9
123,103.8,125.4,2.8,12,209.4,323.7,11.1,116,28.2,32.4,6.0
111,101.7,125.6,2.7,14,203.8,324.4,10.7,127,32.6,33.4,6.0
89,104.8,125.8,2.9,14,208.3,324.4,10.7,141,34.6,34.3,6.0
91,99.4,125.4,3.2,16,203.2,324.2,10.6,147,31.7,35.4,6.0
86,97.7,124.8,3.3,16,212.1,324.2,10.6,140,33.4,36.0,6.0
77,103.9,125.2,3.6,16,217.6,324.2,10.6,141,31.9,36.1,6.1
72,109.4,125.2,3.7,17,222.4,324.0,10.8,135,32.7,37.5,6.1
71,106.7,125.3,3.5,18,233.3,323.9,10.9,128,30.8,38.5,6.2
70,102.3,125.3,3.7,20,230.2,324.1,11.0,116,33.5,39.8,6.3
60,104.0,124.5,3.4,24,216.3,324.1,11.0,109,34.7,41.6,6.5
58,103.9,125.4,3.1,24,214.9,324.1,11.0,106,33.3,42.8,6.4
50,97.6,125.2,3.0,24,214.4,324.1,11.0,105,38.1,43.1,6.5
44,98.8,127.3,2.0,25,212.7,324.1,11.1,112,34.7,43.7,6.5
51,85.0,127.3,1.9,27,205.2,324.0,11.1,116,30.7,44.1,6.5
44,92.5,127.9,1.4,28,201.2,324.1,11.0,105,32.8,44.8,6.4
49,97.0,127.7,1.0,30,194.2,324.5,11.2,100,25.3,44.9,6.4
55,96.4,126.7,0.9,31,189.7,324.2,11.2,86,23.6,45.5,6.4
66,96.6,127.2,1.1,33,183.3,324.5,11.4,69,19.2,46.1,6.4
75,99.8,126.7,1.3,33,180.2,324.5,11.4,44,18.0,46.0,6.3
94,96.7,127.6,1.4,33,171.9,324.5,11.4,31,20.8,45.4,6.4
112,95.7,128.1,1.7,33,164.2,324.5,11.4,18,20.1,47.5,6.2
129,96.7,128.1,1.8,32,160.8,324.6,11.3,12,14.7,45.9,6.2
144,99.2,128.0,2.0,32,151.0,324.6,11.3,8,17.5,44.1,6.3
155,103.8,128.1,2.1,32,142.3,324.6,11.3,4,23.2,38.3,6.0
167,108.6,128.6,2.1,29,145.4,324.8,11.2,4,56.9,38.3,6.0
191,107.4,128.6,2.3,29,135.0,324.8,11.2,7,23.5,38.4,6.0
213,109.1,128.4,2.4,29,125.2,324.8,11.2,9,30.0,38.8,6.1
225,113.4,128.5,2.5,28,123.7,324.6,11.2,6,24.5,39.0,5.5
244,114.9,128.7,2.6,27,120.6,325.1,11.3,4,31.0,39.2,5.4
257,118.6,128.6,2.7,27,114.1,325.1,11.3,2,34.8,39.3,5.4
277,120.9,128.8,2.8,25,113.2,325.6,11.2,3,23.0,39.6,5.3
302,121.5,128.7,2.9,24,112.1,325.5,11.0,0,,,
