grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
13,78.0,130.5,0.0,4,306.8,410.2,22.0,19,66.8,110.9,13.0
10,88.2,132.4,0.0,4,311.8,410.2,22.0,17,58.6,110.4,12.8
8,98.1,131.4,0.0,4,301.5,410.2,22.0,16,53.4,109.0,13.1
7,100.4,136.7,0.0,4,293.8,410.2,22.0,13,52.1,109.1,12.1
8,105.6,134.8,0.0,4,287.9,410.2,22.0,10,46.1,110.6,11.6
9,122.0,131.1,0.0,4,265.9,410.2,22.0,9,45.6,112.4,10.9
20,90.2,133.8,1.2,4,243.9,410.2,22.0,7,52.2,113.1,11.3
23,96.4,132.6,1.1,4,221.9,410.2,22.0,7,40.8,113.1,11.3
25,93.0,132.8,1.2,4,199.9,410.2,22.0,7,53.4,115.3,12.2
29,97.7,133.1,1.2,4,177.9,410.2,22.0,7,57.6,115.3,12.2
35,101.5,131.5,1.1,4,155.9,410.2,22.0,7,54.2,115.1,12.2
35,103.3,131.2,1.4,4,133.9,410.2,22.0,6,88.2,116.0,12.8
45,100.4,131.7,1.7,4,111.9,410.2,22.0,8,81.8,118.1,12.7
46,102.2,131.0,2.1,4,89.9,410.2,22.0,10,97.8,118.2,12.8
53,97.5,130.5,2.3,4,73.1,410.2,22.0,14,90.4,120.1,13.1
53,99.0,129.5,2.4,3,72.2,410.7,21.7,18,92.8,120.1,13.3
57,101.8,130.9,2.6,3,109.7,410.7,21.7,18,85.8,120.3,13.2
63,100.6,130.1,2.5,3,187.2,410.7,21.7,16,75.1,120.1,13.4
63,98.9,131.1,2.9,2,313.8,409.5,20.5,16,90.7,120.0,13.4
69,100.4,130.3,2.7,2,293.3,409.5,20.5,23,83.3,120.1,13.2
63,96.6,131.1,3.1,2,358.9,409.5,20.5,27,94.8,120.3,13.2
61,100.5,131.3,3.1,2,338.4,409.5,20.5,34,90.9,120.3,13.1
62,96.8,131.2,3.4,2,435.7,409.5,20.5,37,87.5,120.6,13.1
53,105.2,131.5,3.3,4,262.4,409.5,20.4,46,85.7,120.5,13.2
51,106.3,131.0,3.3,4,283.8,409.5,20.4,47,84.2,120.5,13.2
55,104.3,131.0,3.4,4,316.7,409.5,20.4,48,74.4,120.6,13.1
61,94.9,130.9,3.7,4,321.9,409.5,20.4,50,70.0,120.8,13.0
58,99.4,131.1,3.6,4,346.4,409.5,20.4,52,65.1,121.0,12.9
57,95.5,130.2,3.6,5,315.6,412.1,20.5,54,65.8,121.1,12.8
58,101.0,129.2,3.5,5,299.4,412.1,20.5,48,72.2,121.2,12.7
57,103.1,129.3,3.4,5,284.0,412.1,20.5,52,68.4,121.5,12.6
54,101.2,127.4,3.1,5,272.0,412.1,20.5,58,69.4,121.6,12.6
57,97.2,127.3,3.5,5,267.1,412.1,20.5,61,64.3,121.7,12.6
52,97.2,127.2,3.5,5,251.3,412.1,20.5,65,63.0,121.4,12.5
53,99.4,127.8,3.1,5,248.2,412.1,20.5,62,64.5,121.4,12.5
56,94.3,128.7,3.4,5,270.6,412.1,20.5,59,62.2,121.3,12.5
52,98.3,128.8,3.4,6,269.3,409.2,20.4,55,59.9,121.4,12.5
55,100.4,128.1,3.3,7,246.0,411.3,20.5,49,58.8,121.0,12.3
58,94.5,128.1,3.7,7,256.8,411.3,20.5,45,57.2,121.2,12.4
