year,lat,long,name,energy
1,-10,0,rabbit,30.0
1,2,-8,rabbit,19.5
1,1,-1,rabbit,65.0
1,6,2,grass,74.0
1,9,2,rabbit,31.0
1,-8,3,rabbit,22.0
1,-4,1,debris,60.0
1,4,8,debris,61.0
1,9,-9,debris,23.0
1,6,7,debris,70.0
1,-4,5,debris,-2.0
1,-2,-2,grass,91.0
1,-8,-2,debris,39.0
1,13,0,rabbit,41.6
1,0,5,debris,38.0
1,4,4,debris,26.0
1,-6,2,rabbit,26.0
1,1,7,rabbit,69.5
1,-6,-5,debris,24.0
1,-6,4,rabbit,26.0
1,-5,5,grass,81.0
1,3,-5,rabbit,89.5
1,8,-5,debris,24.0
1,-7,2,rabbit,55.0
1,-2,7,wolf,300.0
1,-3,-1,debris,17.0
1,0,-2,grass,98.0
1,2,-2,debris,35.0
1,-12,0,grass,120.0
1,10,0,rabbit,2.0
1,4,0,debris,62.0
1,-6,7,grass,79.0
1,2,3,debris,28.0
1,-5,-7,wolf,256.0
1,9,-4,grass,93.0
1,5,2,grass,107.0
1,-3,-3,grass,91.0
1,-8,4,rabbit,71.5
1,0,6,rabbit,48.2
1,-5,3,rabbit,51.7
1,-5,9,debris,68.0
1,-5,0,debris,43.0
1,6,8,debris,42.0
1,-7,3,rabbit,45.5
1,-6,0,debris,38.0
1,-1,3,wolf,296.0
1,1,1,wolf,320.0
1,0,-6,debris,45.0
1,-1,-3,debris,83.0
1,4,9,grass,101.0
1,-2,0,rabbit,8.0
1,2,-7,rabbit,38.4
1,2,1,grass,117.0
1,-3,1,rabbit,17.5
1,0,-3,grass,123.0
1,-9,1,grass,76.0
1,-6,-2,rabbit,3.0
1,-3,3,rabbit,32.0
1,1,-6,rabbit,19.0
1,0,7,rabbit,23.5
1,-9,-10,grass,82.0
1,-2,-6,debris,11.0
1,-3,2,rabbit,15.0
1,-1,-10,grass,130.0
1,3,-3,grass,98.0
1,1,4,debris,47.0
1,-5,2,debris,53.0
1,-3,-7,grass,75.0
1,-2,-5,debris,33.0
1,-6,6,rabbit,22.0
1,-4,-1,rabbit,18.7
1,-2,2,debris,51.0
1,6,-1,grass,96.0
1,14,-1,grass,96.0
1,-7,0,debris,-8.0
1,0,9,grass,112.0
1,2,2,grass,60.0
1,-3,-4,rabbit,30.0
1,8,-6,debris,68.0
1,12,1,rabbit,22.0
1,3,7,debris,67.0
1,0,2,debris,22.0
1,6,-8,grass,85.0
1,-4,0,rabbit,9.5
1,-5,4,rabbit,50.1
1,-2,-4,wolf,316.6
1,-6,1,grass,113.0
1,-7,12,grass,91.0
1,2,-5,grass,72.0
1,-1,-7,rabbit,5.0
1,-1,2,rabbit,26.0
1,3,0,debris,42.0
1,9,-2,grass,86.0
1,-14,-4,debris,22.0
2,2,-6,rabbit,35.8
2,2,0,wolf,294.0
2,1,-1,rabbit,32.5
2,6,2,grass,84.0
2,-4,-7,wolf,240.0
2,8,1,rabbit,26.0
2,-4,1,debris,70.0
2,4,8,debris,71.0
2,9,-9,debris,33.0
2,6,7,debris,80.0
2,-4,5,debris,8.0
2,-2,-2,grass,101.0
2,-8,-2,debris,49.0
2,0,5,debris,48.0
2,4,4,debris,36.0
2,-6,2,rabbit,38.4
2,1,7,rabbit,34.8
2,-6,-5,debris,34.0
2,-1,1,rabbit,1.0
2,-6,4,rabbit,13.0
2,-5,5,rabbit,67.5
2,3,-5,rabbit,44.8
2,8,-5,debris,34.0
2,-7,2,rabbit,27.5
2,-3,-1,debris,27.0
2,0,-2,grass,108.0
2,2,-2,debris,45.0
2,-12,0,grass,130.0
2,1,-2,rabbit,30.5
2,4,0,debris,72.0
2,-6,7,grass,89.0
2,2,3,debris,38.0
2,9,-4,grass,103.0
2,-1,8,wolf,282.0
2,5,2,grass,117.0
2,-3,-3,wolf,356.9
2,-8,4,rabbit,35.8
2,-4,3,rabbit,10.0
2,0,6,rabbit,45.4
2,-5,9,debris,34.0
2,-5,0,debris,53.0
2,6,8,debris,52.0
2,-6,0,debris,48.0
2,1,6,rabbit,10.5
2,0,-6,debris,55.0
2,-1,-3,debris,41.5
2,4,9,grass,111.0
2,11,2,rabbit,14.0
2,2,1,grass,127.0
2,0,-3,grass,133.0
2,-9,1,rabbit,34.0
2,-5,1,rabbit,51.4
2,-7,5,rabbit,51.7
2,-2,3,wolf,320.0
2,-9,3,rabbit,15.0
2,-1,6,rabbit,43.2
2,0,7,rabbit,11.8
2,15,-2,rabbit,43.0
2,-9,-10,grass,92.0
2,-2,-6,debris,21.0
2,-8,5,rabbit,20.2
2,-2,1,rabbit,11.5
2,-4,10,grass,115.0
2,-10,1,rabbit,38.1
2,-1,-10,grass,140.0
2,3,-3,grass,108.0
2,1,4,debris,57.0
2,-5,2,debris,63.0
2,-3,-7,grass,85.0
2,-2,-5,debris,43.0
2,-4,2,rabbit,32.2
2,-2,2,debris,61.0
2,6,-1,grass,106.0
2,-1,-2,grass,59.0
2,14,-1,rabbit,44.8
2,-7,0,debris,2.0
2,0,9,grass,122.0
2,2,2,grass,70.0
2,3,-6,rabbit,25.1
2,8,-6,debris,78.0
2,3,7,debris,77.0
2,0,2,debris,32.0
2,6,-8,grass,95.0
2,-6,1,rabbit,41.2
2,2,-9,rabbit,14.5
2,-7,12,grass,101.0
2,-6,3,rabbit,39.4
2,-8,2,rabbit,10.4
2,2,-5,rabbit,27.5
2,-5,-1,rabbit,8.5
2,3,-8,rabbit,33.4
2,3,0,debris,52.0
2,9,-2,grass,96.0
2,-14,-4,debris,32.0
3,3,-9,rabbit,9.5
3,2,-6,rabbit,24.9
3,-10,0,rabbit,33.1
3,0,-9,grass,120.3
3,6,2,grass,94.0
3,-9,4,rabbit,8.0
3,-8,3,rabbit,17.5
3,-4,1,debris,80.0
3,4,8,debris,81.0
3,9,-9,debris,43.0
3,6,7,debris,90.0
3,-4,5,debris,18.0
3,-2,-2,grass,111.0
3,-8,-2,debris,59.0
3,0,5,debris,58.0
3,4,4,debris,46.0
3,-6,2,rabbit,31.6
3,1,7,wolf,296.6
3,-6,-5,debris,44.0
3,-6,4,rabbit,28.7
3,-5,5,rabbit,33.8
3,14,-3,rabbit,34.4
3,12,2,rabbit,6.0
3,3,-5,rabbit,22.4
3,8,-5,debris,44.0
3,-1,5,rabbit,40.1
3,9,1,rabbit,21.0
3,-3,-1,debris,37.0
3,0,-2,grass,118.0
3,2,-2,debris,55.0
3,2,7,rabbit,7.0
3,-7,2,rabbit,22.2
3,-12,0,grass,140.0
3,1,-2,wolf,162.8
3,4,0,debris,82.0
3,-6,7,grass,99.0
3,2,3,debris,48.0
3,9,-4,grass,113.0
3,1,5,rabbit,5.5
3,5,2,grass,58.5
3,-3,-3,wolf,178.4
3,-8,4,rabbit,6.3
3,-5,3,rabbit,2.0
3,-5,9,debris,44.0
3,-5,0,debris,63.0
3,6,8,debris,62.0
3,-6,0,debris,58.0
3,-3,2,rabbit,5.5
3,0,-6,debris,65.0
3,-1,-3,debris,51.5
3,4,9,grass,121.0
3,4,3,grass,97.4
3,-3,4,wolf,301.0
3,2,1,grass,63.5
3,0,-3,grass,143.0
3,3,-7,rabbit,20.1
3,-7,1,rabbit,31.4
3,-5,1,rabbit,12.6
3,4,-6,rabbit,37.3
3,-3,-6,wolf,224.0
3,-4,4,rabbit,5.0
3,-9,5,rabbit,21.8
3,4,-7,rabbit,28.4
3,-9,-10,grass,102.0
3,-2,-6,debris,31.0
3,-4,10,grass,125.0
3,-1,-10,grass,70.0
3,3,-3,grass,118.0
3,1,4,debris,67.0
3,-5,2,debris,73.0
3,-3,-7,grass,95.0
3,-2,-5,debris,53.0
3,-2,2,debris,71.0
3,6,-1,grass,116.0
3,-1,-2,grass,69.0
3,1,2,grass,107.5
3,-7,0,debris,12.0
3,0,9,grass,132.0
3,2,-3,wolf,299.0
3,2,2,grass,80.0
3,-3,-4,wolf,276.1
3,8,-6,debris,88.0
3,-9,2,rabbit,29.0
3,3,7,debris,87.0
3,-2,5,rabbit,38.2
3,0,2,debris,42.0
3,6,-8,grass,105.0
3,-5,4,rabbit,27.7
3,-8,6,rabbit,40.6
3,15,-1,rabbit,36.8
3,-7,12,grass,111.0
3,2,-5,rabbit,13.8
3,2,-7,rabbit,28.6
3,3,0,debris,62.0
3,9,-2,grass,106.0
3,-14,-4,debris,42.0
4,2,-6,rabbit,15.1
4,0,-9,grass,130.3
4,-9,7,rabbit,29.4
4,6,2,grass,104.0
4,8,-7,grass,67.0
4,-4,1,debris,90.0
4,4,8,debris,40.5
4,9,-9,debris,53.0
4,6,7,debris,100.0
4,-4,5,debris,28.0
4,-2,-2,grass,121.0
4,-8,-2,debris,69.0
4,0,5,debris,68.0
4,4,4,debris,56.0
4,-6,2,rabbit,24.3
4,-6,-5,debris,54.0
4,5,-6,rabbit,30.1
4,8,-5,debris,54.0
4,10,2,rabbit,16.0
4,-3,-1,debris,47.0
4,0,-2,grass,128.0
4,14,-4,rabbit,25.8
4,2,-2,debris,65.0
4,2,-4,wolf,306.7
4,-12,0,grass,150.0
4,1,-2,grass,111.8
4,4,0,debris,92.0
4,-6,7,grass,109.0
4,2,3,debris,58.0
4,9,-4,grass,123.0
4,5,2,grass,68.5
4,3,-10,rabbit,4.5
4,1,-5,rabbit,19.9
4,-3,-3,wolf,263.5
4,0,6,rabbit,34.9
4,-10,2,rabbit,24.0
4,-5,9,debris,54.0
4,-5,0,debris,73.0
4,6,8,debris,72.0
4,-7,3,rabbit,11.9
4,-6,0,debris,68.0
4,1,6,wolf,282.0
4,0,-6,debris,75.0
4,-1,-3,debris,61.5
4,4,9,grass,131.0
4,4,3,grass,107.4
4,-3,4,rabbit,33.2
4,2,1,grass,73.5
4,0,-3,grass,71.5
4,3,-7,rabbit,23.4
4,3,-4,rabbit,57.6
4,-11,-1,rabbit,28.1
4,-9,-10,grass,112.0
4,-2,-6,debris,41.0
