tests,years,firstExt,firstExtSTD,deadWorld,deadWorldSTD,id,wolfEn,wolfRe,wolfFa,rabbitEn,rabbitRe,rabbitFa,wolfNum,rabbitNum,grassNum,debrisNum
1, 500, 14.0, 0.0, 14.0, 0.0, 'SK41K5', 275, 394, 27, 74, 104, 17, 1, 14, 33, 10
1, 500, 24.0, 0.0, 24.0, 0.0, 'E16409', 283, 371, 18, 78, 95, 5, 1, 12, 3, 1
1, 500, 216.0, 0.0, 216.0, 0.0, 'FIA7M1', 301, 412, 20, 68, 111, 11, 4, 19, 13, 21
1, 500, 60.0, 0.0, 60.0, 0.0, 'OIQZRZ', 297, 414, 19, 58, 90, 5, 3, 16, 26, 2
1, 500, 25.0, 0.0, 25.0, 0.0, 'EDLH21', 312, 390, 29, 59, 76, 6, 6, 10, 15, 6
1, 500, 21.0, 0.0, 21.0, 0.0, 'GV9CM8', 313, 388, 25, 61, 97, 15, 4, 16, 32, 11
1, 500, 20.0, 0.0, 20.0, 0.0, 'EHD210', 295, 408, 19, 68, 119, 13, 3, 17, 23, 4
1, 500, 61.0, 0.0, 61.0, 0.0, '9AJ0VL', 306, 397, 19, 75, 100, 5, 2, 18, 63, 1
1, 500, 25.0, 0.0, 25.0, 0.0, 'EMMMAB', 312, 433, 21, 86, 97, 12, 1, 12, 22, 11
1, 500, 86.0, 0.0, 86.0, 0.0, '3VPALI', 287, 378, 10, 82, 117, 12, 6, 7, 11, 3
1, 500, 40.0, 0.0, 40.0, 0.0, '3XLP7H', 309, 427, 18, 89, 97, 10, 1, 23, 34, 33
1, 500, 14.0, 0.0, 14.0, 0.0, 'Y3T4MK', 301, 427, 15, 80, 88, 11, 1, 29, 27, 43
1, 500, 211.0, 0.0, 211.0, 0.0, '82EB6N', 304, 435, 10, 88, 112, 14, 1, 26, 12, 41
1, 500, 80.0, 0.0, 80.0, 0.0, 'DY2LB7', 296, 408, 11, 90, 108, 5, 8, 27, 4, 38
1, 500, 56.0, 0.0, 56.0, 0.0, '3ODDD6', 286, 366, 5, 78, 90, 5, 6, 36, 17, 55
1, 500, 235.0, 0.0, 235.0, 0.0, '94XQRO', 275, 365, 6, 65, 71, 18, 7, 32, 13, 58
1, 500, 13.0, 0.0, 13.0, 0.0, 'XQ2EM8', 272, 370, 6, 64, 75, 21, 7, 25, 13, 62
1, 500, 90.0, 0.0, 90.0, 0.0, '7TP35F', 281, 358, 14, 54, 69, 15, 4, 26, 31, 41
1, 500, 350.0, 0.0, 350.0, 0.0, 'WA8DE9', 297, 343, 23, 45, 82, 8, 4, 21, 24, 35
1, 500, 283.0, 0.0, 283.0, 0.0, 'CKZLRP', 304, 334, 29, 49, 75, 14, 2, 13, 33, 38
1, 500, 47.0, 0.0, 47.0, 0.0, 'D2Y5WA', 309, 339, 36, 39, 88, 11, 6, 12, 28, 39
1, 500, 14.0, 0.0, 14.0, 0.0, 'IN3STN', 308, 346, 34, 29, 79, 11, 3, 5, 37, 36
1, 500, 11.0, 0.0, 11.0, 0.0, '6SH0Y7', 305, 336, 32, 44, 58, 14, 2, 3, 29, 33
1, 500, 1.0, 0.0, 1.0, 0.0, '70NSKZ', 310, 341, 31, 48, 52, 14, 6, 1, 35, 35
1, 500, 10.0, 0.0, 10.0, 0.0, '3FG8IN', 283, 327, 36, 48, 56, 10, 1, 4, 28, 35
1, 500, 15.0, 0.0, 15.0, 0.0, 'AB5455', 289, 317, 32, 42, 46, 11, 7, 15, 11, 44
1, 500, 12.0, 0.0, 12.0, 0.0, 'RUAK6E', 299, 328, 39, 71, 78, 13, 4, 21, 1, 35
1, 500, 66.0, 0.0, 66.0, 0.0, '80SERN', 310, 341, 27, 77, 84, 15, 1, 24, 1, 25
1, 500, 16.0, 0.0, 16.0, 0.0, '9D6ORR', 310, 358, 23, 73, 87, 19, 1, 30, 4, 43
1, 500, 95.0, 0.0, 95.0, 0.0, 'VB1VLC', 306, 345, 24, 61, 67, 8, 5, 29, 11, 30
1, 500, 452.0, 0.0, 452.0, 0.0, 'CNAOO7', 294, 334, 19, 43, 67, 8, 5, 21, 16, 36
1, 500, 500.0, 0.0, 500.0, 0.0, '0JX16A', 290, 335, 14, 28, 49, 5, 5, 21, 22, 35
1, 500, 500.0, 0.0, 500.0, 0.0, 'SLVBCZ', 288, 333, 13, 27, 29, 5, 5, 21, 22, 36
1, 500, 123.0, 0.0, 123.0, 0.0, 'OZDZF3', 287, 328, 5, 25, 27, 7, 3, 22, 15, 42
1, 500, 100.0, 0.0, 100.0, 0.0, 'MKLQEF', 289, 324, 5, 27, 29, 5, 7, 21, 33, 34
1, 500, 115.0, 0.0, 115.0, 0.0, '4IJHQ8', 305, 335, 14, 25, 27, 5, 8, 23, 17, 33
1, 500, 47.0, 0.0, 47.0, 0.0, 'IO74PO', 293, 334, 8, 37, 40, 5, 6, 18, 15, 41
1, 500, 78.0, 0.0, 78.0, 0.0, '2CVKUQ', 294, 323, 14, 25, 32, 5, 5, 9, 15, 37
1, 500, 120.0, 0.0, 120.0, 0.0, '0GYFWA', 302, 332, 5, 25, 35, 5, 1, 15, 21, 38
1, 500, 159.0, 0.0, 159.0, 0.0, 'U3AJSX', 304, 334, 5, 28, 40, 5, 1, 20, 25, 35
1, 500, 104.0, 0.0, 104.0, 0.0, '9LEJHC', 293, 329, 6, 25, 45, 11, 3, 21, 16, 36
1, 500, 178.0, 0.0, 178.0, 0.0, '6CIR2R', 287, 348, 12, 31, 34, 6, 7, 22, 25, 35
1, 500, 302.0, 0.0, 302.0, 0.0, 'J71QYY', 287, 365, 14, 34, 37, 5, 5, 24, 26, 35
1, 500, 193.0, 0.0, 193.0, 0.0, '8M7B2C', 285, 335, 19, 30, 33, 9, 5, 31, 34, 31
1, 500, 500.0, 0.0, 500.0, 0.0, '675OD1', 289, 334, 21, 26, 28, 7, 5, 24, 33, 36
1, 500, 331.0, 0.0, 331.0, 0.0, 'JU06CV', 288, 338, 17, 28, 30, 5, 1, 20, 22, 37
1, 500, 500.0, 0.0, 500.0, 0.0, '9QX0Y2', 286, 329, 18, 26, 29, 7, 5, 20, 30, 39
1, 500, 500.0, 0.0, 500.0, 0.0, 'H2KWI8', 275, 334, 16, 25, 27, 7, 3, 19, 29, 38
1, 500, 500.0, 0.0, 500.0, 0.0, 'PLUP0I', 288, 335, 17, 27, 29, 9, 6, 17, 52, 49
1, 500, 231.0, 0.0, 231.0, 0.0, 'AXLJJT', 298, 332, 23, 26, 28, 9, 5, 20, 43, 53
1, 500, 60.0, 0.0, 60.0, 0.0, 'MRWIBS', 287, 324, 17, 25, 27, 14, 4, 21, 38, 63
1, 500, 500.0, 0.0, 500.0, 0.0, 'IAQ69W', 279, 331, 18, 26, 31, 9, 6, 22, 54, 48
1, 500, 174.0, 0.0, 174.0, 0.0, 'MRSL1N', 277, 331, 17, 25, 27, 6, 5, 22, 52, 38
1, 500, 500.0, 0.0, 500.0, 0.0, 'C40TW6', 268, 335, 18, 28, 30, 11, 5, 17, 78, 29
1, 500, 92.0, 0.0, 92.0, 0.0, 'VN8241', 268, 332, 15, 28, 30, 7, 4, 14, 76, 29
1, 500, 93.0, 0.0, 93.0, 0.0, '2TCT8J', 271, 343, 18, 25, 27, 6, 7, 20, 96, 53
1, 500, 182.0, 0.0, 182.0, 0.0, 'MG2WM0', 283, 332, 23, 28, 30, 9, 6, 25, 92, 55
1, 500, 232.0, 0.0, 232.0, 0.0, '3JUACX', 290, 335, 19, 27, 48, 5, 10, 29, 84, 49
1, 500, 51.0, 0.0, 51.0, 0.0, 'HQ99ZY', 289, 335, 19, 25, 41, 5, 6, 30, 95, 35
1, 500, 256.0, 0.0, 256.0, 0.0, 'RWBZ1T', 278, 342, 20, 26, 28, 7, 5, 27, 95, 44
1, 500, 176.0, 0.0, 176.0, 0.0, 'C43RZ9', 282, 346, 16, 27, 29, 8, 9, 22, 78, 46
1, 500, 215.0, 0.0, 215.0, 0.0, 'M753KI', 278, 352, 16, 26, 28, 12, 5, 20, 84, 50
1, 500, 144.0, 0.0, 144.0, 0.0, 'T8HOYO', 264, 334, 18, 27, 29, 17, 5, 19, 74, 46
1, 500, 32.0, 0.0, 32.0, 0.0, 'HBLW0X', 269, 329, 20, 25, 30, 9, 1, 17, 72, 38
1, 500, 132.0, 0.0, 132.0, 0.0, '31NXLX', 276, 334, 28, 26, 28, 5, 5, 11, 71, 47
1, 500, 19.0, 0.0, 19.0, 0.0, 'ZRMNNI', 295, 338, 36, 26, 28, 5, 5, 6, 51, 52
1, 500, 500.0, 0.0, 500.0, 0.0, 'SDL7JZ', 297, 336, 32, 28, 30, 7, 8, 19, 48, 53
1, 500, 500.0, 0.0, 500.0, 0.0, '2WVHEU', 291, 320, 26, 28, 30, 8, 8, 31, 46, 56
1, 500, 500.0, 0.0, 500.0, 0.0, 'D2GR2D', 284, 312, 28, 27, 29, 8, 5, 33, 36, 50
1, 500, 61.0, 0.0, 61.0, 0.0, '0FH13X', 275, 302, 21, 28, 30, 5, 9, 40, 43, 49
1, 500, 53.0, 0.0, 53.0, 0.0, '4ORG9L', 280, 321, 14, 28, 30, 9, 5, 35, 35, 56
1, 500, 122.0, 0.0, 122.0, 0.0, 'FT1Q0U', 287, 320, 19, 29, 31, 11, 7, 30, 35, 65
1, 500, 222.0, 0.0, 222.0, 0.0, '2VE0OR', 286, 322, 19, 27, 29, 8, 8, 27, 37, 75
1, 500, 111.0, 0.0, 111.0, 0.0, 'FP4YPE', 296, 347, 20, 26, 31, 8, 8, 19, 27, 81
1, 500, 500.0, 0.0, 500.0, 0.0, 'F9DAL8', 288, 336, 22, 37, 40, 5, 4, 23, 21, 79
1, 500, 15.0, 0.0, 15.0, 0.0, '7ITSH0', 286, 331, 22, 26, 39, 8, 1, 21, 20, 89
1, 500, 500.0, 0.0, 500.0, 0.0, 'J64R4F', 284, 333, 26, 33, 36, 5, 4, 25, 34, 84
1, 500, 500.0, 0.0, 500.0, 0.0, 'K573CL', 286, 329, 26, 33, 36, 5, 8, 23, 33, 76
1, 500, 96.0, 0.0, 96.0, 0.0, '75WVIL', 278, 336, 31, 29, 31, 7, 8, 23, 32, 64
1, 500, 500.0, 0.0, 500.0, 0.0, 'TOKCFY', 284, 331, 35, 34, 37, 5, 8, 26, 34, 77
1, 500, 9.0, 0.0, 9.0, 0.0, 'PTM1IB', 287, 332, 40, 27, 29, 5, 7, 30, 34, 85
1, 500, 253.0, 0.0, 253.0, 0.0, 'LBKH2B', 283, 311, 38, 33, 36, 5, 5, 26, 33, 70
1, 500, 500.0, 0.0, 500.0, 0.0, 'CZ5E38', 293, 346, 34, 33, 36, 5, 7, 22, 36, 79
1, 500, 166.0, 0.0, 166.0, 0.0, 'NXX117', 287, 350, 23, 34, 37, 5, 8, 23, 24, 79
1, 500, 384.0, 0.0, 384.0, 0.0, '3CTG7W', 292, 348, 26, 34, 37, 5, 8, 22, 40, 66
1, 500, 500.0, 0.0, 500.0, 0.0, 'K6KP7J', 288, 325, 26, 31, 34, 5, 8, 19, 52, 67
1, 500, 500.0, 0.0, 500.0, 0.0, 'FVHAW6', 292, 323, 28, 32, 35, 5, 7, 21, 35, 72
1, 500, 500.0, 0.0, 500.0, 0.0, 'GHWF34', 291, 320, 25, 31, 34, 5, 7, 21, 50, 67
1, 500, 500.0, 0.0, 500.0, 0.0, 'O067FB', 288, 338, 27, 35, 38, 5, 11, 24, 58, 78
1, 500, 316.0, 0.0, 316.0, 0.0, 'EVAAQC', 290, 332, 26, 33, 36, 5, 5, 24, 63, 73
1, 500, 178.0, 0.0, 178.0, 0.0, 'R41N7Z', 287, 319, 27, 34, 37, 5, 1, 19, 61, 84
1, 500, 500.0, 0.0, 500.0, 0.0, 'J0D15A', 293, 331, 27, 31, 35, 6, 2, 25, 52, 89
1, 500, 235.0, 0.0, 235.0, 0.0, 'A0D1FY', 293, 336, 27, 32, 35, 6, 2, 24, 55, 96
1, 500, 500.0, 0.0, 500.0, 0.0, 'IB0CAY', 288, 337, 26, 34, 37, 5, 2, 27, 52, 78
1, 500, 316.0, 0.0, 316.0, 0.0, '4CHFR1', 290, 319, 25, 31, 34, 9, 3, 34, 41, 74
1, 500, 118.0, 0.0, 118.0, 0.0, 'XDJY0R', 291, 321, 27, 31, 35, 7, 3, 34, 30, 72
1, 500, 263.0, 0.0, 263.0, 0.0, 'TCOWU3', 288, 317, 33, 35, 42, 5, 2, 30, 38, 78
1, 500, 500.0, 0.0, 500.0, 0.0, 'EX57NN', 297, 326, 33, 32, 35, 5, 1, 24, 36, 73
1, 500, 354.0, 0.0, 354.0, 0.0, 'XC7HCA', 293, 322, 26, 31, 34, 5, 1, 20, 36, 66
1, 500, 268.0, 0.0, 268.0, 0.0, 'UHQNPV', 296, 344, 27, 34, 37, 5, 1, 26, 42, 71
1, 500, 336.0, 0.0, 336.0, 0.0, 'Q38Q0C', 294, 323, 27, 34, 37, 5, 3, 29, 46, 84
1, 500, 500.0, 0.0, 500.0, 0.0, '8896PS', 290, 319, 26, 35, 38, 5, 5, 24, 52, 69
1, 500, 500.0, 0.0, 500.0, 0.0, '2MTC36', 295, 329, 30, 36, 39, 5, 10, 24, 52, 70
1, 500, 500.0, 0.0, 500.0, 0.0, 'NXWV2T', 292, 324, 33, 35, 38, 5, 8, 27, 57, 75
1, 500, 500.0, 0.0, 500.0, 0.0, '6W2RCQ', 288, 321, 30, 33, 36, 5, 7, 25, 38, 78
1, 500, 500.0, 0.0, 500.0, 0.0, 'BUAEIZ', 296, 325, 34, 31, 34, 5, 12, 22, 44, 69
1, 500, 206.0, 0.0, 206.0, 0.0, 'FUSU2K', 293, 326, 26, 31, 34, 5, 9, 24, 42, 71
1, 500, 262.0, 0.0, 262.0, 0.0, 'JY0IR2', 290, 330, 20, 32, 35, 5, 7, 27, 49, 79
1, 500, 184.0, 0.0, 184.0, 0.0, 'IKOAUJ', 296, 335, 28, 32, 35, 9, 4, 27, 58, 51
1, 500, 500.0, 0.0, 500.0, 0.0, 'Z1ZOXP', 290, 347, 30, 42, 50, 5, 8, 25, 44, 68
1, 500, 438.0, 0.0, 438.0, 0.0, '0A2Y1W', 289, 338, 29, 40, 55, 5, 8, 21, 51, 74
