year,lat,long,name,energy
1,6,-5,grass,85.0
1,0,-1,rabbit,92.0
1,9,2,debris,8.0
1,-1,-3,debris,-14.0
1,0,4,grass,112.0
1,-4,1,debris,49.0
1,12,-3,wolf,276.0
1,-2,-2,debris,64.0
1,1,0,rabbit,93.1
1,4,2,debris,46.0
1,-1,1,debris,63.0
1,-5,5,rabbit,72.0
1,5,0,debris,38.0
1,4,-2,rabbit,116.9
1,-8,-9,rabbit,76.0
1,4,0,debris,40.0
1,-8,5,rabbit,66.0
1,3,2,grass,58.0
1,1,5,rabbit,53.0
1,0,1,wolf,397.8
1,-3,6,wolf,254.0
1,-8,3,rabbit,69.0
1,0,-2,debris,16.0
1,1,-5,wolf,206.2
1,11,2,wolf,261.0
1,-4,9,debris,13.0
1,-5,3,debris,-14.0
1,4,-10,debris,46.0
1,9,1,debris,36.0
1,-6,0,debris,18.0
1,1,6,debris,57.0
1,0,-6,debris,28.0
1,5,4,debris,22.0
1,5,3,rabbit,60.0
1,-8,-1,rabbit,110.0
1,2,5,debris,35.0
1,0,3,debris,11.0
1,-2,-1,debris,23.0
1,-4,-2,debris,11.0
1,0,-3,debris,48.0
1,-2,4,debris,39.0
1,8,3,wolf,338.5
1,2,-4,debris,38.0
1,4,-5,rabbit,104.0
1,-5,7,wolf,293.0
1,5,-3,rabbit,58.5
1,4,5,rabbit,67.0
1,-8,0,rabbit,97.0
1,8,0,grass,87.0
1,-1,-1,rabbit,81.0
1,2,-5,debris,66.0
1,-1,12,rabbit,78.0
1,-10,1,rabbit,91.0
1,0,-10,debris,27.0
1,2,6,debris,40.0
1,-2,-3,debris,68.0
1,-4,-1,rabbit,61.0
1,10,-1,debris,6.0
1,8,-4,debris,26.0
1,11,-7,rabbit,80.0
1,-1,0,debris,29.0
1,0,-5,wolf,294.1
1,0,5,rabbit,90.0
1,1,4,rabbit,103.0
1,-3,9,debris,55.0
1,-6,-9,debris,41.0
1,-1,-5,debris,38.0
1,2,-3,debris,16.0
1,12,-4,rabbit,85.0
