grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
15,71.2,128.9,0.0,6,286.3,330.8,8.8,18,33.3,41.6,5.6
14,80.5,127.6,0.0,6,284.3,330.8,8.8,21,32.8,47.3,5.5
13,89.5,127.2,0.0,6,279.0,330.8,8.8,21,28.3,48.2,5.6
11,101.7,128.8,0.0,7,256.3,331.1,9.2,16,31.3,48.4,5.8
14,98.1,128.9,0.4,7,251.7,331.1,9.2,15,29.7,48.7,6.0
20,92.6,128.8,0.8,7,245.6,331.1,9.2,15,24.2,48.5,6.1
24,97.2,127.4,0.6,7,239.6,331.1,9.2,14,28.3,49.5,5.9
35,91.0,127.1,0.9,7,230.4,331.1,9.2,15,24.4,48.9,5.9
44,92.4,128.2,0.9,7,228.0,331.1,9.2,14,32.7,47.7,6.1
52,92.6,128.7,1.1,7,221.7,331.1,9.2,13,32.1,48.7,6.0
57,93.4,128.6,1.3,7,218.0,331.1,9.2,15,36.5,49.1,6.2
58,99.4,128.7,1.2,7,212.1,331.1,9.2,18,43.7,49.1,6.1
65,97.0,128.7,1.4,7,202.9,331.1,9.2,22,47.7,48.9,6.0
73,93.7,129.1,1.5,8,197.9,332.7,8.6,29,42.6,49.3,6.2
81,94.3,129.0,1.4,8,216.1,332.7,8.6,30,42.0,47.7,6.4
88,97.1,128.6,1.7,8,228.1,332.7,8.6,34,36.9,47.0,6.4
87,100.1,128.6,2.0,9,212.5,332.7,8.9,40,36.2,47.6,6.5
94,101.1,128.4,2.2,9,209.8,332.7,8.9,45,35.9,48.0,6.5
101,100.4,128.2,2.3,8,238.5,333.5,8.2,50,36.5,48.2,6.5
98,100.4,128.3,2.4,8,245.4,333.5,8.2,57,41.0,48.7,6.5
109,98.0,127.7,2.4,8,257.0,333.5,8.2,60,40.5,49.0,6.5
107,97.9,127.4,2.7,9,245.5,333.6,7.8,74,39.2,49.3,6.6
96,105.7,128.1,2.7,10,239.1,334.7,7.6,81,41.2,49.8,6.6
95,106.2,128.1,2.7,11,252.9,335.7,7.4,80,38.5,49.7,6.6
99,108.7,127.8,2.7,13,246.8,336.4,7.5,82,32.2,50.0,6.7
95,110.1,128.8,2.8,13,258.9,336.4,7.5,79,36.3,49.2,6.7
93,110.2,129.0,2.8,15,239.0,336.0,7.5,84,40.0,49.4,6.8
93,106.6,129.5,2.9,16,242.2,336.5,7.4,79,42.0,49.8,6.8
90,108.0,130.2,3.1,19,223.8,335.9,7.4,91,34.6,49.6,6.9
79,112.1,131.0,3.2,19,238.5,335.9,7.4,85,39.9,49.2,7.0
79,111.8,130.9,3.3,21,239.4,336.3,7.4,81,37.2,49.0,7.0
70,118.0,131.4,3.3,25,226.4,335.9,7.1,82,36.1,48.5,7.1
76,105.8,131.7,3.1,28,224.3,336.1,7.1,73,37.0,48.0,7.1
72,108.2,131.3,3.0,28,230.6,336.1,7.1,61,41.8,47.7,7.2
73,108.2,130.0,3.0,29,233.8,336.0,7.0,53,37.9,47.6,7.1
82,98.7,130.2,2.8,29,234.7,336.0,7.0,45,45.1,47.9,7.0
84,99.8,129.6,2.9,31,227.5,335.8,6.9,50,38.8,48.0,7.1
85,99.1,129.3,2.8,33,230.6,335.6,6.8,37,41.0,48.2,7.2
96,102.0,129.0,2.7,33,235.5,335.6,6.8,24,33.0,50.6,7.4
104,104.1,128.9,2.7,37,222.2,335.7,6.7,21,29.0,50.9,7.4
113,107.4,129.0,2.6,38,219.1,335.7,6.8,10,25.5,55.0,7.5
122,113.1,129.1,2.5,39,211.4,335.6,6.8,8,20.8,55.7,7.6
141,109.5,129.5,2.6,39,206.4,335.6,6.8,7,17.0,57.0,7.6
155,110.3,129.8,2.8,39,200.1,335.6,6.8,4,35.0,55.7,7.4
180,107.6,130.2,2.9,38,200.1,335.7,6.7,2,35.4,58.0,6.7
188,114.6,130.3,2.9,37,199.3,335.8,6.6,3,37.7,57.7,6.6
199,117.2,130.1,3.0,37,195.5,335.8,6.6,3,57.7,56.9,7.3
214,119.6,130.1,3.1,38,191.0,335.7,6.5,0,,,
