grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
33,76.1,131.0,0.0,7,289.0,320.9,6.3,21,30.5,25.9,5.7
28,84.3,131.2,0.0,7,294.3,320.9,6.3,29,30.0,31.4,6.0
23,90.1,131.0,0.2,9,255.4,321.8,6.3,36,34.1,35.9,6.1
19,101.4,129.9,0.3,9,260.2,321.8,6.3,37,33.1,38.9,6.0
17,99.8,128.2,0.3,10,251.8,322.9,6.2,36,33.4,42.3,5.9
19,94.7,127.4,0.8,12,231.4,322.2,6.3,36,34.0,43.4,6.2
22,101.0,128.6,0.7,12,234.1,322.2,6.3,34,27.9,44.9,6.8
25,101.0,129.5,0.8,12,239.5,322.2,6.3,24,27.7,48.3,6.9
37,84.3,127.8,1.2,12,234.7,322.2,6.3,24,31.2,48.9,6.5
39,90.8,127.4,1.3,12,233.6,322.2,6.3,22,29.2,50.3,6.6
43,97.7,128.3,1.3,12,235.5,322.2,6.3,20,26.7,50.6,6.9
49,98.7,128.9,1.3,13,222.1,322.8,6.2,20,26.5,50.8,6.7
59,98.5,128.9,1.5,13,219.5,322.8,6.2,16,28.0,51.3,5.9
64,97.8,128.0,1.8,13,213.3,322.8,6.2,16,41.5,52.6,5.7
80,97.0,128.4,1.8,13,209.3,322.8,6.2,18,33.6,51.7,5.7
89,96.8,128.3,2.2,14,201.0,323.5,6.2,18,36.1,51.5,5.4
98,98.7,128.4,2.3,14,194.8,323.5,6.2,22,31.9,49.2,5.4
104,103.2,128.6,2.3,14,188.5,323.5,6.2,26,28.7,48.2,5.4
114,99.0,127.9,2.8,14,182.3,323.5,6.2,27,42.4,47.4,5.5
132,100.5,127.6,2.9,14,178.0,323.5,6.2,35,31.4,48.7,5.4
140,102.1,127.7,2.9,14,171.8,323.5,6.2,36,40.7,51.2,5.4
149,102.3,127.8,3.3,14,173.9,323.5,6.2,41,39.4,52.7,5.4
162,102.1,127.9,3.4,14,178.3,323.5,6.2,40,41.8,51.9,5.4
