grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
76,82.2,130.2,0.0,4,275.0,326.5,17.2,14,22.8,26.6,6.5
68,91.3,129.8,0.1,4,266.2,326.5,17.2,22,27.3,29.6,5.9
59,100.8,129.9,0.1,4,249.0,326.5,17.2,35,27.4,29.9,6.2
50,105.1,129.5,0.5,4,244.2,326.5,17.2,46,30.9,30.4,6.0
46,100.6,128.4,1.3,4,246.2,326.5,17.2,60,26.4,30.3,5.9
37,105.4,128.6,1.5,4,241.8,326.5,17.2,77,24.7,31.3,5.8
37,96.8,128.3,1.9,4,228.2,326.5,17.2,85,26.0,32.7,5.6
32,96.7,131.2,2.3,4,236.2,326.5,17.2,89,25.1,34.8,5.8
31,93.0,128.8,2.8,4,230.7,326.5,17.2,91,24.4,37.2,5.7
26,91.3,127.8,2.9,4,219.3,326.5,17.2,96,26.4,38.9,5.7
22,93.6,127.8,2.3,4,218.4,326.5,17.2,100,25.6,39.8,5.7
21,91.8,126.3,2.1,5,204.0,329.8,16.6,95,25.1,41.0,5.6
23,95.2,126.6,2.4,5,206.0,329.8,16.6,92,21.7,42.1,5.7
24,94.7,126.6,3.0,5,209.8,329.8,16.6,80,21.6,42.4,5.7
27,100.8,127.2,2.5,5,205.0,329.8,16.6,69,21.0,45.1,5.8
27,99.8,127.7,2.5,5,190.8,329.8,16.6,58,23.9,46.3,5.7
36,91.3,127.4,2.4,5,174.2,329.8,16.6,57,22.0,45.7,5.7
40,97.1,128.4,2.6,5,158.1,329.8,16.6,55,20.2,46.1,5.8
40,101.3,130.0,2.6,5,142.3,329.8,16.6,51,24.4,45.7,5.8
44,100.8,130.1,2.5,5,125.7,329.8,16.6,53,23.3,45.5,5.8
43,103.6,130.4,2.8,4,139.5,327.8,16.7,54,26.6,46.9,5.8
47,102.2,129.8,2.6,4,142.4,327.8,16.7,53,25.2,46.5,5.7
48,95.2,128.6,2.6,4,135.7,327.8,16.7,49,33.7,48.1,5.6
53,93.3,130.4,2.6,4,125.8,327.8,16.7,52,33.1,47.5,5.5
40,98.5,131.2,3.0,4,121.0,327.8,16.7,65,35.3,48.0,5.5
35,97.2,130.1,2.4,4,122.4,327.8,16.7,72,38.6,50.0,5.5
30,98.2,130.4,1.9,4,144.2,327.8,16.7,85,33.6,49.3,5.5
26,106.5,128.9,1.8,4,166.3,327.8,16.7,80,33.0,50.4,5.5
29,100.5,128.7,2.2,4,168.7,327.8,16.7,88,27.7,49.2,5.5
30,96.3,128.0,2.3,4,163.1,327.8,16.7,80,27.2,49.6,5.5
30,93.2,127.5,2.2,4,156.9,327.8,16.7,80,24.6,49.6,5.5
33,91.0,127.6,1.7,4,147.0,327.8,16.7,84,24.9,48.0,5.5
25,100.2,126.9,1.2,4,130.3,327.8,16.7,93,23.2,46.5,5.5
26,97.7,125.9,1.5,4,141.0,327.8,16.7,87,20.9,47.0,5.5
