grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
51,77.2,129.8,0.0,5,290.0,341.4,34.0,6,30.2,21.7,6.2
50,88.9,129.8,0.0,5,270.3,341.4,34.0,8,26.0,27.4,6.2
47,99.1,129.9,0.0,6,253.0,344.4,33.9,5,30.8,34.2,6.0
47,106.8,129.9,0.1,7,219.3,343.9,33.2,5,24.3,29.9,5.0
59,100.7,129.3,0.8,7,186.1,343.9,33.2,6,29.6,30.3,5.0
66,107.0,129.5,0.8,7,152.9,343.9,33.2,7,26.1,30.2,5.1
86,102.1,129.7,0.9,7,119.7,343.9,33.2,10,20.8,30.3,5.2
106,95.9,128.8,1.4,7,98.8,343.9,33.2,8,21.5,31.4,5.1
116,100.5,129.1,1.4,5,112.8,345.8,33.3,7,22.6,31.8,5.0
128,104.0,129.2,1.5,4,112.7,347.1,32.4,6,27.3,31.7,5.0
142,105.3,129.2,1.7,3,132.3,349.1,33.5,7,29.6,31.1,5.1
162,104.9,129.2,1.9,3,123.8,349.1,33.5,6,20.8,29.3,5.3
178,107.1,129.0,2.1,2,138.2,343.9,33.6,7,26.2,29.2,5.3
190,111.7,129.1,2.2,2,104.5,343.9,33.6,10,23.5,29.3,5.2
209,111.9,128.7,2.4,1,161.6,347.0,38.0,12,32.1,28.9,5.2
216,116.0,128.6,2.5,1,123.6,347.0,38.0,16,38.9,29.1,5.2
233,117.1,128.2,2.6,1,85.6,347.0,38.0,24,36.0,29.3,5.3
237,122.3,128.2,2.7,1,47.6,347.0,38.0,34,38.0,29.4,5.3
241,127.6,128.1,2.8,1,9.6,347.0,38.0,46,36.8,29.6,5.3
246,129.3,127.9,3.0,0,,,,53,43.1,29.6,5.3
