grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
21,75.1,129.6,0.0,4,293.5,335.5,25.2,23,26.0,40.9,6.4
14,84.6,131.5,0.0,4,268.2,335.5,25.2,30,32.3,42.7,6.3
11,92.3,133.1,0.0,4,243.0,335.5,25.2,33,30.4,43.7,6.2
11,97.8,134.0,0.0,4,217.8,335.5,25.2,32,27.3,45.3,5.8
13,93.8,132.8,0.0,4,206.8,335.5,25.2,30,34.4,45.4,5.6
14,105.0,132.9,0.0,4,181.5,335.5,25.2,33,29.0,45.2,5.7
21,94.6,131.2,0.2,4,156.3,335.5,25.2,34,26.8,46.5,5.7
33,91.3,130.9,0.3,4,131.0,335.5,25.2,37,31.3,47.6,5.7
40,93.6,130.9,0.4,4,105.8,335.5,25.2,44,35.4,47.8,5.7
42,97.9,130.0,0.2,4,90.1,335.5,25.2,57,37.8,47.9,5.8
42,101.6,130.5,0.5,3,104.3,333.3,23.7,68,32.3,48.3,5.7
40,101.2,130.2,0.8,2,167.8,335.5,22.0,70,35.2,49.3,5.7
45,97.5,131.6,1.2,2,161.9,335.5,22.0,76,37.3,49.0,5.5
46,94.2,129.4,1.4,2,165.9,335.5,22.0,89,39.1,48.8,5.5
49,86.6,129.3,1.2,2,198.0,335.5,22.0,108,37.9,49.7,5.4
39,89.1,127.8,1.8,2,212.3,335.5,22.0,128,36.6,50.0,5.4
29,93.0,129.8,1.9,2,231.0,335.5,22.0,142,36.9,50.2,5.4
24,93.1,128.0,2.1,2,259.9,335.5,22.0,160,33.6,50.7,5.4
17,92.7,127.9,2.1,3,219.8,339.1,22.7,172,32.1,50.9,5.4
18,85.8,128.2,1.1,3,240.9,339.1,22.7,177,31.7,51.0,5.4
14,98.3,131.8,1.4,3,271.7,339.1,22.7,179,30.8,52.1,5.5
12,95.9,131.0,0.8,4,258.3,341.3,22.8,176,29.6,52.6,5.4
14,93.3,135.1,1.4,4,294.9,341.3,22.8,172,27.9,53.4,5.4
17,85.7,133.0,1.5,5,277.9,342.6,22.9,153,28.1,53.8,5.4
21,88.5,130.8,1.0,7,254.5,341.0,22.7,148,27.6,53.9,5.4
14,96.5,128.0,1.4,8,258.3,342.0,22.7,146,27.7,53.6,5.4
16,91.5,127.9,1.9,8,259.5,342.0,22.7,141,27.7,53.9,5.4
18,88.5,131.9,1.7,9,247.0,342.3,23.0,136,27.0,54.1,5.4
20,91.7,130.1,1.3,9,249.7,342.3,23.0,119,28.1,54.7,5.4
22,86.6,130.7,0.9,9,266.0,342.3,23.0,105,29.9,54.5,5.4
22,84.4,128.4,0.2,11,246.6,341.4,23.0,96,30.4,55.0,5.4
29,85.9,129.7,0.2,11,252.6,341.4,23.0,84,29.6,55.4,5.4
30,84.3,129.9,0.3,11,256.9,341.4,23.0,77,32.8,55.6,5.4
36,89.9,130.9,0.4,12,244.3,340.2,22.9,75,31.3,55.6,5.3
41,90.9,130.9,0.4,12,234.7,340.2,22.9,71,33.9,56.3,5.4
43,96.4,129.4,0.3,13,226.8,340.7,23.1,71,32.3,55.9,5.4
44,101.9,129.6,0.3,15,211.9,341.5,23.2,70,31.0,55.7,5.4
44,104.9,130.3,0.3,15,204.5,341.5,23.2,69,36.2,56.0,5.4
50,104.8,130.3,0.5,15,205.6,341.5,23.2,63,37.3,57.1,5.4
54,94.8,128.9,0.7,15,206.2,341.5,23.2,58,47.4,55.9,5.4
60,93.1,128.6,0.8,15,196.2,341.5,23.2,63,44.2,55.3,5.4
59,93.4,128.4,0.8,14,204.0,341.0,23.2,66,44.1,55.5,5.5
53,97.1,129.6,0.9,15,196.8,339.8,23.0,62,52.1,55.4,5.4
59,97.1,127.9,1.0,16,187.6,340.4,23.0,72,42.8,55.7,5.5
65,96.0,128.8,0.8,16,196.2,340.4,23.0,67,46.3,56.2,5.4
55,97.4,129.4,1.1,18,191.1,339.8,23.0,70,54.1,56.3,5.5
55,97.6,129.7,1.2,17,212.4,339.5,22.9,70,50.1,56.4,5.5
54,96.6,128.4,1.6,19,209.6,339.1,22.8,74,45.4,56.6,5.3
51,103.0,129.4,1.6,19,223.8,339.1,22.8,65,45.8,55.9,5.3
61,97.7,128.5,1.3,22,217.2,338.0,22.6,70,45.4,54.7,5.4
58,93.5,129.3,1.5,22,217.2,338.0,22.6,72,46.8,53.5,5.4
51,94.5,129.1,1.4,23,198.7,338.5,22.7,84,46.9,53.5,5.4
51,93.4,128.1,1.0,23,195.1,338.5,22.7,99,38.3,52.7,5.4
35,96.0,128.6,0.9,25,180.3,339.2,22.8,111,40.1,53.0,5.4
43,88.9,128.2,0.9,25,176.7,339.2,22.8,112,34.9,52.8,5.4
44,87.1,128.9,0.8,25,182.9,339.1,22.8,108,33.8,53.6,5.4
49,91.2,129.8,0.7,26,180.9,339.4,22.9,100,29.6,53.7,5.4
68,86.8,129.6,1.0,26,178.3,339.4,22.9,86,25.3,53.5,5.4
72,94.0,129.0,1.0,26,173.9,339.4,22.9,68,26.3,53.0,5.4
82,98.8,128.9,1.0,26,168.4,339.5,22.9,54,28.0,53.2,5.3
93,101.6,129.5,1.2,25,173.1,339.2,22.9,48,25.4,53.5,5.3
108,99.4,128.1,1.4,24,168.6,338.8,22.8,39,25.7,53.6,5.3
124,100.7,128.7,1.4,24,156.5,338.8,22.8,30,25.7,53.3,5.2
137,104.2,129.1,1.4,24,151.3,339.7,23.0,25,35.9,53.7,5.2
150,107.9,128.5,1.4,24,135.7,339.7,23.0,25,41.6,54.0,5.2
154,111.6,129.0,1.6,21,141.5,340.8,23.1,26,44.7,54.2,5.2
166,110.5,129.1,1.8,21,129.5,340.8,23.1,27,54.1,54.4,5.2
183,112.4,128.6,1.9,18,146.6,342.2,23.3,35,41.4,54.9,5.3
183,115.0,128.8,2.1,17,162.6,343.0,23.4,36,51.3,55.6,5.4
188,114.7,129.0,2.1,17,170.5,344.4,23.7,46,53.9,56.4,5.4
187,116.1,128.8,2.1,16,176.7,344.2,23.7,54,58.7,56.9,5.4
188,115.7,128.5,2.2,16,174.6,344.2,23.7,58,66.2,57.2,5.4
195,113.7,128.9,2.2,16,192.4,342.8,23.5,60,67.5,57.8,5.4
192,117.2,128.5,2.3,17,180.1,343.0,23.5,72,62.8,57.9,5.4
188,118.0,129.0,2.4,16,196.0,342.8,23.4,79,68.1,58.1,5.4
178,123.3,129.1,2.5,16,212.9,342.6,23.5,99,55.2,57.9,5.4
173,122.8,128.8,2.5,17,210.7,342.7,23.6,109,54.9,57.4,5.4
171,121.9,128.8,2.6,18,213.1,341.8,23.5,123,52.2,57.0,5.4
165,126.6,128.8,2.5,22,199.2,341.6,23.7,139,47.5,57.1,5.4
158,129.4,128.6,2.4,22,205.7,341.6,23.7,139,50.2,57.0,5.4
160,125.1,127.9,2.6,25,203.1,340.6,23.5,150,49.6,57.1,5.4
146,127.4,128.1,2.5,26,209.0,339.8,23.6,151,53.8,57.2,5.4
142,126.8,128.3,2.5,26,225.9,339.0,23.5,149,54.0,57.2,5.4
141,129.3,128.0,2.7,27,235.8,338.5,23.4,142,49.5,57.4,5.4
141,129.4,127.9,2.8,28,231.0,338.7,23.5,141,49.6,57.3,5.4
137,134.9,127.8,2.7,31,232.1,338.2,23.3,133,48.0,57.2,5.4
129,138.1,127.3,2.9,34,221.1,337.7,23.2,136,47.3,56.9,5.4
131,135.7,127.1,2.9,35,222.8,337.3,23.1,127,49.4,56.7,5.4
138,131.3,127.0,2.8,37,215.7,336.6,23.0,127,47.1,56.7,5.4
138,131.2,126.4,2.8,40,204.8,336.3,22.9,121,48.0,56.5,5.4
