grassNum,grassEn,grassRe,grassFa,wolfNum,wolfEn,wolfRe,wolfFa,rabbitNum,rabbitEn,rabbitRe,rabbitFa
33,82.6,129.3,0.0,2,296.0,338.5,27.0,13,57.1,71.0,12.7
32,91.2,130.1,0.2,2,296.4,338.5,27.0,17,55.0,74.2,11.9
29,100.2,129.7,0.2,2,310.5,338.5,27.0,18,46.1,71.2,11.9
28,106.0,128.2,0.5,3,247.5,341.1,28.7,18,46.1,72.9,11.7
30,107.8,128.2,0.5,3,218.8,341.1,28.7,20,45.4,73.8,12.1
31,105.8,128.9,0.6,3,193.2,341.1,28.7,22,49.5,73.2,12.2
37,94.0,129.1,1.2,3,164.4,341.1,28.7,26,48.9,72.8,12.0
36,91.8,131.9,1.4,3,145.7,341.1,28.7,30,51.2,72.8,12.0
37,93.7,131.1,1.2,3,117.0,341.1,28.7,34,53.4,73.0,11.5
35,99.4,130.5,1.1,2,134.1,338.7,26.6,42,48.5,73.0,11.9
34,102.4,131.1,1.2,2,107.5,338.7,26.6,48,48.9,72.9,12.1
37,96.9,131.3,1.1,2,125.9,338.7,26.6,52,45.1,73.0,11.9
33,97.8,130.2,1.5,2,144.0,338.7,26.6,52,46.5,73.1,11.3
28,98.2,129.6,1.6,2,150.5,338.7,26.6,58,46.4,72.9,10.5
23,90.5,128.6,1.7,2,157.2,338.7,26.6,64,48.7,73.0,9.5
22,96.9,128.8,1.8,2,176.9,338.7,26.6,65,47.1,72.7,9.1
23,92.0,126.9,2.2,2,229.4,338.7,26.6,64,46.9,72.6,8.2
22,98.1,126.2,1.8,3,201.1,335.9,24.5,65,43.9,72.4,8.0
19,105.2,128.8,1.6,3,191.4,335.9,24.5,69,40.1,72.3,7.4
24,95.0,127.7,1.5,3,185.9,335.9,24.5,68,38.9,72.8,7.4
25,93.2,127.5,2.0,3,197.8,335.9,24.5,65,38.5,73.1,7.0
25,95.9,128.6,1.6,4,184.6,334.7,23.4,64,40.7,73.2,7.1
27,88.6,127.6,1.9,3,225.2,330.7,20.4,64,39.1,73.5,7.0
32,89.1,127.9,2.1,3,225.8,330.7,20.4,63,36.1,73.5,7.2
